Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Screen_Passes,Short_Passes,Medium_Passes,Long_Passes,Deep_Passes,Third_Down_Passes,Accuracy,Timing,Sense_Rush,Read_Defense,Two_Minute_Offense,Run_Frequency,Kick_Holding,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Screen_PassesZ,Short_PassesZ,Medium_PassesZ,Long_PassesZ,Deep_PassesZ,Third_Down_PassesZ,AccuracyZ,TimingZ,Sense_RushZ,Read_DefenseZ,Two_Minute_OffenseZ,Run_FrequencyZ,Kick_HoldingZ,PeakCur,PeakCurZ,Ability,Draftable
24,11,96,75,824,471,33,35,0,0,9,15,59,58,0,66,0,0,37,55,21,-0.554785020804438,0.684931506849315,-1.0981697171381,0.397905759162303,-1.46245059288538,0.529801324503312,0.33,0.44,0.00,0.00,0.09,0.15,0.59,0.58,0.00,0.66,0.00,0.00,0.37,0.55,0.21,9,0.09,0,0
50,16,116,85,738,444,41,76,64,66,66,43,65,66,66,52,60,65,66,65,52,3.05131761442441,2.96803652968037,2.22961730449251,1.44502617801047,1.93675889328063,2.31788079470198,0.41,0.95,0.64,0.66,0.66,0.43,0.65,0.66,0.66,0.52,0.60,0.65,0.66,0.65,0.52,76,0.76,4,1
44,10,106,70,780,454,8,47,40,0,30,6,0,7,15,3,0,43,60,35,35,2.21914008321775,0.228310502283105,0.565723793677206,-0.12565445026178,0.276679841897234,1.65562913907285,0.08,0.59,0.40,0.00,0.30,0.06,0.00,0.07,0.15,0.03,0.00,0.43,0.60,0.35,0.35,12,0.12,0,0
28,12,111,66,783,470,20,44,0,0,39,34,11,0,31,1,26,15,31,66,43,0,1.14155251141553,1.39767054908486,-0.544502617801047,0.158102766798419,0.596026490066224,0.20,0.55,0.00,0.00,0.39,0.34,0.11,0.00,0.31,0.01,0.26,0.15,0.31,0.66,0.43,10,0.10,0,0
24,8,107,69,773,467,39,43,34,21,28,16,52,34,36,66,26,11,0,44,0,-0.554785020804438,-0.684931506849315,0.732113144758736,-0.230366492146597,0.553359683794465,0.794701986754968,0.39,0.54,0.34,0.21,0.28,0.16,0.52,0.34,0.36,0.66,0.26,0.11,0.00,0.44,0.00,12,0.12,0,0
35,10,96,74,788,475,35,43,12,18,8,45,41,0,28,66,26,27,30,29,66,0.970873786407767,0.228310502283105,-1.0981697171381,0.293193717277487,-0.0395256916996039,0.264900662251656,0.35,0.54,0.12,0.18,0.08,0.45,0.41,0.00,0.28,0.66,0.26,0.27,0.30,0.29,0.66,33,0.33,2,0
21,10,114,74,785,461,38,43,28,0,66,0,30,47,5,66,15,0,4,38,0,-0.970873786407767,0.228310502283105,1.89683860232945,0.293193717277487,0.0790513833992113,1.19205298013245,0.38,0.54,0.28,0.00,0.66,0.00,0.30,0.47,0.05,0.66,0.15,0.00,0.04,0.38,0.00,11,0.11,0,0
28,10,102,53,802,513,31,35,0,2,6,20,29,53,8,10,36,0,0,22,62,0,0.228310502283105,-0.0998336106489175,-1.90575916230367,-0.592885375494069,-2.25165562913907,0.31,0.44,0.00,0.02,0.06,0.20,0.29,0.53,0.08,0.10,0.36,0.00,0.00,0.22,0.62,29,0.29,1,0
38,15,100,92,780,446,23,51,46,39,38,54,22,26,31,66,0,5,0,66,66,1.3869625520111,2.51141552511416,-0.432612312811979,2.17801047120419,0.276679841897234,2.18543046357616,0.23,0.64,0.46,0.39,0.38,0.54,0.22,0.26,0.31,0.66,0.00,0.05,0.00,0.66,0.66,28,0.28,1,0
19,10,95,73,828,468,1,24,0,2,0,53,0,30,27,50,0,0,35,66,0,-1.24826629680999,0.228310502283105,-1.26455906821963,0.18848167539267,-1.62055335968379,0.728476821192055,0.01,0.30,0.00,0.02,0.00,0.53,0.00,0.30,0.27,0.50,0.00,0.00,0.35,0.66,0.00,4,0.04,0,0
32,10,96,70,786,466,42,42,1,14,1,21,22,0,2,37,28,7,0,62,66,0.554785020804438,0.228310502283105,-1.0981697171381,-0.12565445026178,0.0395256916996039,0.86092715231788,0.42,0.53,0.01,0.14,0.01,0.21,0.22,0.00,0.02,0.37,0.28,0.07,0.00,0.62,0.66,34,0.34,2,0
27,10,104,63,789,456,37,36,16,0,1,0,12,0,0,0,0,0,30,53,47,-0.13869625520111,0.228310502283105,0.232945091514144,-0.858638743455498,-0.0790513833992078,1.52317880794702,0.37,0.45,0.16,0.00,0.01,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.30,0.53,0.47,7,0.07,0,0
30,12,92,82,743,482,31,49,49,42,0,61,15,9,63,66,41,1,24,52,14,0.277392510402219,1.14155251141553,-1.76372712146423,1.13089005235602,1.73913043478261,-0.198675496688743,0.31,0.61,0.49,0.42,0.00,0.61,0.15,0.09,0.63,0.66,0.41,0.01,0.24,0.52,0.14,18,0.18,1,0
28,9,109,70,822,493,28,38,19,27,50,24,8,27,3,51,0,6,0,33,48,0,-0.228310502283105,1.0648918469218,-0.12565445026178,-1.38339920948617,-0.927152317880793,0.28,0.48,0.19,0.27,0.50,0.24,0.08,0.27,0.03,0.51,0.00,0.06,0.00,0.33,0.48,15,0.15,0,0
23,11,104,74,791,462,30,41,30,35,58,18,50,13,18,66,19,11,38,51,48,-0.693481276005548,0.684931506849315,0.232945091514144,0.293193717277487,-0.158102766798419,1.12582781456954,0.30,0.51,0.30,0.35,0.58,0.18,0.50,0.13,0.18,0.66,0.19,0.11,0.38,0.51,0.48,8,0.08,0,0
21,10,94,80,788,479,21,36,8,28,0,17,7,30,36,66,11,27,21,11,37,-0.970873786407767,0.228310502283105,-1.43094841930116,0.921465968586387,-0.0395256916996039,0,0.21,0.45,0.08,0.28,0.00,0.17,0.07,0.30,0.36,0.66,0.11,0.27,0.21,0.11,0.37,7,0.07,0,0
22,8,111,59,830,503,34,29,0,32,55,6,0,0,0,8,0,0,0,0,18,-0.832177531206657,-0.684931506849315,1.39767054908486,-1.27748691099476,-1.69960474308301,-1.58940397350994,0.34,0.36,0.00,0.32,0.55,0.06,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.18,9,0.09,0,0
14,11,105,80,815,484,38,31,6,0,24,11,32,9,26,66,0,26,9,38,27,-1.94174757281553,0.684931506849315,0.399334442595675,0.921465968586387,-1.10671936758893,-0.331125827814568,0.38,0.39,0.06,0.00,0.24,0.11,0.32,0.09,0.26,0.66,0.00,0.26,0.09,0.38,0.27,9,0.09,0,0
22,9,100,69,745,467,13,34,25,36,0,17,0,4,0,4,12,1,0,40,66,-0.832177531206657,-0.228310502283105,-0.432612312811979,-0.230366492146597,1.6600790513834,0.794701986754968,0.13,0.43,0.25,0.36,0.00,0.17,0.00,0.04,0.00,0.04,0.12,0.01,0.00,0.40,0.66,4,0.04,0,0
37,10,101,70,824,490,11,40,0,14,25,0,66,28,28,36,0,52,47,21,26,1.24826629680999,0.228310502283105,-0.266222961730448,-0.12565445026178,-1.46245059288538,-0.728476821192055,0.11,0.50,0.00,0.14,0.25,0.00,0.66,0.28,0.28,0.36,0.00,0.52,0.47,0.21,0.26,9,0.09,0,0
18,9,104,63,743,470,6,32,53,0,16,0,29,29,24,0,43,27,32,66,63,-1.3869625520111,-0.228310502283105,0.232945091514144,-0.858638743455498,1.73913043478261,0.596026490066224,0.06,0.40,0.53,0.00,0.16,0.00,0.29,0.29,0.24,0.00,0.43,0.27,0.32,0.66,0.63,6,0.06,0,0
22,7,101,86,804,503,40,32,24,21,7,0,0,33,18,58,0,0,20,0,66,-0.832177531206657,-1.14155251141553,-0.266222961730448,1.54973821989529,-0.671936758893277,-1.58940397350994,0.40,0.40,0.24,0.21,0.07,0.00,0.00,0.33,0.18,0.58,0.00,0.00,0.20,0.00,0.66,7,0.07,0,0
29,6,100,63,780,493,32,31,32,24,7,0,0,5,0,6,0,11,8,0,22,0.13869625520111,-1.59817351598174,-0.432612312811979,-0.858638743455498,0.276679841897234,-0.927152317880793,0.32,0.39,0.32,0.24,0.07,0.00,0.00,0.05,0.00,0.06,0.00,0.11,0.08,0.00,0.22,8,0.08,0,0
28,9,102,86,732,447,26,44,26,37,13,6,31,0,0,66,52,0,44,66,32,0,-0.228310502283105,-0.0998336106489175,1.54973821989529,2.17391304347826,2.11920529801325,0.26,0.55,0.26,0.37,0.13,0.06,0.31,0.00,0.00,0.66,0.52,0.00,0.44,0.66,0.32,11,0.11,0,0
33,9,100,61,780,490,35,36,8,14,1,0,0,0,0,21,10,20,6,6,66,0.693481276005548,-0.228310502283105,-0.432612312811979,-1.06806282722513,0.276679841897234,-0.728476821192055,0.35,0.45,0.08,0.14,0.01,0.00,0.00,0.00,0.00,0.21,0.10,0.20,0.06,0.06,0.66,27,0.27,1,0
17,9,91,67,806,473,25,28,0,19,0,38,39,0,36,3,23,9,30,9,26,-1.52565880721221,-0.228310502283105,-1.93011647254576,-0.439790575916231,-0.750988142292492,0.397350993377481,0.25,0.35,0.00,0.19,0.00,0.38,0.39,0.00,0.36,0.03,0.23,0.09,0.30,0.09,0.26,7,0.07,0,0
24,12,114,55,780,476,14,38,19,9,38,26,33,3,0,24,36,10,41,42,19,-0.554785020804438,1.14155251141553,1.89683860232945,-1.69633507853403,0.276679841897234,0.198675496688743,0.14,0.48,0.19,0.09,0.38,0.26,0.33,0.03,0.00,0.24,0.36,0.10,0.41,0.42,0.19,7,0.07,0,0
32,6,103,59,803,484,19,34,44,66,18,0,0,19,15,0,4,0,5,11,62,0.554785020804438,-1.59817351598174,0.0665557404326133,-1.27748691099476,-0.632411067193673,-0.331125827814568,0.19,0.43,0.44,0.66,0.18,0.00,0.00,0.19,0.15,0.00,0.04,0.00,0.05,0.11,0.62,7,0.07,0,0
31,10,103,75,825,496,24,38,5,30,13,30,16,57,39,33,0,8,27,18,0,0.416088765603329,0.228310502283105,0.0665557404326133,0.397905759162303,-1.50197628458498,-1.12582781456954,0.24,0.48,0.05,0.30,0.13,0.30,0.16,0.57,0.39,0.33,0.00,0.08,0.27,0.18,0.00,35,0.35,2,0
16,12,94,76,761,487,12,31,64,24,0,31,32,4,29,50,25,28,18,26,9,-1.66435506241331,1.14155251141553,-1.43094841930116,0.50261780104712,1.02766798418972,-0.529801324503312,0.12,0.39,0.64,0.24,0.00,0.31,0.32,0.04,0.29,0.50,0.25,0.28,0.18,0.26,0.09,4,0.04,0,0
30,9,101,79,780,499,7,36,27,41,14,46,0,9,14,35,16,24,0,0,63,0.277392510402219,-0.228310502283105,-0.266222961730448,0.81675392670157,0.276679841897234,-1.32450331125828,0.07,0.45,0.27,0.41,0.14,0.46,0.00,0.09,0.14,0.35,0.16,0.24,0.00,0.00,0.63,6,0.06,0,0
29,9,109,70,799,485,23,38,0,10,21,18,0,26,32,3,21,13,0,14,0,0.13869625520111,-0.228310502283105,1.0648918469218,-0.12565445026178,-0.474308300395257,-0.397350993377481,0.23,0.48,0.00,0.10,0.21,0.18,0.00,0.26,0.32,0.03,0.21,0.13,0.00,0.14,0.00,10,0.10,0,0
28,7,106,51,809,495,6,25,4,0,43,0,18,22,0,0,0,2,32,9,51,0,-1.14155251141553,0.565723793677206,-2.1151832460733,-0.869565217391303,-1.05960264900662,0.06,0.31,0.04,0.00,0.43,0.00,0.18,0.22,0.00,0.00,0.00,0.02,0.32,0.09,0.51,3,0.03,0,0
26,11,98,74,797,493,16,40,15,25,15,66,29,66,56,52,17,57,48,38,0,-0.277392510402219,0.684931506849315,-0.765391014975041,0.293193717277487,-0.395256916996046,-0.927152317880793,0.16,0.50,0.15,0.25,0.15,0.66,0.29,0.66,0.56,0.52,0.17,0.57,0.48,0.38,0.00,5,0.05,0,0
28,10,104,47,792,482,26,31,2,0,6,31,0,3,0,0,24,20,11,66,26,0,0.228310502283105,0.232945091514144,-2.53403141361257,-0.197628458498023,-0.198675496688743,0.26,0.39,0.02,0.00,0.06,0.31,0.00,0.03,0.00,0.00,0.24,0.20,0.11,0.66,0.26,9,0.09,0,0
39,10,111,87,781,456,27,50,0,3,20,21,8,15,3,50,10,29,29,65,0,1.52565880721221,0.228310502283105,1.39767054908486,1.6544502617801,0.23715415019763,1.52317880794702,0.27,0.63,0.00,0.03,0.20,0.21,0.08,0.15,0.03,0.50,0.10,0.29,0.29,0.65,0.00,8,0.08,0,0
15,7,93,70,810,498,9,17,0,3,0,11,0,2,0,12,16,1,8,25,66,-1.80305131761442,-1.14155251141553,-1.59733777038269,-0.12565445026178,-0.909090909090907,-1.25827814569537,0.09,0.21,0.00,0.03,0.00,0.11,0.00,0.02,0.00,0.12,0.16,0.01,0.08,0.25,0.66,2,0.02,0,0
15,7,94,84,840,463,23,21,1,0,0,0,9,16,18,66,0,0,8,66,41,-1.80305131761442,-1.14155251141553,-1.43094841930116,1.34031413612565,-2.09486166007905,1.05960264900662,0.23,0.26,0.01,0.00,0.00,0.00,0.09,0.16,0.18,0.66,0.00,0.00,0.08,0.66,0.41,5,0.05,0,0
38,15,95,84,792,461,40,49,35,42,0,46,23,2,5,66,0,47,35,64,66,1.3869625520111,2.51141552511416,-1.26455906821963,1.34031413612565,-0.197628458498023,1.19205298013245,0.40,0.61,0.35,0.42,0.00,0.46,0.23,0.02,0.05,0.66,0.00,0.47,0.35,0.64,0.66,11,0.11,0,0
15,10,102,49,780,505,32,31,42,0,30,37,33,39,4,8,25,4,44,31,13,-1.80305131761442,0.228310502283105,-0.0998336106489175,-2.32460732984293,0.276679841897234,-1.72185430463576,0.32,0.39,0.42,0.00,0.30,0.37,0.33,0.39,0.04,0.08,0.25,0.04,0.44,0.31,0.13,11,0.11,0,0
21,10,105,70,780,471,31,40,39,41,37,10,44,53,0,47,0,28,36,59,39,-0.970873786407767,0.228310502283105,0.399334442595675,-0.12565445026178,0.276679841897234,0.529801324503312,0.31,0.50,0.39,0.41,0.37,0.10,0.44,0.53,0.00,0.47,0.00,0.28,0.36,0.59,0.39,13,0.13,0,0
29,8,105,75,780,472,9,35,18,0,20,0,4,0,12,5,9,0,2,65,66,0.13869625520111,-0.684931506849315,0.399334442595675,0.397905759162303,0.276679841897234,0.463576158940399,0.09,0.44,0.18,0.00,0.20,0.00,0.04,0.00,0.12,0.05,0.09,0.00,0.02,0.65,0.66,2,0.02,0,0
20,11,106,73,800,479,12,34,24,22,19,28,0,49,25,7,1,6,0,45,28,-1.10957004160888,0.684931506849315,0.565723793677206,0.18848167539267,-0.513833992094861,0,0.12,0.43,0.24,0.22,0.19,0.28,0.00,0.49,0.25,0.07,0.01,0.06,0.00,0.45,0.28,5,0.05,0,0
30,8,104,69,806,484,30,36,5,1,46,0,29,0,14,22,17,22,4,64,0,0.277392510402219,-0.684931506849315,0.232945091514144,-0.230366492146597,-0.750988142292492,-0.331125827814568,0.30,0.45,0.05,0.01,0.46,0.00,0.29,0.00,0.14,0.22,0.17,0.22,0.04,0.64,0.00,10,0.10,0,0
22,10,111,75,799,472,29,37,24,6,24,25,41,0,0,66,0,35,43,66,0,-0.832177531206657,0.228310502283105,1.39767054908486,0.397905759162303,-0.474308300395257,0.463576158940399,0.29,0.46,0.24,0.06,0.24,0.25,0.41,0.00,0.00,0.66,0.00,0.35,0.43,0.66,0.00,5,0.05,0,0
28,12,94,82,743,473,44,50,46,43,0,43,43,58,40,66,50,26,0,28,6,0,1.14155251141553,-1.43094841930116,1.13089005235602,1.73913043478261,0.397350993377481,0.44,0.63,0.46,0.43,0.00,0.43,0.43,0.58,0.40,0.66,0.50,0.26,0.00,0.28,0.06,22,0.22,1,0
34,9,97,71,797,483,1,36,8,36,0,6,31,0,15,5,6,12,47,21,19,0.832177531206657,-0.228310502283105,-0.931780366056571,-0.0209424083769636,-0.395256916996046,-0.264900662251656,0.01,0.45,0.08,0.36,0.00,0.06,0.31,0.00,0.15,0.05,0.06,0.12,0.47,0.21,0.19,2,0.02,0,0
28,10,93,68,824,471,37,36,0,16,0,29,0,33,31,35,9,10,27,66,3,0,0.228310502283105,-1.59733777038269,-0.335078534031414,-1.46245059288538,0.529801324503312,0.37,0.45,0.00,0.16,0.00,0.29,0.00,0.33,0.31,0.35,0.09,0.10,0.27,0.66,0.03,32,0.32,2,0
28,10,104,62,821,476,10,29,0,0,19,17,9,1,12,0,7,7,12,23,66,0,0.228310502283105,0.232945091514144,-0.963350785340314,-1.34387351778656,0.198675496688743,0.10,0.36,0.00,0.00,0.19,0.17,0.09,0.01,0.12,0.00,0.07,0.07,0.12,0.23,0.66,4,0.04,0,0
32,11,93,75,742,484,36,50,34,29,0,11,66,59,53,66,56,66,36,39,9,0.554785020804438,0.684931506849315,-1.59733777038269,0.397905759162303,1.77865612648221,-0.331125827814568,0.36,0.63,0.34,0.29,0.00,0.11,0.66,0.59,0.53,0.66,0.56,0.66,0.36,0.39,0.09,41,0.41,2,1
34,9,105,82,821,467,15,36,4,8,19,0,5,1,4,66,0,3,0,53,66,0.832177531206657,-0.228310502283105,0.399334442595675,1.13089005235602,-1.34387351778656,0.794701986754968,0.15,0.45,0.04,0.08,0.19,0.00,0.05,0.01,0.04,0.66,0.00,0.03,0.00,0.53,0.66,5,0.05,0,0
29,9,103,73,839,473,7,34,0,34,14,21,32,41,27,46,0,30,63,66,11,0.13869625520111,-0.228310502283105,0.0665557404326133,0.18848167539267,-2.05533596837945,0.397350993377481,0.07,0.43,0.00,0.34,0.14,0.21,0.32,0.41,0.27,0.46,0.00,0.30,0.63,0.66,0.11,6,0.06,0,0
35,9,95,83,791,484,8,36,5,41,0,3,10,0,31,61,15,0,27,47,11,0.970873786407767,-0.228310502283105,-1.26455906821963,1.23560209424084,-0.158102766798419,-0.331125827814568,0.08,0.45,0.05,0.41,0.00,0.03,0.10,0.00,0.31,0.61,0.15,0.00,0.27,0.47,0.11,4,0.04,0,0
28,7,98,67,780,483,27,31,27,0,0,2,17,0,0,56,20,15,33,37,53,0,-1.14155251141553,-0.765391014975041,-0.439790575916231,0.276679841897234,-0.264900662251656,0.27,0.39,0.27,0.00,0.00,0.02,0.17,0.00,0.00,0.56,0.20,0.15,0.33,0.37,0.53,7,0.07,0,0
30,13,100,71,780,470,18,41,46,39,0,47,39,19,4,51,0,39,0,33,0,0.277392510402219,1.59817351598174,-0.432612312811979,-0.0209424083769636,0.276679841897234,0.596026490066224,0.18,0.51,0.46,0.39,0.00,0.47,0.39,0.19,0.04,0.51,0.00,0.39,0.00,0.33,0.00,6,0.06,0,0
26,9,98,80,801,479,44,36,0,0,0,33,0,44,0,66,14,3,7,30,30,-0.277392510402219,-0.228310502283105,-0.765391014975041,0.921465968586387,-0.553359683794465,0,0.44,0.45,0.00,0.00,0.00,0.33,0.00,0.44,0.00,0.66,0.14,0.03,0.07,0.30,0.30,8,0.08,0,0
54,21,118,89,694,459,35,80,66,66,66,60,66,47,59,37,66,48,66,27,21,3.60610263522885,5.25114155251142,2.56239600665557,1.86387434554974,3.67588932806324,1.32450331125828,0.35,1.00,0.66,0.66,0.66,0.60,0.66,0.47,0.59,0.37,0.66,0.48,0.66,0.27,0.21,89,0.89,5,1
28,10,97,71,809,470,23,36,0,0,17,4,14,32,0,54,10,50,0,66,42,0,0.228310502283105,-0.931780366056571,-0.0209424083769636,-0.869565217391303,0.596026490066224,0.23,0.45,0.00,0.00,0.17,0.04,0.14,0.32,0.00,0.54,0.10,0.50,0.00,0.66,0.42,10,0.10,0,0
28,9,106,68,780,484,28,42,15,26,43,23,16,55,0,60,14,10,39,0,23,0,-0.228310502283105,0.565723793677206,-0.335078534031414,0.276679841897234,-0.331125827814568,0.28,0.53,0.15,0.26,0.43,0.23,0.16,0.55,0.00,0.60,0.14,0.10,0.39,0.00,0.23,13,0.13,0,0
43,9,98,82,787,497,32,43,0,7,0,0,0,0,7,13,7,39,29,13,27,2.08044382801664,-0.228310502283105,-0.765391014975041,1.13089005235602,0,-1.19205298013245,0.32,0.54,0.00,0.07,0.00,0.00,0.00,0.00,0.07,0.13,0.07,0.39,0.29,0.13,0.27,7,0.07,0,0
28,10,99,69,780,477,24,38,0,29,3,39,9,38,0,64,35,56,0,32,0,0,0.228310502283105,-0.59900166389351,-0.230366492146597,0.276679841897234,0.132450331125831,0.24,0.48,0.00,0.29,0.03,0.39,0.09,0.38,0.00,0.64,0.35,0.56,0.00,0.32,0.00,11,0.11,0,0
34,7,97,79,811,462,19,34,17,0,0,0,12,0,15,64,0,40,27,39,3,0.832177531206657,-1.14155251141553,-0.931780366056571,0.81675392670157,-0.948616600790511,1.12582781456954,0.19,0.43,0.17,0.00,0.00,0.00,0.12,0.00,0.15,0.64,0.00,0.40,0.27,0.39,0.03,3,0.03,0,0
28,9,105,79,780,459,25,43,0,64,7,19,2,60,9,18,24,20,40,53,0,0,-0.228310502283105,0.399334442595675,0.81675392670157,0.276679841897234,1.32450331125828,0.25,0.54,0.00,0.64,0.07,0.19,0.02,0.60,0.09,0.18,0.24,0.20,0.40,0.53,0.00,18,0.18,1,0
34,9,104,61,783,494,10,41,34,28,36,6,24,57,35,16,12,35,0,4,1,0.832177531206657,-0.228310502283105,0.232945091514144,-1.06806282722513,0.158102766798419,-0.993377483443711,0.10,0.51,0.34,0.28,0.36,0.06,0.24,0.57,0.35,0.16,0.12,0.35,0.00,0.04,0.01,7,0.07,0,0
29,9,115,85,812,489,12,42,13,0,64,6,14,44,20,64,0,12,45,15,22,0.13869625520111,-0.228310502283105,2.06322795341098,1.44502617801047,-0.988142292490115,-0.662251655629137,0.12,0.53,0.13,0.00,0.64,0.06,0.14,0.44,0.20,0.64,0.00,0.12,0.45,0.15,0.22,7,0.07,0,0
36,11,108,53,798,484,12,38,24,4,25,25,9,41,0,0,5,0,14,30,34,1.10957004160888,0.684931506849315,0.898502495840267,-1.90575916230367,-0.434782608695653,-0.331125827814568,0.12,0.48,0.24,0.04,0.25,0.25,0.09,0.41,0.00,0.00,0.05,0.00,0.14,0.30,0.34,6,0.06,0,0
30,11,91,77,780,473,29,41,5,3,0,18,29,48,0,48,24,29,0,64,0,0.277392510402219,0.684931506849315,-1.93011647254576,0.607329842931937,0.276679841897234,0.397350993377481,0.29,0.51,0.05,0.03,0.00,0.18,0.29,0.48,0.00,0.48,0.24,0.29,0.00,0.64,0.00,10,0.10,0,0
29,12,95,79,795,505,36,38,0,34,0,31,17,19,50,31,30,30,8,0,8,0.13869625520111,1.14155251141553,-1.26455906821963,0.81675392670157,-0.316205533596838,-1.72185430463576,0.36,0.48,0.00,0.34,0.00,0.31,0.17,0.19,0.50,0.31,0.30,0.30,0.08,0.00,0.08,12,0.12,0,0
38,11,108,70,728,471,4,51,55,23,34,10,38,53,64,24,64,25,29,50,60,1.3869625520111,0.684931506849315,0.898502495840267,-0.12565445026178,2.33201581027668,0.529801324503312,0.04,0.64,0.55,0.23,0.34,0.10,0.38,0.53,0.64,0.24,0.64,0.25,0.29,0.50,0.60,59,0.59,3,1
25,10,106,80,765,484,44,43,0,0,8,39,0,0,17,64,45,28,52,22,64,-0.416088765603329,0.228310502283105,0.565723793677206,0.921465968586387,0.869565217391303,-0.331125827814568,0.44,0.54,0.00,0.00,0.08,0.39,0.00,0.00,0.17,0.64,0.45,0.28,0.52,0.22,0.64,17,0.17,1,0
28,7,103,66,776,514,32,31,6,10,5,0,12,0,0,9,43,0,8,8,23,0,-1.14155251141553,0.0665557404326133,-0.544502617801047,0.434782608695653,-2.31788079470198,0.32,0.39,0.06,0.10,0.05,0.00,0.12,0.00,0.00,0.09,0.43,0.00,0.08,0.08,0.23,9,0.09,0,0
47,20,119,98,704,456,30,80,64,64,64,64,64,64,64,64,64,63,64,3,0,2.63522884882108,4.79452054794521,2.72878535773711,2.80628272251309,3.28063241106719,1.52317880794702,0.30,1.00,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.63,0.64,0.03,0.00,80,0.80,4,1
32,8,105,73,780,480,15,37,0,0,9,35,0,0,0,36,47,14,46,56,39,0.554785020804438,-0.684931506849315,0.399334442595675,0.18848167539267,0.276679841897234,-0.0662251655629125,0.15,0.46,0.00,0.00,0.09,0.35,0.00,0.00,0.00,0.36,0.47,0.14,0.46,0.56,0.39,4,0.04,0,0
30,11,92,78,789,484,42,41,0,10,0,25,48,0,37,63,31,54,7,37,64,0.277392510402219,0.684931506849315,-1.76372712146423,0.712041884816754,-0.0790513833992078,-0.331125827814568,0.42,0.51,0.00,0.10,0.00,0.25,0.48,0.00,0.37,0.63,0.31,0.54,0.07,0.37,0.64,11,0.11,0,0
31,14,99,79,793,506,11,43,2,19,53,64,52,0,16,64,14,41,64,1,64,0.416088765603329,2.05479452054795,-0.59900166389351,0.81675392670157,-0.237154150197627,-1.78807947019867,0.11,0.54,0.02,0.19,0.53,0.64,0.52,0.00,0.16,0.64,0.14,0.41,0.64,0.01,0.64,4,0.04,0,0
16,9,98,87,822,486,14,25,0,0,0,11,18,22,10,56,9,27,0,0,21,-1.66435506241331,-0.228310502283105,-0.765391014975041,1.6544502617801,-1.38339920948617,-0.463576158940399,0.14,0.31,0.00,0.00,0.00,0.11,0.18,0.22,0.10,0.56,0.09,0.27,0.00,0.00,0.21,11,0.11,0,0
22,11,102,66,780,481,21,37,0,33,34,16,29,49,31,5,44,43,16,38,0,-0.832177531206657,0.684931506849315,-0.0998336106489175,-0.544502617801047,0.276679841897234,-0.132450331125825,0.21,0.46,0.00,0.33,0.34,0.16,0.29,0.49,0.31,0.05,0.44,0.43,0.16,0.38,0.00,9,0.09,0,0
17,9,105,70,800,465,22,31,25,28,14,38,0,53,21,41,0,43,7,64,27,-1.52565880721221,-0.228310502283105,0.399334442595675,-0.12565445026178,-0.513833992094861,0.927152317880793,0.22,0.39,0.25,0.28,0.14,0.38,0.00,0.53,0.21,0.41,0.00,0.43,0.07,0.64,0.27,8,0.08,0,0
35,10,97,67,817,462,6,32,0,7,0,0,14,0,4,21,18,0,13,63,4,0.970873786407767,0.228310502283105,-0.931780366056571,-0.439790575916231,-1.18577075098814,1.12582781456954,0.06,0.40,0.00,0.07,0.00,0.00,0.14,0.00,0.04,0.21,0.18,0.00,0.13,0.63,0.04,4,0.04,0,0
13,11,102,72,764,482,13,31,13,34,16,10,0,26,10,16,37,5,34,0,51,-2.08044382801664,0.684931506849315,-0.0998336106489175,0.0837696335078531,0.909090909090911,-0.198675496688743,0.13,0.39,0.13,0.34,0.16,0.10,0.00,0.26,0.10,0.16,0.37,0.05,0.34,0.00,0.51,8,0.08,0,0
30,6,105,69,780,484,20,40,60,47,48,0,8,38,49,64,17,64,26,57,63,0.277392510402219,-1.59817351598174,0.399334442595675,-0.230366492146597,0.276679841897234,-0.331125827814568,0.20,0.50,0.60,0.47,0.48,0.00,0.08,0.38,0.49,0.64,0.17,0.64,0.26,0.57,0.63,13,0.13,0,0
25,10,95,73,814,480,14,29,0,23,0,31,3,0,0,29,28,0,14,45,52,-0.416088765603329,0.228310502283105,-1.26455906821963,0.18848167539267,-1.06719367588933,-0.0662251655629125,0.14,0.36,0.00,0.23,0.00,0.31,0.03,0.00,0.00,0.29,0.28,0.00,0.14,0.45,0.52,5,0.05,0,0
17,10,99,79,813,482,23,31,11,20,17,32,26,36,34,36,0,37,15,19,64,-1.52565880721221,0.228310502283105,-0.59900166389351,0.81675392670157,-1.02766798418973,-0.198675496688743,0.23,0.39,0.11,0.20,0.17,0.32,0.26,0.36,0.34,0.36,0.00,0.37,0.15,0.19,0.64,10,0.10,0,0
28,6,105,77,801,483,24,36,0,11,9,0,0,43,35,64,17,10,35,38,64,0,-1.59817351598174,0.399334442595675,0.607329842931937,-0.553359683794465,-0.264900662251656,0.24,0.45,0.00,0.11,0.09,0.00,0.00,0.43,0.35,0.64,0.17,0.10,0.35,0.38,0.64,11,0.11,0,0
