Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Defense,Pass_Rush_Technique,Pass_Rush_Strength,Man_to_Man_Defense,Zone_Defense,Bump_and_Run_Defense,Play_Diagnosis,Punishing_Hitter,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_DefenseZ,Pass_Rush_TechniqueZ,Pass_Rush_StrengthZ,Man_to_Man_DefenseZ,Zone_DefenseZ,Bump_and_Run_DefenseZ,Play_DiagnosisZ,Punishing_HitterZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
26,18,106,18,733,491,51,41,42,0,3,0,28,63,45,25,34,16,0.126227208976157,0.343839541547278,-0.443686006825938,-0.72538860103627,0.653266331658291,-1.34453781512605,0.51,0.51,0.42,0.00,0.03,0.00,0.28,0.63,0.45,0.25,0.34,0.16,17,0.17,1,0
19,18,112,28,748,471,25,33,0,22,25,39,12,0,21,24,52,14,-0.855539971949509,0.343839541547278,0.580204778156998,0.569948186528497,-0.100502512562816,0.336134453781513,0.25,0.41,0.00,0.22,0.25,0.39,0.12,0.00,0.21,0.24,0.52,0.14,13,0.13,0,0
19,18,112,21,730,455,52,51,28,52,7,41,0,36,20,37,63,12,-0.855539971949509,0.343839541547278,0.580204778156998,-0.33678756476684,0.804020100502513,1.68067226890756,0.52,0.64,0.28,0.52,0.07,0.41,0.00,0.36,0.20,0.37,0.63,0.12,37,0.37,2,0
24,15,104,13,728,495,47,36,27,0,26,28,0,6,24,0,0,4,-0.154277699859748,-0.515759312320917,-0.784982935153583,-1.37305699481865,0.904522613065325,-1.68067226890756,0.47,0.45,0.27,0.00,0.26,0.28,0.00,0.06,0.24,0.00,0.00,0.04,15,0.15,0,0
22,18,108,24,740,465,39,40,18,35,32,7,38,0,0,15,9,23,-0.434782608695652,0.343839541547278,-0.102389078498293,0.0518134715025905,0.30150753768844,0.840336134453779,0.39,0.50,0.18,0.35,0.32,0.07,0.38,0.00,0.00,0.15,0.09,0.23,14,0.14,0,0
29,18,112,10,765,473,36,31,4,9,34,5,0,23,31,0,33,0,0.546984572230014,0.343839541547278,0.580204778156998,-1.76165803108808,-0.954773869346736,0.168067226890753,0.36,0.39,0.04,0.09,0.34,0.05,0.00,0.23,0.31,0.00,0.33,0.00,12,0.12,0,0
19,18,113,31,716,458,40,54,50,51,28,35,44,47,24,0,55,63,-0.855539971949509,0.343839541547278,0.75085324232082,0.958549222797927,1.50753768844221,1.42857142857143,0.40,0.68,0.50,0.51,0.28,0.35,0.44,0.47,0.24,0.00,0.55,0.63,50,0.50,2,1
41,22,121,39,697,460,55,73,63,51,50,55,46,63,63,22,47,50,2.23001402524544,1.48997134670487,2.1160409556314,1.99481865284974,2.46231155778895,1.26050420168068,0.55,0.91,0.63,0.51,0.50,0.55,0.46,0.63,0.63,0.22,0.47,0.50,75,0.75,4,1
26,13,104,16,731,471,54,41,31,16,1,0,14,0,37,0,19,39,0.126227208976157,-1.08882521489971,-0.784982935153583,-0.984455958549223,0.753768844221107,0.336134453781513,0.54,0.51,0.31,0.16,0.01,0.00,0.14,0.00,0.37,0.00,0.19,0.39,34,0.34,2,0
35,14,112,32,750,474,51,43,10,9,0,27,37,0,44,31,16,34,1.38849929873773,-0.802292263610315,0.580204778156998,1.0880829015544,-0.201005025125628,0.0840336134453764,0.51,0.54,0.10,0.09,0.00,0.27,0.37,0.00,0.44,0.31,0.16,0.34,15,0.15,0,0
32,12,104,21,738,467,54,41,20,35,0,20,13,0,18,0,0,0,0.967741935483871,-1.37535816618911,-0.784982935153583,-0.33678756476684,0.402010050251257,0.672268907563026,0.54,0.51,0.20,0.35,0.00,0.20,0.13,0.00,0.18,0.00,0.00,0.00,14,0.14,0,0
24,19,112,21,740,476,46,46,40,26,20,22,27,11,36,32,25,62,-0.154277699859748,0.630372492836676,0.580204778156998,-0.33678756476684,0.30150753768844,-0.0840336134453764,0.46,0.58,0.40,0.26,0.20,0.22,0.27,0.11,0.36,0.32,0.25,0.62,20,0.20,1,0
16,15,111,23,780,488,43,25,0,0,3,19,7,20,0,24,0,19,-1.27629733520337,-0.515759312320917,0.409556313993175,-0.0777202072538862,-1.70854271356784,-1.09243697478992,0.43,0.31,0.00,0.00,0.03,0.19,0.07,0.20,0.00,0.24,0.00,0.19,9,0.09,0,0
26,19,114,26,744,466,40,46,24,27,38,12,41,51,37,9,23,31,0.126227208976157,0.630372492836676,0.921501706484643,0.310880829015544,0.100502512562812,0.756302521008402,0.40,0.58,0.24,0.27,0.38,0.12,0.41,0.51,0.37,0.09,0.23,0.31,24,0.24,1,0
13,18,101,17,770,467,54,30,0,46,10,0,0,13,0,43,56,32,-1.69705469845722,0.343839541547278,-1.29692832764505,-0.854922279792746,-1.20603015075377,0.672268907563026,0.54,0.38,0.00,0.46,0.10,0.00,0.00,0.13,0.00,0.43,0.56,0.32,12,0.12,0,0
23,14,97,8,780,479,40,20,0,14,12,4,2,0,0,1,23,0,-0.2945301542777,-0.802292263610315,-1.97952218430034,-2.02072538860104,-1.70854271356784,-0.336134453781513,0.40,0.25,0.00,0.14,0.12,0.04,0.02,0.00,0.00,0.01,0.23,0.00,5,0.05,0,0
28,11,110,22,740,467,41,43,55,62,0,14,51,63,23,0,18,37,0.406732117812062,-1.66189111747851,0.238907849829352,-0.207253886010363,0.30150753768844,0.672268907563026,0.41,0.54,0.55,0.62,0.00,0.14,0.51,0.63,0.23,0.00,0.18,0.37,15,0.15,0,0
24,19,109,31,729,466,27,43,37,32,35,22,18,12,19,25,7,47,-0.154277699859748,0.630372492836676,0.06825938566553,0.958549222797927,0.854271356783919,0.756302521008402,0.27,0.54,0.37,0.32,0.35,0.22,0.18,0.12,0.19,0.25,0.07,0.47,47,0.47,2,1
41,29,120,44,708,444,30,67,33,63,63,33,52,45,63,63,63,17,2.23001402524544,3.49570200573066,1.94539249146758,2.64248704663212,1.90954773869347,2.60504201680672,0.30,0.84,0.33,0.63,0.63,0.33,0.52,0.45,0.63,0.63,0.63,0.17,68,0.68,3,1
29,22,119,26,715,462,56,61,54,27,62,40,43,51,4,25,0,16,0.546984572230014,1.48997134670487,1.77474402730376,0.310880829015544,1.55778894472362,1.09243697478992,0.56,0.76,0.54,0.27,0.62,0.40,0.43,0.51,0.04,0.25,0.00,0.16,37,0.37,2,0
18,18,97,18,719,495,58,41,59,0,12,0,0,0,0,57,0,24,-0.995792426367462,0.343839541547278,-1.97952218430034,-0.72538860103627,1.35678391959799,-1.68067226890756,0.58,0.51,0.59,0.00,0.12,0.00,0.00,0.00,0.00,0.57,0.00,0.24,18,0.18,1,0
31,12,115,31,716,455,56,60,38,63,5,46,35,30,63,0,27,63,0.827489481065918,-1.37535816618911,1.09215017064847,0.958549222797927,1.50753768844221,1.68067226890756,0.56,0.75,0.38,0.63,0.05,0.46,0.35,0.30,0.63,0.00,0.27,0.63,58,0.58,3,1
22,18,95,8,740,492,30,29,30,0,25,14,0,0,19,0,0,1,-0.434782608695652,0.343839541547278,-2.32081911262799,-2.02072538860104,0.30150753768844,-1.42857142857143,0.30,0.36,0.30,0.00,0.25,0.14,0.00,0.00,0.19,0.00,0.00,0.01,8,0.08,0,0
30,13,100,20,740,479,31,33,6,0,0,15,32,0,4,35,21,40,0.687237026647966,-1.08882521489971,-1.46757679180887,-0.466321243523316,0.30150753768844,-0.336134453781513,0.31,0.41,0.06,0.00,0.00,0.15,0.32,0.00,0.04,0.35,0.21,0.40,9,0.09,0,0
22,18,100,9,749,495,33,26,11,0,21,0,12,7,25,29,6,23,-0.434782608695652,0.343839541547278,-1.46757679180887,-1.89119170984456,-0.150753768844222,-1.68067226890756,0.33,0.33,0.11,0.00,0.21,0.00,0.12,0.07,0.25,0.29,0.06,0.23,10,0.10,0,0
36,15,109,29,740,477,27,39,17,35,0,33,37,14,36,16,8,0,1.52875175315568,-0.515759312320917,0.06825938566553,0.699481865284974,0.30150753768844,-0.168067226890753,0.27,0.49,0.17,0.35,0.00,0.33,0.37,0.14,0.36,0.16,0.08,0.00,10,0.10,0,0
23,18,111,9,780,495,48,29,0,0,26,27,0,63,55,7,0,24,-0.2945301542777,0.343839541547278,0.409556313993175,-1.89119170984456,-1.70854271356784,-1.68067226890756,0.48,0.36,0.00,0.00,0.26,0.27,0.00,0.63,0.55,0.07,0.00,0.24,13,0.13,0,0
28,19,112,21,753,459,29,40,25,37,19,35,0,55,25,39,47,26,0.406732117812062,0.630372492836676,0.580204778156998,-0.33678756476684,-0.351758793969851,1.34453781512605,0.29,0.50,0.25,0.37,0.19,0.35,0.00,0.55,0.25,0.39,0.47,0.26,15,0.15,0,0
23,17,106,22,744,471,55,43,27,41,19,16,31,30,63,21,58,30,-0.2945301542777,0.0573065902578795,-0.443686006825938,-0.207253886010363,0.100502512562812,0.336134453781513,0.55,0.54,0.27,0.41,0.19,0.16,0.31,0.30,0.63,0.21,0.58,0.30,17,0.17,1,0
25,18,95,24,776,490,54,27,0,0,22,0,0,0,36,0,1,22,-0.0140252454417954,0.343839541547278,-2.32081911262799,0.0518134715025905,-1.50753768844221,-1.26050420168068,0.54,0.34,0.00,0.00,0.22,0.00,0.00,0.00,0.36,0.00,0.01,0.22,6,0.06,0,0
22,18,111,14,780,481,54,31,0,0,0,0,1,55,24,37,5,30,-0.434782608695652,0.343839541547278,0.409556313993175,-1.24352331606218,-1.70854271356784,-0.504201680672266,0.54,0.39,0.00,0.00,0.00,0.00,0.01,0.55,0.24,0.37,0.05,0.30,16,0.16,1,0
33,24,103,20,740,471,36,37,6,22,23,0,0,0,15,55,14,0,1.10799438990182,2.06303724928367,-0.955631399317405,-0.466321243523316,0.30150753768844,0.336134453781513,0.36,0.46,0.06,0.22,0.23,0.00,0.00,0.00,0.15,0.55,0.14,0.00,11,0.11,0,0
26,14,100,11,762,482,37,26,5,17,11,0,0,0,19,22,0,23,0.126227208976157,-0.802292263610315,-1.46757679180887,-1.63212435233161,-0.804020100502513,-0.58823529411765,0.37,0.33,0.05,0.17,0.11,0.00,0.00,0.00,0.19,0.22,0.00,0.23,7,0.07,0,0
39,20,108,17,748,466,56,47,28,38,43,35,19,19,57,14,0,50,1.94950911640954,0.916905444126074,-0.102389078498293,-0.854922279792746,-0.100502512562816,0.756302521008402,0.56,0.59,0.28,0.38,0.43,0.35,0.19,0.19,0.57,0.14,0.00,0.50,19,0.19,1,0
35,20,113,37,740,471,51,46,0,5,33,0,13,3,13,7,3,22,1.38849929873773,0.916905444126074,0.75085324232082,1.73575129533679,0.30150753768844,0.336134453781513,0.51,0.58,0.00,0.05,0.33,0.00,0.13,0.03,0.13,0.07,0.03,0.22,29,0.29,1,0
24,19,100,14,748,478,49,34,18,17,17,19,0,0,9,14,17,52,-0.154277699859748,0.630372492836676,-1.46757679180887,-1.24352331606218,-0.100502512562816,-0.252100840336137,0.49,0.43,0.18,0.17,0.17,0.19,0.00,0.00,0.09,0.14,0.17,0.52,9,0.09,0,0
19,24,109,28,710,475,25,48,55,22,60,12,22,11,0,29,49,11,-0.855539971949509,2.06303724928367,0.06825938566553,0.569948186528497,1.80904522613065,0,0.25,0.60,0.55,0.22,0.60,0.12,0.22,0.11,0.00,0.29,0.49,0.11,44,0.44,2,1
38,15,114,25,735,495,34,40,24,0,0,18,12,50,28,23,0,0,1.80925666199158,-0.515759312320917,0.921501706484643,0.181347150259067,0.552763819095479,-1.68067226890756,0.34,0.50,0.24,0.00,0.00,0.18,0.12,0.50,0.28,0.23,0.00,0.00,15,0.15,0,0
30,18,112,34,752,477,57,48,17,16,21,45,47,53,41,1,44,0,0.687237026647966,0.343839541547278,0.580204778156998,1.34715025906736,-0.30150753768844,-0.168067226890753,0.57,0.60,0.17,0.16,0.21,0.45,0.47,0.53,0.41,0.01,0.44,0.00,19,0.19,1,0
22,17,118,28,754,476,28,37,4,13,14,37,9,52,50,0,32,20,-0.434782608695652,0.0573065902578795,1.60409556313993,0.569948186528497,-0.402010050251257,-0.0840336134453764,0.28,0.46,0.04,0.13,0.14,0.37,0.09,0.52,0.50,0.00,0.32,0.20,14,0.14,0,0
15,18,108,9,726,462,41,41,43,54,30,3,0,31,0,2,17,0,-1.41654978962132,0.343839541547278,-0.102389078498293,-1.89119170984456,1.00502512562814,1.09243697478992,0.41,0.51,0.43,0.54,0.30,0.03,0.00,0.31,0.00,0.02,0.17,0.00,17,0.17,1,0
29,15,112,19,718,471,40,49,45,17,0,37,2,41,44,9,13,24,0.546984572230014,-0.515759312320917,0.580204778156998,-0.595854922279793,1.4070351758794,0.336134453781513,0.40,0.61,0.45,0.17,0.00,0.37,0.02,0.41,0.44,0.09,0.13,0.24,54,0.54,3,1
33,18,118,38,765,457,26,40,0,26,21,22,37,24,45,0,22,14,1.10799438990182,0.343839541547278,1.60409556313993,1.86528497409326,-0.954773869346736,1.5126050420168,0.26,0.50,0.00,0.26,0.21,0.22,0.37,0.24,0.45,0.00,0.22,0.14,11,0.11,0,0
28,18,98,8,738,480,25,30,18,0,48,0,0,3,28,0,0,40,0.406732117812062,0.343839541547278,-1.80887372013652,-2.02072538860104,0.402010050251257,-0.420168067226889,0.25,0.38,0.18,0.00,0.48,0.00,0.00,0.03,0.28,0.00,0.00,0.40,6,0.06,0,0
15,10,99,12,740,466,29,32,52,57,9,0,22,43,0,0,54,42,-1.41654978962132,-1.94842406876791,-1.6382252559727,-1.50259067357513,0.30150753768844,0.756302521008402,0.29,0.40,0.52,0.57,0.09,0.00,0.22,0.43,0.00,0.00,0.54,0.42,14,0.14,0,0
22,18,108,24,780,471,39,30,0,16,25,0,32,38,0,19,19,13,-0.434782608695652,0.343839541547278,-0.102389078498293,0.0518134715025905,-1.70854271356784,0.336134453781513,0.39,0.38,0.00,0.16,0.25,0.00,0.32,0.38,0.00,0.19,0.19,0.13,12,0.12,0,0
26,20,113,12,745,471,30,37,23,16,37,12,11,16,0,30,52,0,0.126227208976157,0.916905444126074,0.75085324232082,-1.50259067357513,0.050251256281406,0.336134453781513,0.30,0.46,0.23,0.16,0.37,0.12,0.11,0.16,0.00,0.30,0.52,0.00,14,0.14,0,0
14,18,114,10,737,495,57,35,21,0,45,12,0,17,0,0,11,0,-1.55680224403927,0.343839541547278,0.921501706484643,-1.76165803108808,0.452261306532663,-1.68067226890756,0.57,0.44,0.21,0.00,0.45,0.12,0.00,0.17,0.00,0.00,0.11,0.00,17,0.17,1,0
22,18,114,9,763,495,36,31,4,0,49,41,31,25,37,11,4,23,-0.434782608695652,0.343839541547278,0.921501706484643,-1.89119170984456,-0.854271356783919,-1.68067226890756,0.36,0.39,0.04,0.00,0.49,0.41,0.31,0.25,0.37,0.11,0.04,0.23,12,0.12,0,0
31,18,112,33,723,495,59,53,62,0,3,30,35,3,10,34,63,44,0.827489481065918,0.343839541547278,0.580204778156998,1.21761658031088,1.15577889447236,-1.68067226890756,0.59,0.66,0.62,0.00,0.03,0.30,0.35,0.03,0.10,0.34,0.63,0.44,33,0.33,2,0
27,12,114,21,738,494,57,40,16,0,0,1,8,35,11,0,27,15,0.266479663394109,-1.37535816618911,0.921501706484643,-0.33678756476684,0.402010050251257,-1.59663865546219,0.57,0.50,0.16,0.00,0.00,0.01,0.08,0.35,0.11,0.00,0.27,0.15,35,0.35,2,0
15,10,100,10,780,470,45,19,1,32,0,3,3,0,16,2,21,0,-1.41654978962132,-1.94842406876791,-1.46757679180887,-1.76165803108808,-1.70854271356784,0.420168067226889,0.45,0.24,0.01,0.32,0.00,0.03,0.03,0.00,0.16,0.02,0.21,0.00,8,0.08,0,0
28,23,110,32,745,466,52,51,16,14,56,26,42,32,63,63,28,63,0.406732117812062,1.77650429799427,0.238907849829352,1.0880829015544,0.050251256281406,0.756302521008402,0.52,0.64,0.16,0.14,0.56,0.26,0.42,0.32,0.63,0.63,0.28,0.63,37,0.37,2,0
25,12,110,11,735,485,27,34,38,0,3,19,0,7,30,7,38,24,-0.0140252454417954,-1.37535816618911,0.238907849829352,-1.63212435233161,0.552763819095479,-0.840336134453779,0.27,0.43,0.38,0.00,0.03,0.19,0.00,0.07,0.30,0.07,0.38,0.24,13,0.13,0,0
17,18,110,21,764,481,39,31,8,13,14,30,2,3,19,37,0,1,-1.13604488078541,0.343839541547278,0.238907849829352,-0.33678756476684,-0.904522613065325,-0.504201680672266,0.39,0.39,0.08,0.13,0.14,0.30,0.02,0.03,0.19,0.37,0.00,0.01,11,0.11,0,0
30,17,100,22,733,465,55,43,30,19,12,9,0,16,42,16,0,0,0.687237026647966,0.0573065902578795,-1.46757679180887,-0.207253886010363,0.653266331658291,0.840336134453779,0.55,0.54,0.30,0.19,0.12,0.09,0.00,0.16,0.42,0.16,0.00,0.00,27,0.27,1,0
12,14,108,27,738,469,41,36,20,54,12,0,8,28,0,0,52,2,-1.83730715287518,-0.802292263610315,-0.102389078498293,0.440414507772021,0.402010050251257,0.504201680672266,0.41,0.45,0.20,0.54,0.12,0.00,0.08,0.28,0.00,0.00,0.52,0.02,13,0.13,0,0
43,19,104,22,773,476,27,29,0,20,10,0,15,14,46,15,36,12,2.51051893408135,0.630372492836676,-0.784982935153583,-0.207253886010363,-1.35678391959799,-0.0840336134453764,0.27,0.36,0.00,0.20,0.10,0.00,0.15,0.14,0.46,0.15,0.36,0.12,6,0.06,0,0
16,21,115,30,728,492,27,42,42,0,43,27,32,63,0,45,45,28,-1.27629733520337,1.20343839541547,1.09215017064847,0.829015544041451,0.904522613065325,-1.42857142857143,0.27,0.53,0.42,0.00,0.43,0.27,0.32,0.63,0.00,0.45,0.45,0.28,17,0.17,1,0
28,20,108,28,779,459,61,42,0,61,37,25,50,37,39,17,63,47,0.406732117812062,0.916905444126074,-0.102389078498293,0.569948186528497,-1.65829145728643,1.34453781512605,0.61,0.53,0.00,0.61,0.37,0.25,0.50,0.37,0.39,0.17,0.63,0.47,17,0.17,1,0
24,15,103,29,755,468,59,38,7,35,16,0,25,12,31,6,4,0,-0.154277699859748,-0.515759312320917,-0.955631399317405,0.699481865284974,-0.452261306532663,0.58823529411765,0.59,0.48,0.07,0.35,0.16,0.00,0.25,0.12,0.31,0.06,0.04,0.00,17,0.17,1,0
31,24,114,31,737,454,26,52,33,63,52,20,42,46,53,63,49,33,0.827489481065918,2.06303724928367,0.921501706484643,0.958549222797927,0.452261306532663,1.76470588235294,0.26,0.65,0.33,0.63,0.52,0.20,0.42,0.46,0.53,0.63,0.49,0.33,50,0.50,2,1
15,15,105,29,740,469,46,39,26,10,11,3,48,35,0,26,0,8,-1.41654978962132,-0.515759312320917,-0.61433447098976,0.699481865284974,0.30150753768844,0.504201680672266,0.46,0.49,0.26,0.10,0.11,0.03,0.48,0.35,0.00,0.26,0.00,0.08,33,0.33,2,0
35,18,107,14,734,464,46,43,15,19,8,14,8,15,0,28,32,0,1.38849929873773,0.343839541547278,-0.273037542662115,-1.24352331606218,0.603015075376885,0.924369747899162,0.46,0.54,0.15,0.19,0.08,0.14,0.08,0.15,0.00,0.28,0.32,0.00,17,0.17,1,0
27,13,99,11,780,482,35,19,0,0,15,3,0,0,29,0,55,6,0.266479663394109,-1.08882521489971,-1.6382252559727,-1.63212435233161,-1.70854271356784,-0.58823529411765,0.35,0.24,0.00,0.00,0.15,0.03,0.00,0.00,0.29,0.00,0.55,0.06,7,0.07,0,0
33,13,112,23,746,477,39,35,0,0,0,1,5,21,4,0,0,26,1.10799438990182,-1.08882521489971,0.580204778156998,-0.0777202072538862,0,-0.168067226890753,0.39,0.44,0.00,0.00,0.00,0.01,0.05,0.21,0.04,0.00,0.00,0.26,8,0.08,0,0
32,19,106,33,740,470,45,45,22,23,26,13,42,2,37,1,45,38,0.967741935483871,0.630372492836676,-0.443686006825938,1.21761658031088,0.30150753768844,0.420168067226889,0.45,0.56,0.22,0.23,0.26,0.13,0.42,0.02,0.37,0.01,0.45,0.38,23,0.23,1,0
22,18,103,29,744,466,43,40,10,37,20,0,46,13,39,0,28,63,-0.434782608695652,0.343839541547278,-0.955631399317405,0.699481865284974,0.100502512562812,0.756302521008402,0.43,0.50,0.10,0.37,0.20,0.00,0.46,0.13,0.39,0.00,0.28,0.63,15,0.15,0,0
22,13,109,13,740,495,37,33,32,0,1,0,0,35,8,19,57,8,-0.434782608695652,-1.08882521489971,0.06825938566553,-1.37305699481865,0.30150753768844,-1.68067226890756,0.37,0.41,0.32,0.00,0.01,0.00,0.00,0.35,0.08,0.19,0.57,0.08,16,0.16,1,0
21,18,117,24,720,478,19,43,60,15,14,19,36,25,0,35,8,35,-0.575035063113605,0.343839541547278,1.43344709897611,0.0518134715025905,1.30653266331658,-0.252100840336137,0.19,0.54,0.60,0.15,0.14,0.19,0.36,0.25,0.00,0.35,0.08,0.35,16,0.16,1,0
19,13,110,25,728,455,52,49,30,51,0,17,42,15,19,6,52,8,-0.855539971949509,-1.08882521489971,0.238907849829352,0.181347150259067,0.904522613065325,1.68067226890756,0.52,0.61,0.30,0.51,0.00,0.17,0.42,0.15,0.19,0.06,0.52,0.08,32,0.32,2,0
17,18,107,29,770,495,44,27,2,0,22,0,24,34,21,6,2,0,-1.13604488078541,0.343839541547278,-0.273037542662115,0.699481865284974,-1.20603015075377,-1.68067226890756,0.44,0.34,0.02,0.00,0.22,0.00,0.24,0.34,0.21,0.06,0.02,0.00,12,0.12,0,0
30,14,113,15,738,495,51,40,30,0,0,42,3,20,3,35,13,29,0.687237026647966,-0.802292263610315,0.75085324232082,-1.1139896373057,0.402010050251257,-1.68067226890756,0.51,0.50,0.30,0.00,0.00,0.42,0.03,0.20,0.03,0.35,0.13,0.29,25,0.25,1,0
27,16,104,28,749,474,63,41,0,3,7,0,0,48,48,3,57,35,0.266479663394109,-0.229226361031519,-0.784982935153583,0.569948186528497,-0.150753768844222,0.0840336134453764,0.63,0.51,0.00,0.03,0.07,0.00,0.00,0.48,0.48,0.03,0.57,0.35,15,0.15,0,0
20,21,117,27,728,477,58,52,44,26,43,28,33,9,4,0,4,10,-0.715287517531557,1.20343839541547,1.43344709897611,0.440414507772021,0.904522613065325,-0.168067226890753,0.58,0.65,0.44,0.26,0.43,0.28,0.33,0.09,0.04,0.00,0.04,0.10,29,0.29,1,0
22,14,104,35,728,471,47,42,20,4,0,0,14,11,17,10,16,12,-0.434782608695652,-0.802292263610315,-0.784982935153583,1.47668393782383,0.904522613065325,0.336134453781513,0.47,0.53,0.20,0.04,0.00,0.00,0.14,0.11,0.17,0.10,0.16,0.12,13,0.13,0,0
19,20,114,16,780,462,32,30,0,37,43,48,0,7,4,0,20,10,-0.855539971949509,0.916905444126074,0.921501706484643,-0.984455958549223,-1.70854271356784,1.09243697478992,0.32,0.38,0.00,0.37,0.43,0.48,0.00,0.07,0.04,0.00,0.20,0.10,7,0.07,0,0
28,18,97,28,780,480,29,25,0,19,29,17,35,0,19,0,19,0,0.406732117812062,0.343839541547278,-1.97952218430034,0.569948186528497,-1.70854271356784,-0.420168067226889,0.29,0.31,0.00,0.19,0.29,0.17,0.35,0.00,0.19,0.00,0.19,0.00,7,0.07,0,0
31,19,110,34,740,469,26,41,14,24,16,29,26,3,0,26,28,43,0.827489481065918,0.630372492836676,0.238907849829352,1.34715025906736,0.30150753768844,0.504201680672266,0.26,0.51,0.14,0.24,0.16,0.29,0.26,0.03,0.00,0.26,0.28,0.43,13,0.13,0,0
35,18,110,18,771,456,36,38,0,51,24,27,27,41,50,49,41,0,1.38849929873773,0.343839541547278,0.238907849829352,-0.72538860103627,-1.25628140703518,1.59663865546219,0.36,0.48,0.00,0.51,0.24,0.27,0.27,0.41,0.50,0.49,0.41,0.00,15,0.15,0,0
25,16,107,29,761,482,51,35,8,6,25,17,24,17,17,0,0,52,-0.0140252454417954,-0.229226361031519,-0.273037542662115,0.699481865284974,-0.753768844221107,-0.58823529411765,0.51,0.44,0.08,0.06,0.25,0.17,0.24,0.17,0.17,0.00,0.00,0.52,15,0.15,0,0
18,17,121,29,714,475,39,51,46,8,9,38,34,61,0,0,39,23,-0.995792426367462,0.0573065902578795,2.1160409556314,0.699481865284974,1.60804020100503,0,0.39,0.64,0.46,0.08,0.09,0.38,0.34,0.61,0.00,0.00,0.39,0.23,48,0.48,2,1
34,21,124,43,752,444,38,56,16,63,27,63,36,45,61,0,0,29,1.24824684431978,1.20343839541547,2.62798634812287,2.51295336787565,-0.30150753768844,2.60504201680672,0.38,0.70,0.16,0.63,0.27,0.63,0.36,0.45,0.61,0.00,0.00,0.29,48,0.48,2,1
34,14,112,19,746,464,62,47,8,39,10,27,34,7,53,0,6,11,1.24824684431978,-0.802292263610315,0.580204778156998,-0.595854922279793,0,0.924369747899162,0.62,0.59,0.08,0.39,0.10,0.27,0.34,0.07,0.53,0.00,0.06,0.11,17,0.17,1,0
33,16,109,23,750,478,31,38,30,26,7,33,29,15,56,0,0,37,1.10799438990182,-0.229226361031519,0.06825938566553,-0.0777202072538862,-0.201005025125628,-0.252100840336137,0.31,0.48,0.30,0.26,0.07,0.33,0.29,0.15,0.56,0.00,0.00,0.37,9,0.09,0,0
30,10,104,8,757,489,44,28,10,7,0,14,0,0,41,0,0,0,0.687237026647966,-1.94842406876791,-0.784982935153583,-2.02072538860104,-0.552763819095479,-1.17647058823529,0.44,0.35,0.10,0.07,0.00,0.14,0.00,0.00,0.41,0.00,0.00,0.00,9,0.09,0,0
34,15,106,27,763,464,63,40,3,51,0,0,22,17,27,31,0,39,1.24824684431978,-0.515759312320917,-0.443686006825938,0.440414507772021,-0.854271356783919,0.924369747899162,0.63,0.50,0.03,0.51,0.00,0.00,0.22,0.17,0.27,0.31,0.00,0.39,27,0.27,1,0
36,19,109,14,771,471,53,36,0,14,25,22,0,26,44,0,9,20,1.52875175315568,0.630372492836676,0.06825938566553,-1.24352331606218,-1.25628140703518,0.336134453781513,0.53,0.45,0.00,0.14,0.25,0.22,0.00,0.26,0.44,0.00,0.09,0.20,11,0.11,0,0
20,18,98,11,730,471,61,39,12,13,38,0,3,0,10,0,23,33,-0.715287517531557,0.343839541547278,-1.80887372013652,-1.63212435233161,0.804020100502513,0.336134453781513,0.61,0.49,0.12,0.13,0.38,0.00,0.03,0.00,0.10,0.00,0.23,0.33,28,0.28,1,0
30,19,113,24,748,463,34,41,4,33,38,39,4,26,34,7,52,41,0.687237026647966,0.630372492836676,0.75085324232082,0.0518134715025905,-0.100502512562816,1.00840336134454,0.34,0.51,0.04,0.33,0.38,0.39,0.04,0.26,0.34,0.07,0.52,0.41,12,0.12,0,0
14,18,101,25,733,495,41,34,45,0,62,23,22,0,0,0,28,22,-1.55680224403927,0.343839541547278,-1.29692832764505,0.181347150259067,0.653266331658291,-1.68067226890756,0.41,0.43,0.45,0.00,0.62,0.23,0.22,0.00,0.00,0.00,0.28,0.22,14,0.14,0,0
29,22,115,32,722,464,31,53,34,25,49,52,50,22,14,63,63,54,0.546984572230014,1.48997134670487,1.09215017064847,1.0880829015544,1.20603015075377,0.924369747899162,0.31,0.66,0.34,0.25,0.49,0.52,0.50,0.22,0.14,0.63,0.63,0.54,49,0.49,2,1
23,19,112,17,750,471,27,34,8,7,43,33,4,18,6,10,25,0,-0.2945301542777,0.630372492836676,0.580204778156998,-0.854922279792746,-0.201005025125628,0.336134453781513,0.27,0.43,0.08,0.07,0.43,0.33,0.04,0.18,0.06,0.10,0.25,0.00,12,0.12,0,0
16,14,119,25,740,462,64,47,19,22,0,8,11,44,0,0,22,21,-1.27629733520337,-0.802292263610315,1.77474402730376,0.181347150259067,0.30150753768844,1.09243697478992,0.64,0.59,0.19,0.22,0.00,0.08,0.11,0.44,0.00,0.00,0.22,0.21,23,0.23,1,0
