Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Avoid_Drops,Get_Downfield,Route_Running,Third_Down_Receiving,Big_Play_Receiving,Courage,Adjust_to_Ball,Punt_Returns,Kick_Returns,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Avoid_DropsZ,Get_DownfieldZ,Route_RunningZ,Third_Down_ReceivingZ,Big_Play_ReceivingZ,CourageZ,Adjust_to_BallZ,Punt_ReturnsZ,Kick_ReturnsZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
10,11,110,29,754,463,57,27,0,5,0,17,25,16,22,10,0,23,11,-1.57367668097282,0.355987055016181,0.386178861788619,-1.13682092555332,-1.44329896907217,-0.673076923076926,0.57,0.34,0.00,0.05,0.00,0.17,0.25,0.16,0.22,0.10,0.00,0.23,0.11,18,0.18,1,0
25,11,112,48,760,480,16,25,44,0,4,12,0,14,25,0,20,20,2,0.572246065808298,0.355987055016181,0.792682926829269,0.774647887323944,-1.75257731958763,-2.30769230769231,0.16,0.31,0.44,0.00,0.04,0.12,0.00,0.14,0.25,0.00,0.20,0.20,0.02,8,0.08,0,0
33,11,103,32,705,447,44,49,0,38,36,10,25,28,21,0,0,30,27,1.71673819742489,0.355987055016181,-1.03658536585366,-0.835010060362173,1.08247422680412,0.865384615384614,0.44,0.61,0.00,0.38,0.36,0.10,0.25,0.28,0.21,0.00,0.00,0.30,0.27,25,0.25,1,0
22,8,115,50,701,448,32,47,31,61,25,0,28,12,42,40,40,9,21,0.143061516452074,-0.614886731391586,1.40243902439025,0.975855130784709,1.28865979381443,0.769230769230761,0.32,0.59,0.31,0.61,0.25,0.00,0.28,0.12,0.42,0.40,0.40,0.09,0.21,35,0.35,2,0
23,12,107,32,733,458,47,41,21,41,19,37,8,54,0,0,0,26,54,0.286123032904149,0.679611650485437,-0.223577235772357,-0.835010060362173,-0.360824742268043,-0.192307692307697,0.47,0.51,0.21,0.41,0.19,0.37,0.08,0.54,0.00,0.00,0.00,0.26,0.54,14,0.14,0,0
25,5,102,51,759,465,30,28,29,0,3,8,14,0,31,0,0,11,1,0.572246065808298,-1.58576051779935,-1.23983739837398,1.07645875251509,-1.70103092783505,-0.865384615384623,0.30,0.35,0.29,0.00,0.03,0.08,0.14,0.00,0.31,0.00,0.00,0.11,0.01,13,0.13,0,0
23,11,108,45,748,458,15,30,54,0,21,11,25,16,12,0,0,49,34,0.286123032904149,0.355987055016181,-0.0203252032520314,0.472837022132797,-1.1340206185567,-0.192307692307697,0.15,0.38,0.54,0.00,0.21,0.11,0.25,0.16,0.12,0.00,0.00,0.49,0.34,12,0.12,0,0
22,7,108,37,702,444,45,46,6,46,11,33,29,0,26,0,0,47,51,0.143061516452074,-0.938511326860842,-0.0203252032520314,-0.331991951710261,1.23711340206186,1.15384615384615,0.45,0.58,0.06,0.46,0.11,0.33,0.29,0.00,0.26,0.00,0.00,0.47,0.51,28,0.28,1,0
16,12,106,57,720,464,42,41,56,30,31,31,0,53,45,0,0,22,19,-0.715307582260372,0.679611650485437,-0.426829268292682,1.68008048289738,0.309278350515462,-0.76923076923077,0.42,0.51,0.56,0.30,0.31,0.31,0.00,0.53,0.45,0.00,0.00,0.22,0.19,17,0.17,1,0
25,10,110,32,715,445,40,45,0,48,18,19,51,18,21,0,26,0,17,0.572246065808298,0.0323624595469255,0.386178861788619,-0.835010060362173,0.567010309278348,1.0576923076923,0.40,0.56,0.00,0.48,0.18,0.19,0.51,0.18,0.21,0.00,0.26,0.00,0.17,32,0.32,2,0
18,11,106,44,733,457,34,34,13,14,18,34,18,20,31,0,0,17,0,-0.429184549356223,0.355987055016181,-0.426829268292682,0.372233400402415,-0.360824742268043,-0.0961538461538527,0.34,0.43,0.13,0.14,0.18,0.34,0.18,0.20,0.31,0.00,0.00,0.17,0.00,18,0.18,1,0
19,8,107,45,717,470,39,34,10,22,8,28,0,9,41,0,13,27,32,-0.286123032904149,-0.614886731391586,-0.223577235772357,0.472837022132797,0.463917525773195,-1.34615384615385,0.39,0.43,0.10,0.22,0.08,0.28,0.00,0.09,0.41,0.00,0.13,0.27,0.32,13,0.13,0,0
31,6,118,35,718,448,11,40,0,54,36,51,37,3,36,56,0,50,52,1.43061516452074,-1.2621359223301,2.01219512195122,-0.533199195171026,0.412371134020619,0.769230769230761,0.11,0.50,0.00,0.54,0.36,0.51,0.37,0.03,0.36,0.56,0.00,0.50,0.52,16,0.16,1,0
23,11,114,31,722,449,26,40,2,20,47,38,47,21,9,31,0,18,15,0.286123032904149,0.355987055016181,1.19918699186992,-0.935613682092555,0.206185567010309,0.673076923076917,0.26,0.50,0.02,0.20,0.47,0.38,0.47,0.21,0.09,0.31,0.00,0.18,0.15,39,0.39,2,0
24,6,103,33,719,451,5,27,26,27,8,0,16,2,7,0,0,30,7,0.429184549356223,-1.2621359223301,-1.03658536585366,-0.73440643863179,0.360824742268038,0.480769230769229,0.05,0.34,0.26,0.27,0.08,0.00,0.16,0.02,0.07,0.00,0.00,0.30,0.07,10,0.10,0,0
18,13,107,46,724,461,42,41,56,25,42,19,11,52,53,0,0,15,22,-0.429184549356223,1.00323624595469,-0.223577235772357,0.573440643863179,0.103092783505152,-0.480769230769238,0.42,0.51,0.56,0.25,0.42,0.19,0.11,0.52,0.53,0.00,0.00,0.15,0.22,16,0.16,1,0
18,7,110,37,720,450,30,37,30,42,29,25,38,0,0,0,26,4,19,-0.429184549356223,-0.938511326860842,0.386178861788619,-0.331991951710261,0.309278350515462,0.576923076923073,0.30,0.46,0.30,0.42,0.29,0.25,0.38,0.00,0.00,0.00,0.26,0.04,0.19,19,0.19,1,0
16,6,108,35,720,455,49,38,0,37,45,68,19,0,21,0,0,12,38,-0.715307582260372,-1.2621359223301,-0.0203252032520314,-0.533199195171026,0.309278350515462,0.0961538461538441,0.49,0.48,0.00,0.37,0.45,0.68,0.19,0.00,0.21,0.00,0.00,0.12,0.38,21,0.21,1,0
39,15,112,44,687,448,21,48,39,31,30,15,18,23,6,0,14,0,7,2.57510729613734,1.6504854368932,0.792682926829269,0.372233400402415,2.01030927835051,0.769230769230761,0.21,0.60,0.39,0.31,0.30,0.15,0.18,0.23,0.06,0.00,0.14,0.00,0.07,35,0.35,2,0
21,10,105,45,720,446,39,44,38,21,24,74,49,21,11,0,0,10,53,0,0.0323624595469255,-0.630081300813007,0.472837022132797,0.309278350515462,0.961538461538458,0.39,0.55,0.38,0.21,0.24,0.74,0.49,0.21,0.11,0.00,0.00,0.10,0.53,37,0.37,2,0
16,10,106,46,753,480,24,23,17,0,10,13,0,25,62,0,0,31,66,-0.715307582260372,0.0323624595469255,-0.426829268292682,0.573440643863179,-1.39175257731959,-2.30769230769231,0.24,0.29,0.17,0.00,0.10,0.13,0.00,0.25,0.62,0.00,0.00,0.31,0.66,7,0.07,0,0
27,5,103,45,720,473,19,30,24,44,37,23,4,0,15,0,0,19,37,0.858369098712446,-1.58576051779935,-1.03658536585366,0.472837022132797,0.309278350515462,-1.63461538461539,0.19,0.38,0.24,0.44,0.37,0.23,0.04,0.00,0.15,0.00,0.00,0.19,0.37,13,0.13,0,0
10,14,111,38,732,461,1,22,30,30,2,0,6,61,0,17,0,10,12,-1.57367668097282,1.32686084142395,0.589430894308944,-0.231388329979879,-0.309278350515466,-0.480769230769238,0.01,0.28,0.30,0.30,0.02,0.00,0.06,0.61,0.00,0.17,0.00,0.10,0.12,6,0.06,0,0
19,11,116,25,713,458,28,34,0,27,35,35,10,22,11,0,40,29,13,-0.286123032904149,0.355987055016181,1.60569105691057,-1.53923541247485,0.670103092783505,-0.192307692307697,0.28,0.43,0.00,0.27,0.35,0.35,0.10,0.22,0.11,0.00,0.40,0.29,0.13,16,0.16,1,0
18,7,104,30,732,469,31,29,23,40,36,30,16,27,23,0,0,1,30,-0.429184549356223,-0.938511326860842,-0.833333333333332,-1.03621730382294,-0.309278350515466,-1.25000000000001,0.31,0.36,0.23,0.40,0.36,0.30,0.16,0.27,0.23,0.00,0.00,0.01,0.30,13,0.13,0,0
18,6,110,48,710,458,19,36,34,52,65,64,0,0,49,0,0,0,44,-0.429184549356223,-1.2621359223301,0.386178861788619,0.774647887323944,0.824742268041238,-0.192307692307697,0.19,0.45,0.34,0.52,0.65,0.64,0.00,0.00,0.49,0.00,0.00,0.00,0.44,10,0.10,0,0
18,5,118,30,728,451,19,32,0,23,16,33,32,0,10,3,57,23,0,-0.429184549356223,-1.58576051779935,2.01219512195122,-1.03621730382294,-0.103092783505157,0.480769230769229,0.19,0.40,0.00,0.23,0.16,0.33,0.32,0.00,0.10,0.03,0.57,0.23,0.00,17,0.17,1,0
18,5,108,44,720,451,49,40,32,22,26,20,19,20,32,0,12,41,27,-0.429184549356223,-1.58576051779935,-0.0203252032520314,0.372233400402415,0.309278350515462,0.480769230769229,0.49,0.50,0.32,0.22,0.26,0.20,0.19,0.20,0.32,0.00,0.12,0.41,0.27,19,0.19,1,0
7,6,106,27,760,451,38,23,11,0,0,11,54,14,6,0,0,0,28,-2.00286123032904,-1.2621359223301,-0.426829268292682,-1.33802816901408,-1.75257731958763,0.480769230769229,0.38,0.29,0.11,0.00,0.00,0.11,0.54,0.14,0.06,0.00,0.00,0.00,0.28,14,0.14,0,0
30,15,107,39,700,437,32,52,27,38,31,0,54,38,6,0,0,7,34,1.28755364806867,1.6504854368932,-0.223577235772357,-0.130784708249497,1.34020618556701,1.82692307692307,0.32,0.65,0.27,0.38,0.31,0.00,0.54,0.38,0.06,0.00,0.00,0.07,0.34,35,0.35,2,0
14,11,115,43,729,460,7,27,34,22,12,0,22,41,1,39,22,24,36,-1.00143061516452,0.355987055016181,1.40243902439025,0.271629778672032,-0.154639175257733,-0.384615384615385,0.07,0.34,0.34,0.22,0.12,0.00,0.22,0.41,0.01,0.39,0.22,0.24,0.36,11,0.11,0,0
26,5,108,42,709,451,42,41,16,41,0,7,32,0,24,0,0,12,20,0.715307582260372,-1.58576051779935,-0.0203252032520314,0.17102615694165,0.876288659793814,0.480769230769229,0.42,0.51,0.16,0.41,0.00,0.07,0.32,0.00,0.24,0.00,0.00,0.12,0.20,16,0.16,1,0
22,9,112,45,738,466,42,34,17,11,32,2,4,5,7,0,18,27,7,0.143061516452074,-0.29126213592233,0.792682926829269,0.472837022132797,-0.618556701030928,-0.961538461538467,0.42,0.43,0.17,0.11,0.32,0.02,0.04,0.05,0.07,0.00,0.18,0.27,0.07,15,0.15,0,0
17,10,102,44,732,478,43,28,25,15,0,25,0,4,32,0,0,7,17,-0.572246065808298,0.0323624595469255,-1.23983739837398,0.372233400402415,-0.309278350515466,-2.11538461538462,0.43,0.35,0.25,0.15,0.00,0.25,0.00,0.04,0.32,0.00,0.00,0.07,0.17,9,0.09,0,0
18,11,117,42,732,451,35,40,0,10,24,22,34,26,42,0,45,17,0,-0.429184549356223,0.355987055016181,1.8089430894309,0.17102615694165,-0.309278350515466,0.480769230769229,0.35,0.50,0.00,0.10,0.24,0.22,0.34,0.26,0.42,0.00,0.45,0.17,0.00,17,0.17,1,0
22,11,110,35,720,470,14,27,6,20,0,16,0,14,4,0,23,2,29,0.143061516452074,0.355987055016181,0.386178861788619,-0.533199195171026,0.309278350515462,-1.34615384615385,0.14,0.34,0.06,0.20,0.00,0.16,0.00,0.14,0.04,0.00,0.23,0.02,0.29,8,0.08,0,0
17,5,103,40,747,478,32,25,33,6,23,53,0,5,23,0,0,35,25,-0.572246065808298,-1.58576051779935,-1.03658536585366,-0.0301810865191144,-1.08247422680412,-2.11538461538462,0.32,0.31,0.33,0.06,0.23,0.53,0.00,0.05,0.23,0.00,0.00,0.35,0.25,12,0.12,0,0
14,5,113,45,720,451,25,32,32,32,0,15,31,0,26,0,38,24,7,-1.00143061516452,-1.58576051779935,0.995934959349595,0.472837022132797,0.309278350515462,0.480769230769229,0.25,0.40,0.32,0.32,0.00,0.15,0.31,0.00,0.26,0.00,0.38,0.24,0.07,17,0.17,1,0
18,12,113,45,760,455,43,36,16,0,46,11,29,22,17,18,15,14,28,-0.429184549356223,0.679611650485437,0.995934959349595,0.472837022132797,-1.75257731958763,0.0961538461538441,0.43,0.45,0.16,0.00,0.46,0.11,0.29,0.22,0.17,0.18,0.15,0.14,0.28,34,0.34,2,0
12,8,110,27,729,457,16,23,10,14,13,24,23,12,8,2,0,11,26,-1.28755364806867,-0.614886731391586,0.386178861788619,-1.33802816901408,-0.154639175257733,-0.0961538461538527,0.16,0.29,0.10,0.14,0.13,0.24,0.23,0.12,0.08,0.02,0.00,0.11,0.26,12,0.12,0,0
14,5,121,51,707,445,49,48,25,43,30,21,40,0,47,43,51,41,46,-1.00143061516452,-1.58576051779935,2.6219512195122,1.07645875251509,0.979381443298966,1.0576923076923,0.49,0.60,0.25,0.43,0.30,0.21,0.40,0.00,0.47,0.43,0.51,0.41,0.46,31,0.31,2,0
24,10,108,23,734,469,30,27,11,16,0,11,0,13,0,0,0,0,34,0.429184549356223,0.0323624595469255,-0.0203252032520314,-1.74044265593561,-0.412371134020619,-1.25000000000001,0.30,0.34,0.11,0.16,0.00,0.11,0.00,0.13,0.00,0.00,0.00,0.00,0.34,6,0.06,0,0
22,11,115,47,708,451,42,46,14,47,20,38,14,29,35,44,0,25,0,0.143061516452074,0.355987055016181,1.40243902439025,0.674044265593562,0.92783505154639,0.480769230769229,0.42,0.58,0.14,0.47,0.20,0.38,0.14,0.29,0.35,0.44,0.00,0.25,0.00,30,0.30,1,0
27,10,110,48,711,451,9,41,35,39,58,43,32,33,33,0,25,41,17,0.858369098712446,0.0323624595469255,0.386178861788619,0.774647887323944,0.773195876288657,0.480769230769229,0.09,0.51,0.35,0.39,0.58,0.43,0.32,0.33,0.33,0.00,0.25,0.41,0.17,49,0.49,2,1
20,16,117,53,713,444,31,54,62,46,56,81,63,77,59,0,71,39,18,-0.143061516452074,1.97411003236246,1.8089430894309,1.27766599597586,0.670103092783505,1.15384615384615,0.31,0.68,0.62,0.46,0.56,0.81,0.63,0.77,0.59,0.00,0.71,0.39,0.18,58,0.58,3,1
31,8,110,53,720,456,28,43,13,21,54,48,6,0,63,0,0,14,73,1.43061516452074,-0.614886731391586,0.386178861788619,1.27766599597586,0.309278350515462,0,0.28,0.54,0.13,0.21,0.54,0.48,0.06,0.00,0.63,0.00,0.00,0.14,0.73,32,0.32,2,0
30,9,107,26,725,453,15,33,0,19,48,25,17,21,6,0,0,10,25,1.28755364806867,-0.29126213592233,-0.223577235772357,-1.43863179074447,0.0515463917525762,0.288461538461532,0.15,0.41,0.00,0.19,0.48,0.25,0.17,0.21,0.06,0.00,0.00,0.10,0.25,12,0.12,0,0
30,16,103,54,720,446,6,46,62,46,80,31,50,81,75,0,0,15,44,1.28755364806867,1.97411003236246,-1.03658536585366,1.37826961770624,0.309278350515462,0.961538461538458,0.06,0.58,0.62,0.46,0.80,0.31,0.50,0.81,0.75,0.00,0.00,0.15,0.44,64,0.64,3,1
24,13,102,58,741,455,16,37,57,13,35,15,20,60,63,0,0,69,37,0.429184549356223,1.00323624595469,-1.23983739837398,1.78068410462777,-0.773195876288662,0.0961538461538441,0.16,0.46,0.57,0.13,0.35,0.15,0.20,0.60,0.63,0.00,0.00,0.69,0.37,12,0.12,0,0
12,11,106,25,738,450,27,25,0,9,15,5,34,15,12,0,0,1,3,-1.28755364806867,0.355987055016181,-0.426829268292682,-1.53923541247485,-0.618556701030928,0.576923076923073,0.27,0.31,0.00,0.09,0.15,0.05,0.34,0.15,0.12,0.00,0.00,0.01,0.03,16,0.16,1,0
17,11,109,42,720,451,31,35,0,12,13,31,18,19,43,0,6,20,10,-0.572246065808298,0.355987055016181,0.182926829268294,0.17102615694165,0.309278350515462,0.480769230769229,0.31,0.44,0.00,0.12,0.13,0.31,0.18,0.19,0.43,0.00,0.06,0.20,0.10,14,0.14,0,0
24,7,109,36,707,449,15,37,38,40,29,50,33,13,12,58,0,45,0,0.429184549356223,-0.938511326860842,0.182926829268294,-0.432595573440644,0.979381443298966,0.673076923076917,0.15,0.46,0.38,0.40,0.29,0.50,0.33,0.13,0.12,0.58,0.00,0.45,0.00,30,0.30,1,0
18,7,117,42,720,466,3,29,40,49,35,43,4,16,12,0,46,52,38,-0.429184549356223,-0.938511326860842,1.8089430894309,0.17102615694165,0.309278350515462,-0.961538461538467,0.03,0.36,0.40,0.49,0.35,0.43,0.04,0.16,0.12,0.00,0.46,0.52,0.38,10,0.10,0,0
10,9,110,24,743,462,43,25,3,0,13,25,17,17,4,10,0,27,52,-1.57367668097282,-0.29126213592233,0.386178861788619,-1.63983903420523,-0.876288659793814,-0.576923076923082,0.43,0.31,0.03,0.00,0.13,0.25,0.17,0.17,0.04,0.10,0.00,0.27,0.52,13,0.13,0,0
25,13,121,67,692,437,1,56,81,70,53,51,81,64,81,0,46,63,59,0.572246065808298,1.00323624595469,2.6219512195122,2.68611670020121,1.75257731958763,1.82692307692307,0.01,0.70,0.81,0.70,0.53,0.51,0.81,0.64,0.81,0.00,0.46,0.63,0.59,81,0.81,4,1
14,5,103,29,756,469,19,18,5,2,19,37,21,4,21,0,0,11,13,-1.00143061516452,-1.58576051779935,-1.03658536585366,-1.13682092555332,-1.54639175257732,-1.25000000000001,0.19,0.23,0.05,0.02,0.19,0.37,0.21,0.04,0.21,0.00,0.00,0.11,0.13,12,0.12,0,0
30,18,102,65,676,431,46,71,64,81,80,67,81,81,81,0,0,81,81,1.28755364806867,2.62135922330097,-1.23983739837398,2.48490945674044,2.57731958762887,2.40384615384615,0.46,0.89,0.64,0.81,0.80,0.67,0.81,0.81,0.81,0.00,0.00,0.81,0.81,80,0.80,4,1
22,12,118,44,743,472,49,38,43,12,40,46,4,55,13,16,40,0,0,0.143061516452074,0.679611650485437,2.01219512195122,0.372233400402415,-0.876288659793814,-1.53846153846154,0.49,0.48,0.43,0.12,0.40,0.46,0.04,0.55,0.13,0.16,0.40,0.00,0.00,20,0.20,1,0
29,13,104,55,706,445,30,48,21,47,24,13,27,36,58,0,0,46,32,1.1444921316166,1.00323624595469,-0.833333333333332,1.47887323943662,1.03092783505155,1.0576923076923,0.30,0.60,0.21,0.47,0.24,0.13,0.27,0.36,0.58,0.00,0.00,0.46,0.32,21,0.21,1,0
19,8,108,28,733,478,19,23,0,13,13,61,0,25,24,0,0,54,37,-0.286123032904149,-0.614886731391586,-0.0203252032520314,-1.2374245472837,-0.360824742268043,-2.11538461538462,0.19,0.29,0.00,0.13,0.13,0.61,0.00,0.25,0.24,0.00,0.00,0.54,0.37,12,0.12,0,0
18,11,106,43,700,449,19,38,12,48,49,5,35,17,24,0,0,48,13,-0.429184549356223,0.355987055016181,-0.426829268292682,0.271629778672032,1.34020618556701,0.673076923076917,0.19,0.48,0.12,0.48,0.49,0.05,0.35,0.17,0.24,0.00,0.00,0.48,0.13,42,0.42,2,1
13,15,105,45,700,456,17,31,8,30,0,10,0,13,9,0,0,43,11,-1.1444921316166,1.6504854368932,-0.630081300813007,0.472837022132797,1.34020618556701,0,0.17,0.39,0.08,0.30,0.00,0.10,0.00,0.13,0.09,0.00,0.00,0.43,0.11,10,0.10,0,0
7,7,106,30,760,451,41,23,0,0,0,5,30,1,9,0,0,0,54,-2.00286123032904,-0.938511326860842,-0.426829268292682,-1.03621730382294,-1.75257731958763,0.480769230769229,0.41,0.29,0.00,0.00,0.00,0.05,0.30,0.01,0.09,0.00,0.00,0.00,0.54,11,0.11,0,0
26,8,107,32,760,471,44,32,0,0,50,40,3,12,31,0,0,62,36,0.715307582260372,-0.614886731391586,-0.223577235772357,-0.835010060362173,-1.75257731958763,-1.4423076923077,0.44,0.40,0.00,0.00,0.50,0.40,0.03,0.12,0.31,0.00,0.00,0.62,0.36,11,0.11,0,0
32,21,107,65,689,439,47,66,81,71,72,61,43,81,62,0,0,59,47,1.57367668097282,3.59223300970874,-0.223577235772357,2.48490945674044,1.90721649484536,1.63461538461538,0.47,0.83,0.81,0.71,0.72,0.61,0.43,0.81,0.62,0.00,0.00,0.59,0.47,60,0.60,3,1
29,5,107,31,743,449,58,40,6,12,14,0,46,0,28,0,0,71,0,1.1444921316166,-1.58576051779935,-0.223577235772357,-0.935613682092555,-0.876288659793814,0.673076923076917,0.58,0.50,0.06,0.12,0.14,0.00,0.46,0.00,0.28,0.00,0.00,0.71,0.00,19,0.19,1,0
31,5,106,37,741,448,11,33,14,5,54,9,52,0,18,0,0,22,42,1.43061516452074,-1.58576051779935,-0.426829268292682,-0.331991951710261,-0.773195876288662,0.769230769230761,0.11,0.41,0.14,0.05,0.54,0.09,0.52,0.00,0.18,0.00,0.00,0.22,0.42,15,0.15,0,0
33,15,119,45,701,451,28,51,24,60,52,43,2,66,33,0,57,58,29,1.71673819742489,1.6504854368932,2.21544715447155,0.472837022132797,1.28865979381443,0.480769230769229,0.28,0.64,0.24,0.60,0.52,0.43,0.02,0.66,0.33,0.00,0.57,0.58,0.29,37,0.37,2,0
15,8,110,47,751,448,21,32,44,7,25,66,36,25,54,0,52,16,6,-0.858369098712446,-0.614886731391586,0.386178861788619,0.674044265593562,-1.28865979381443,0.769230769230761,0.21,0.40,0.44,0.07,0.25,0.66,0.36,0.25,0.54,0.00,0.52,0.16,0.06,17,0.17,1,0
19,10,104,24,741,466,49,30,1,8,10,37,8,21,0,0,0,5,18,-0.286123032904149,0.0323624595469255,-0.833333333333332,-1.63983903420523,-0.773195876288662,-0.961538461538467,0.49,0.38,0.01,0.08,0.10,0.37,0.08,0.21,0.00,0.00,0.00,0.05,0.18,13,0.13,0,0
26,11,106,43,744,451,43,40,44,8,15,38,38,33,19,0,0,34,35,0.715307582260372,0.355987055016181,-0.426829268292682,0.271629778672032,-0.927835051546395,0.480769230769229,0.43,0.50,0.44,0.08,0.15,0.38,0.38,0.33,0.19,0.00,0.00,0.34,0.35,32,0.32,2,0
12,11,106,28,713,447,31,33,0,32,11,15,42,18,14,0,16,26,0,-1.28755364806867,0.355987055016181,-0.426829268292682,-1.2374245472837,0.670103092783505,0.865384615384614,0.31,0.41,0.00,0.32,0.11,0.15,0.42,0.18,0.14,0.00,0.16,0.26,0.00,30,0.30,1,0
18,8,106,44,734,451,26,34,31,22,11,17,47,15,59,0,0,23,2,-0.429184549356223,-0.614886731391586,-0.426829268292682,0.372233400402415,-0.412371134020619,0.480769230769229,0.26,0.43,0.31,0.22,0.11,0.17,0.47,0.15,0.59,0.00,0.00,0.23,0.02,20,0.20,1,0
18,9,115,43,736,451,11,30,26,16,19,6,22,21,22,19,25,29,16,-0.429184549356223,-0.29126213592233,1.40243902439025,0.271629778672032,-0.515463917525776,0.480769230769229,0.11,0.38,0.26,0.16,0.19,0.06,0.22,0.21,0.22,0.19,0.25,0.29,0.16,13,0.13,0,0
24,15,120,26,713,449,48,48,9,37,41,36,31,60,1,58,55,54,28,0.429184549356223,1.6504854368932,2.41869918699187,-1.43863179074447,0.670103092783505,0.673076923076917,0.48,0.60,0.09,0.37,0.41,0.36,0.31,0.60,0.01,0.58,0.55,0.54,0.28,31,0.31,2,0
18,14,108,43,720,463,28,31,29,33,0,21,0,54,16,0,0,0,32,-0.429184549356223,1.32686084142395,-0.0203252032520314,0.271629778672032,0.309278350515462,-0.673076923076926,0.28,0.39,0.29,0.33,0.00,0.21,0.00,0.54,0.16,0.00,0.00,0.00,0.32,11,0.11,0,0
28,9,106,44,720,461,21,34,50,27,7,38,8,11,0,0,0,36,0,1.00143061516452,-0.29126213592233,-0.426829268292682,0.372233400402415,0.309278350515462,-0.480769230769238,0.21,0.43,0.50,0.27,0.07,0.38,0.08,0.11,0.00,0.00,0.00,0.36,0.00,11,0.11,0,0
33,11,103,19,752,476,26,27,7,6,48,26,0,19,0,0,0,17,0,1.71673819742489,0.355987055016181,-1.03658536585366,-2.14285714285714,-1.34020618556701,-1.92307692307692,0.26,0.34,0.07,0.06,0.48,0.26,0.00,0.19,0.00,0.00,0.00,0.17,0.00,9,0.09,0,0
21,6,113,37,718,460,14,30,3,33,37,0,4,0,6,0,36,35,9,0,-1.2621359223301,0.995934959349595,-0.331991951710261,0.412371134020619,-0.384615384615385,0.14,0.38,0.03,0.33,0.37,0.00,0.04,0.00,0.06,0.00,0.36,0.35,0.09,10,0.10,0,0
24,5,119,38,716,448,19,38,7,37,33,10,49,0,17,5,27,40,10,0.429184549356223,-1.58576051779935,2.21544715447155,-0.231388329979879,0.515463917525771,0.769230769230761,0.19,0.48,0.07,0.37,0.33,0.10,0.49,0.00,0.17,0.05,0.27,0.40,0.10,41,0.41,2,1
18,12,103,33,712,451,33,40,6,30,34,56,30,37,28,0,0,25,7,-0.429184549356223,0.679611650485437,-1.03658536585366,-0.73440643863179,0.721649484536081,0.480769230769229,0.33,0.50,0.06,0.30,0.34,0.56,0.30,0.37,0.28,0.00,0.00,0.25,0.07,45,0.45,2,1
25,11,115,46,706,446,21,46,57,50,1,44,43,38,27,50,0,29,54,0.572246065808298,0.355987055016181,1.40243902439025,0.573440643863179,1.03092783505155,0.961538461538458,0.21,0.58,0.57,0.50,0.01,0.44,0.43,0.38,0.27,0.50,0.00,0.29,0.54,31,0.31,2,0
25,6,106,42,710,466,13,32,29,45,43,51,0,2,45,0,0,59,47,0.572246065808298,-1.2621359223301,-0.426829268292682,0.17102615694165,0.824742268041238,-0.961538461538467,0.13,0.40,0.29,0.45,0.43,0.51,0.00,0.02,0.45,0.00,0.00,0.59,0.47,10,0.10,0,0
18,7,107,44,720,449,6,32,27,40,11,20,55,8,37,0,9,35,0,-0.429184549356223,-0.938511326860842,-0.223577235772357,0.372233400402415,0.309278350515462,0.673076923076917,0.06,0.40,0.27,0.40,0.11,0.20,0.55,0.08,0.37,0.00,0.09,0.35,0.00,18,0.18,1,0
27,8,102,41,721,445,25,42,26,36,52,20,38,14,25,0,0,0,29,0.858369098712446,-0.614886731391586,-1.23983739837398,0.0704225352112679,0.257731958762886,1.0576923076923,0.25,0.53,0.26,0.36,0.52,0.20,0.38,0.14,0.25,0.00,0.00,0.00,0.29,20,0.20,1,0
20,12,104,28,729,444,42,45,0,44,45,29,51,45,42,0,0,49,0,-0.143061516452074,0.679611650485437,-0.833333333333332,-1.2374245472837,-0.154639175257733,1.15384615384615,0.42,0.56,0.00,0.44,0.45,0.29,0.51,0.45,0.42,0.00,0.00,0.49,0.00,30,0.30,1,0
12,5,108,36,714,452,44,32,12,27,7,27,14,0,11,0,0,51,25,-1.28755364806867,-1.58576051779935,-0.0203252032520314,-0.432595573440644,0.618556701030928,0.384615384615385,0.44,0.40,0.12,0.27,0.07,0.27,0.14,0.00,0.11,0.00,0.00,0.51,0.25,15,0.15,0,0
12,9,105,44,743,462,39,32,0,37,45,61,23,36,64,0,0,61,72,-1.28755364806867,-0.29126213592233,-0.630081300813007,0.372233400402415,-0.876288659793814,-0.576923076923082,0.39,0.40,0.00,0.37,0.45,0.61,0.23,0.36,0.64,0.00,0.00,0.61,0.72,20,0.20,1,0
9,12,108,39,760,458,33,24,21,0,1,3,30,37,11,9,0,37,10,-1.71673819742489,0.679611650485437,-0.0203252032520314,-0.130784708249497,-1.75257731958763,-0.192307692307697,0.33,0.30,0.21,0.00,0.01,0.03,0.30,0.37,0.11,0.09,0.00,0.37,0.10,12,0.12,0,0
23,12,102,44,760,453,20,32,38,0,30,41,26,34,5,0,0,32,43,0.286123032904149,0.679611650485437,-1.23983739837398,0.372233400402415,-1.75257731958763,0.288461538461532,0.20,0.40,0.38,0.00,0.30,0.41,0.26,0.34,0.05,0.00,0.00,0.32,0.43,18,0.18,1,0
