Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Defense,Pass_Rush_Technique,Pass_Rush_Strength,Play_Diagnosis,Punishing_Hitter,Endurance,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_DefenseZ,Pass_Rush_TechniqueZ,Pass_Rush_StrengthZ,Play_DiagnosisZ,Punishing_HitterZ,EnduranceZ,PeakCur,PeakCurZ,Ability,Draftable
21,31,111,0,760,458,22,50,5,63,39,19,16,4,-0.381231671554252,1.34860050890585,0.435967302452316,NaN,0.266666666666667,2.28571428571429,0.22,0.63,0.05,0.63,0.39,0.19,0.16,0.04,36,0.36,2,0
28,25,115,0,723,485,40,52,50,37,28,44,0,63,0.64516129032258,-0.178117048346056,0.980926430517712,NaN,1.5,0.357142857142862,0.40,0.65,0.50,0.37,0.28,0.44,0.00,0.63,38,0.38,2,0
21,22,107,0,751,478,11,37,38,43,0,24,26,8,-0.381231671554252,-0.94147582697201,-0.108991825613079,NaN,0.566666666666666,0.857142857142858,0.11,0.46,0.38,0.43,0.00,0.24,0.26,0.08,6,0.06,0,0
32,24,109,0,750,483,12,38,15,26,18,38,0,19,1.2316715542522,-0.432569974554707,0.163487738419619,NaN,0.599999999999999,0.500000000000002,0.12,0.48,0.15,0.26,0.18,0.38,0.00,0.19,12,0.12,0,0
21,28,113,0,770,511,38,35,11,0,14,31,51,31,-0.381231671554252,0.585241730279898,0.708446866485014,NaN,-0.0666666666666682,-1.5,0.38,0.44,0.11,0.00,0.14,0.31,0.51,0.31,14,0.14,0,0
27,22,107,0,820,487,53,31,0,25,0,31,36,12,0.498533724340176,-0.94147582697201,-0.108991825613079,NaN,-1.73333333333333,0.214285714285716,0.53,0.39,0.00,0.25,0.00,0.31,0.36,0.12,8,0.08,0,0
13,24,110,0,740,478,34,43,42,18,13,0,0,33,-1.55425219941349,-0.432569974554707,0.299727520435968,NaN,0.933333333333331,0.857142857142858,0.34,0.54,0.42,0.18,0.13,0.00,0.00,0.33,24,0.24,1,0
18,26,114,0,698,490,32,50,61,0,11,0,1,57,-0.821114369501466,0.0763358778625956,0.844686648501363,NaN,2.33333333333333,0,0.32,0.63,0.61,0.00,0.11,0.00,0.01,0.57,20,0.20,1,0
12,28,102,0,789,482,17,29,0,18,19,10,49,12,-1.70087976539589,0.585241730279898,-0.790190735694823,NaN,-0.7,0.571428571428572,0.17,0.36,0.00,0.18,0.19,0.10,0.49,0.12,12,0.12,0,0
10,25,99,0,744,482,52,46,51,24,26,0,0,0,-1.9941348973607,-0.178117048346056,-1.19891008174387,NaN,0.799999999999998,0.571428571428572,0.52,0.58,0.51,0.24,0.26,0.00,0.00,0.00,36,0.36,2,0
24,27,97,0,723,479,19,46,63,34,8,0,42,0,0.0586510263929617,0.330788804071247,-1.47138964577657,NaN,1.5,0.785714285714288,0.19,0.58,0.63,0.34,0.08,0.00,0.42,0.00,18,0.18,1,0
29,28,110,0,813,473,40,41,0,50,8,47,52,24,0.791788856304985,0.585241730279898,0.299727520435968,NaN,-1.5,1.21428571428571,0.40,0.51,0.00,0.50,0.08,0.47,0.52,0.24,24,0.24,1,0
16,22,106,0,768,488,25,31,16,4,0,0,0,3,-1.11436950146628,-0.94147582697201,-0.245231607629427,NaN,0,0.142857142857146,0.25,0.39,0.16,0.04,0.00,0.00,0.00,0.03,8,0.08,0,0
21,29,99,0,820,506,32,26,0,19,63,30,5,21,-0.381231671554252,0.83969465648855,-1.19891008174387,NaN,-1.73333333333333,-1.14285714285714,0.32,0.33,0.00,0.19,0.63,0.30,0.05,0.21,23,0.23,1,0
23,25,108,0,810,479,31,31,0,33,6,40,22,13,-0.087976539589443,-0.178117048346056,0.0272479564032701,NaN,-1.4,0.785714285714288,0.31,0.39,0.00,0.33,0.06,0.40,0.22,0.13,11,0.11,0,0
13,25,100,0,760,515,23,24,13,0,17,17,19,13,-1.55425219941349,-0.178117048346056,-1.06267029972752,NaN,0.266666666666667,-1.78571428571429,0.23,0.30,0.13,0.00,0.17,0.17,0.19,0.13,10,0.10,0,0
24,24,101,0,760,513,39,34,39,11,15,44,30,17,0.0586510263929617,-0.432569974554707,-0.926430517711171,NaN,0.266666666666667,-1.64285714285714,0.39,0.43,0.39,0.11,0.15,0.44,0.30,0.17,14,0.14,0,0
11,24,114,0,820,503,19,19,0,8,5,0,1,34,-1.8475073313783,-0.432569974554707,0.844686648501363,NaN,-1.73333333333333,-0.928571428571428,0.19,0.24,0.00,0.08,0.05,0.00,0.01,0.34,9,0.09,0,0
19,21,107,0,760,515,33,28,27,0,16,18,0,16,-0.674486803519062,-1.19592875318066,-0.108991825613079,NaN,0.266666666666667,-1.78571428571429,0.33,0.35,0.27,0.00,0.16,0.18,0.00,0.16,11,0.11,0,0
15,27,96,0,760,500,22,35,59,41,17,63,10,4,-1.26099706744868,0.330788804071247,-1.60762942779292,NaN,0.266666666666667,-0.714285714285712,0.22,0.44,0.59,0.41,0.17,0.63,0.10,0.04,15,0.15,0,0
22,19,118,0,748,511,27,31,48,0,0,2,0,41,-0.234604105571848,-1.70483460559796,1.38964577656676,NaN,0.666666666666664,-1.5,0.27,0.39,0.48,0.00,0.00,0.02,0.00,0.41,9,0.09,0,0
18,29,121,0,760,476,25,43,10,15,38,0,13,17,-0.821114369501466,0.83969465648855,1.7983651226158,NaN,0.266666666666667,1,0.25,0.54,0.10,0.15,0.38,0.00,0.13,0.17,27,0.27,1,0
38,30,104,0,747,476,44,55,43,44,39,63,39,15,2.11143695014663,1.0941475826972,-0.517711171662125,NaN,0.7,1,0.44,0.69,0.43,0.44,0.39,0.63,0.39,0.15,44,0.44,2,1
33,22,100,0,757,489,33,38,37,11,6,28,0,19,1.3782991202346,-0.94147582697201,-1.06267029972752,NaN,0.366666666666665,0.0714285714285762,0.33,0.48,0.37,0.11,0.06,0.28,0.00,0.19,11,0.11,0,0
28,30,104,0,760,488,21,38,2,9,38,8,12,0,0.64516129032258,1.0941475826972,-0.517711171662125,NaN,0.266666666666667,0.142857142857146,0.21,0.48,0.02,0.09,0.38,0.08,0.12,0.00,13,0.13,0,0
33,23,103,0,759,515,36,32,32,0,16,42,0,14,1.3782991202346,-0.687022900763359,-0.653950953678474,NaN,0.3,-1.78571428571429,0.36,0.40,0.32,0.00,0.16,0.42,0.00,0.14,13,0.13,0,0
21,23,98,0,820,512,43,20,0,0,0,16,37,0,-0.381231671554252,-0.687022900763359,-1.33514986376022,NaN,-1.73333333333333,-1.57142857142857,0.43,0.25,0.00,0.00,0.00,0.16,0.37,0.00,4,0.04,0,0
20,25,112,0,783,507,45,34,26,0,15,13,8,32,-0.527859237536657,-0.178117048346056,0.572207084468665,NaN,-0.500000000000001,-1.21428571428571,0.45,0.43,0.26,0.00,0.15,0.13,0.08,0.32,12,0.12,0,0
20,18,112,0,807,514,43,21,0,0,0,35,2,60,-0.527859237536657,-1.95928753180662,0.572207084468665,NaN,-1.3,-1.71428571428571,0.43,0.26,0.00,0.00,0.00,0.35,0.02,0.60,6,0.06,0,0
29,27,112,0,820,503,43,31,0,26,13,54,54,42,0.791788856304985,0.330788804071247,0.572207084468665,NaN,-1.73333333333333,-0.928571428571428,0.43,0.39,0.00,0.26,0.13,0.54,0.54,0.42,17,0.17,1,0
18,28,100,0,741,509,31,37,42,0,10,26,42,20,-0.821114369501466,0.585241730279898,-1.06267029972752,NaN,0.899999999999999,-1.35714285714285,0.31,0.46,0.42,0.00,0.10,0.26,0.42,0.20,13,0.13,0,0
21,23,96,0,792,497,39,29,17,12,19,26,6,0,-0.381231671554252,-0.687022900763359,-1.60762942779292,NaN,-0.800000000000001,-0.499999999999996,0.39,0.36,0.17,0.12,0.19,0.26,0.06,0.00,14,0.14,0,0
16,26,115,0,760,496,36,34,0,0,21,0,0,19,-1.11436950146628,0.0763358778625956,0.980926430517712,NaN,0.266666666666667,-0.428571428571426,0.36,0.43,0.00,0.00,0.21,0.00,0.00,0.19,13,0.13,0,0
28,22,108,0,819,482,45,33,7,54,16,59,22,21,0.64516129032258,-0.94147582697201,0.0272479564032701,NaN,-1.7,0.571428571428572,0.45,0.41,0.07,0.54,0.16,0.59,0.22,0.21,24,0.24,1,0
24,25,103,0,743,480,28,42,32,48,13,24,0,0,0.0586510263929617,-0.178117048346056,-0.653950953678474,NaN,0.833333333333333,0.714285714285718,0.28,0.53,0.32,0.48,0.13,0.24,0.00,0.00,18,0.18,1,0
12,20,95,0,769,485,21,28,10,29,11,11,0,0,-1.70087976539589,-1.45038167938931,-1.74386920980926,NaN,-0.0333333333333356,0.357142857142862,0.21,0.35,0.10,0.29,0.11,0.11,0.00,0.00,9,0.09,0,0
21,27,111,0,820,475,55,42,0,57,22,38,34,15,-0.381231671554252,0.330788804071247,0.435967302452316,NaN,-1.73333333333333,1.07142857142857,0.55,0.53,0.00,0.57,0.22,0.38,0.34,0.15,20,0.20,1,0
35,24,117,0,760,477,26,43,18,38,7,32,7,49,1.67155425219941,-0.432569974554707,1.25340599455041,NaN,0.266666666666667,0.928571428571434,0.26,0.54,0.18,0.38,0.07,0.32,0.07,0.49,19,0.19,1,0
35,26,124,0,739,477,26,52,43,45,19,20,6,49,1.67155425219941,0.0763358778625956,2.20708446866485,NaN,0.966666666666667,0.928571428571434,0.26,0.65,0.43,0.45,0.19,0.20,0.06,0.49,47,0.47,2,1
26,28,100,0,769,502,44,38,12,0,40,8,32,0,0.351906158357771,0.585241730279898,-1.06267029972752,NaN,-0.0333333333333356,-0.857142857142851,0.44,0.48,0.12,0.00,0.40,0.08,0.32,0.00,18,0.18,1,0
26,24,107,0,806,484,37,33,0,32,0,37,20,35,0.351906158357771,-0.432569974554707,-0.108991825613079,NaN,-1.26666666666667,0.428571428571432,0.37,0.41,0.00,0.32,0.00,0.37,0.20,0.35,10,0.10,0,0
35,30,116,0,711,478,17,55,44,33,38,45,34,29,1.67155425219941,1.0941475826972,1.11716621253406,NaN,1.9,0.857142857142858,0.17,0.69,0.44,0.33,0.38,0.45,0.34,0.29,52,0.52,3,1
25,29,107,0,820,485,33,32,0,11,41,46,53,18,0.205278592375366,0.83969465648855,-0.108991825613079,NaN,-1.73333333333333,0.357142857142862,0.33,0.40,0.00,0.11,0.41,0.46,0.53,0.18,19,0.19,1,0
25,18,109,0,760,497,48,38,37,49,0,19,0,46,0.205278592375366,-1.95928753180662,0.163487738419619,NaN,0.266666666666667,-0.499999999999996,0.48,0.48,0.37,0.49,0.00,0.19,0.00,0.46,13,0.13,0,0
13,27,103,0,757,485,28,42,48,50,26,30,35,7,-1.55425219941349,0.330788804071247,-0.653950953678474,NaN,0.366666666666665,0.357142857142862,0.28,0.53,0.48,0.50,0.26,0.30,0.35,0.07,41,0.41,2,1
27,29,105,0,790,494,42,39,8,14,51,16,12,5,0.498533724340176,0.83969465648855,-0.381471389645776,NaN,-0.733333333333336,-0.285714285714286,0.42,0.49,0.08,0.14,0.51,0.16,0.12,0.05,18,0.18,1,0
21,18,113,0,777,484,18,29,14,35,0,10,0,23,-0.381231671554252,-1.95928753180662,0.708446866485014,NaN,-0.3,0.428571428571432,0.18,0.36,0.14,0.35,0.00,0.10,0.00,0.23,8,0.08,0,0
16,27,122,0,791,515,31,29,8,0,15,0,23,46,-1.11436950146628,0.330788804071247,1.93460490463215,NaN,-0.766666666666668,-1.78571428571429,0.31,0.36,0.08,0.00,0.15,0.00,0.23,0.46,13,0.13,0,0
21,25,100,0,741,509,25,32,41,0,9,0,17,0,-0.381231671554252,-0.178117048346056,-1.06267029972752,NaN,0.899999999999999,-1.35714285714285,0.25,0.40,0.41,0.00,0.09,0.00,0.17,0.00,9,0.09,0,0
30,26,105,0,724,471,27,52,46,51,2,34,13,10,0.93841642228739,0.0763358778625956,-0.381471389645776,NaN,1.46666666666667,1.35714285714286,0.27,0.65,0.46,0.51,0.02,0.34,0.13,0.10,16,0.16,1,0
21,32,112,0,714,469,50,66,63,55,61,57,63,24,-0.381231671554252,1.6030534351145,0.572207084468665,NaN,1.8,1.5,0.50,0.83,0.63,0.55,0.61,0.57,0.63,0.24,86,0.86,5,1
21,27,94,0,755,508,38,34,28,0,12,0,29,0,-0.381231671554252,0.330788804071247,-1.88010899182561,NaN,0.433333333333333,-1.28571428571428,0.38,0.43,0.28,0.00,0.12,0.00,0.29,0.00,15,0.15,0,0
25,27,111,0,816,515,52,29,0,0,31,9,4,0,0.205278592375366,0.330788804071247,0.435967302452316,NaN,-1.6,-1.78571428571429,0.52,0.36,0.00,0.00,0.31,0.09,0.04,0.00,12,0.12,0,0
33,25,113,0,778,479,24,38,0,32,0,32,32,47,1.3782991202346,-0.178117048346056,0.708446866485014,NaN,-0.333333333333335,0.785714285714288,0.24,0.48,0.00,0.32,0.00,0.32,0.32,0.47,11,0.11,0,0
21,33,107,0,729,474,15,49,39,21,40,7,38,8,-0.381231671554252,1.85750636132316,-0.108991825613079,NaN,1.3,1.14285714285714,0.15,0.61,0.39,0.21,0.40,0.07,0.38,0.08,36,0.36,2,0
29,24,118,0,730,480,18,47,43,36,0,1,44,44,0.791788856304985,-0.432569974554707,1.38964577656676,NaN,1.26666666666667,0.714285714285718,0.18,0.59,0.43,0.36,0.00,0.01,0.44,0.44,13,0.13,0,0
19,27,106,0,745,474,23,46,34,53,31,27,0,37,-0.674486803519062,0.330788804071247,-0.245231607629427,NaN,0.766666666666665,1.14285714285714,0.23,0.58,0.34,0.53,0.31,0.27,0.00,0.37,23,0.23,1,0
26,18,108,0,820,515,29,14,0,0,0,10,10,0,0.351906158357771,-1.95928753180662,0.0272479564032701,NaN,-1.73333333333333,-1.78571428571429,0.29,0.18,0.00,0.00,0.00,0.10,0.10,0.00,3,0.03,0,0
24,27,105,0,740,511,33,41,53,0,23,52,0,58,0.0586510263929617,0.330788804071247,-0.381471389645776,NaN,0.933333333333331,-1.5,0.33,0.51,0.53,0.00,0.23,0.52,0.00,0.58,19,0.19,1,0
21,24,104,0,744,478,54,48,26,38,9,28,17,14,-0.381231671554252,-0.432569974554707,-0.517711171662125,NaN,0.799999999999998,0.857142857142858,0.54,0.60,0.26,0.38,0.09,0.28,0.17,0.14,36,0.36,2,0
18,27,95,0,752,480,17,35,16,24,6,15,62,0,-0.821114369501466,0.330788804071247,-1.74386920980926,NaN,0.533333333333334,0.714285714285718,0.17,0.44,0.16,0.24,0.06,0.15,0.62,0.00,10,0.10,0,0
21,20,97,0,802,481,42,29,0,34,0,10,0,2,-0.381231671554252,-1.45038167938931,-1.47138964577657,NaN,-1.13333333333333,0.642857142857148,0.42,0.36,0.00,0.34,0.00,0.10,0.00,0.02,6,0.06,0,0
14,18,100,0,765,506,21,20,10,0,0,0,0,6,-1.40762463343109,-1.95928753180662,-1.06267029972752,NaN,0.0999999999999979,-1.14285714285714,0.21,0.25,0.10,0.00,0.00,0.00,0.00,0.06,3,0.03,0,0
39,32,117,0,729,489,36,52,9,7,35,23,47,29,2.25806451612903,1.6030534351145,1.25340599455041,NaN,1.3,0.0714285714285762,0.36,0.65,0.09,0.07,0.35,0.23,0.47,0.29,39,0.39,2,0
14,27,108,0,774,480,54,42,0,22,17,12,9,2,-1.40762463343109,0.330788804071247,0.0272479564032701,NaN,-0.200000000000002,0.714285714285718,0.54,0.53,0.00,0.22,0.17,0.12,0.09,0.02,18,0.18,1,0
34,20,106,0,726,472,23,48,63,48,0,63,10,22,1.52492668621701,-1.45038167938931,-0.245231607629427,NaN,1.4,1.28571428571429,0.23,0.60,0.63,0.48,0.00,0.63,0.10,0.22,51,0.51,3,1
12,21,98,0,738,491,41,38,36,20,18,0,4,18,-1.70087976539589,-1.19592875318066,-1.33514986376022,NaN,0.999999999999999,-0.0714285714285699,0.41,0.48,0.36,0.20,0.18,0.00,0.04,0.18,18,0.18,1,0
21,26,117,0,726,485,31,47,40,6,10,16,4,45,-0.381231671554252,0.0763358778625956,1.25340599455041,NaN,1.4,0.357142857142862,0.31,0.59,0.40,0.06,0.10,0.16,0.04,0.45,38,0.38,2,0
27,26,116,0,733,485,25,46,51,27,0,0,34,55,0.498533724340176,0.0763358778625956,1.11716621253406,NaN,1.16666666666667,0.357142857142862,0.25,0.58,0.51,0.27,0.00,0.00,0.34,0.55,20,0.20,1,0
18,29,115,0,820,475,26,35,0,51,18,18,60,50,-0.821114369501466,0.83969465648855,0.980926430517712,NaN,-1.73333333333333,1.07142857142857,0.26,0.44,0.00,0.51,0.18,0.18,0.60,0.50,18,0.18,1,0
29,28,105,0,794,468,32,42,6,61,34,42,0,14,0.791788856304985,0.585241730279898,-0.381471389645776,NaN,-0.866666666666669,1.57142857142858,0.32,0.53,0.06,0.61,0.34,0.42,0.00,0.14,17,0.17,1,0
32,21,116,0,820,514,26,19,0,0,0,21,13,33,1.2316715542522,-1.19592875318066,1.11716621253406,NaN,-1.73333333333333,-1.71428571428571,0.26,0.24,0.00,0.00,0.00,0.21,0.13,0.33,4,0.04,0,0
27,29,111,0,718,491,38,53,54,19,60,44,0,24,0.498533724340176,0.83969465648855,0.435967302452316,NaN,1.66666666666667,-0.0714285714285699,0.38,0.66,0.54,0.19,0.60,0.44,0.00,0.24,28,0.28,1,0
30,31,106,0,719,480,46,55,44,14,10,0,34,20,0.93841642228739,1.34860050890585,-0.245231607629427,NaN,1.63333333333333,0.714285714285718,0.46,0.69,0.44,0.14,0.10,0.00,0.34,0.20,33,0.33,2,0
27,31,108,0,757,515,12,33,16,0,57,0,24,24,0.498533724340176,1.34860050890585,0.0272479564032701,NaN,0.366666666666665,-1.78571428571429,0.12,0.41,0.16,0.00,0.57,0.00,0.24,0.24,20,0.20,1,0
21,28,110,0,775,479,38,43,11,32,51,36,0,35,-0.381231671554252,0.585241730279898,0.299727520435968,NaN,-0.233333333333334,0.785714285714288,0.38,0.54,0.11,0.32,0.51,0.36,0.00,0.35,43,0.43,2,1
24,20,114,0,799,509,14,19,0,0,0,8,0,19,0.0586510263929617,-1.45038167938931,0.844686648501363,NaN,-1.03333333333333,-1.35714285714285,0.14,0.24,0.00,0.00,0.00,0.08,0.00,0.19,2,0.02,0,0
19,24,106,0,738,515,48,38,36,0,18,0,10,21,-0.674486803519062,-0.432569974554707,-0.245231607629427,NaN,0.999999999999999,-1.78571428571429,0.48,0.48,0.36,0.00,0.18,0.00,0.10,0.21,16,0.16,1,0
27,31,101,0,760,484,25,42,7,7,55,51,63,18,0.498533724340176,1.34860050890585,-0.926430517711171,NaN,0.266666666666667,0.428571428571432,0.25,0.53,0.07,0.07,0.55,0.51,0.63,0.18,44,0.44,2,1
32,27,107,0,742,485,17,38,3,2,7,18,14,10,1.2316715542522,0.330788804071247,-0.108991825613079,NaN,0.866666666666666,0.357142857142862,0.17,0.48,0.03,0.02,0.07,0.18,0.14,0.10,10,0.10,0,0
25,22,108,0,731,511,37,39,55,0,0,63,24,19,0.205278592375366,-0.94147582697201,0.0272479564032701,NaN,1.23333333333333,-1.5,0.37,0.49,0.55,0.00,0.00,0.63,0.24,0.19,12,0.12,0,0
12,27,104,0,759,492,19,31,16,4,30,0,12,0,-1.70087976539589,0.330788804071247,-0.517711171662125,NaN,0.3,-0.14285714285714,0.19,0.39,0.16,0.04,0.30,0.00,0.12,0.00,15,0.15,0,0
17,18,103,0,805,493,29,20,0,14,0,20,0,7,-0.967741935483871,-1.95928753180662,-0.653950953678474,NaN,-1.23333333333334,-0.21428571428571,0.29,0.25,0.00,0.14,0.00,0.20,0.00,0.07,5,0.05,0,0
21,22,110,0,820,515,25,19,0,0,0,50,50,55,-0.381231671554252,-0.94147582697201,0.299727520435968,NaN,-1.73333333333333,-1.78571428571429,0.25,0.24,0.00,0.00,0.00,0.50,0.50,0.55,8,0.08,0,0
14,21,110,0,741,509,40,37,51,4,9,14,0,17,-1.40762463343109,-1.19592875318066,0.299727520435968,NaN,0.899999999999999,-1.35714285714285,0.40,0.46,0.51,0.04,0.09,0.14,0.00,0.17,15,0.15,0,0
25,28,120,0,730,485,28,51,53,16,38,24,20,59,0.205278592375366,0.585241730279898,1.66212534059946,NaN,1.26666666666667,0.357142857142862,0.28,0.64,0.53,0.16,0.38,0.24,0.20,0.59,51,0.51,3,1
21,23,98,0,754,510,9,23,19,0,0,0,34,0,-0.381231671554252,-0.687022900763359,-1.33514986376022,NaN,0.466666666666666,-1.42857142857142,0.09,0.29,0.19,0.00,0.00,0.00,0.34,0.00,3,0.03,0,0
35,24,99,0,765,492,30,33,16,11,0,29,18,0,1.67155425219941,-0.432569974554707,-1.19891008174387,NaN,0.0999999999999979,-0.14285714285714,0.30,0.41,0.16,0.11,0.00,0.29,0.18,0.00,6,0.06,0,0
22,26,114,0,754,473,39,50,37,44,22,17,4,27,-0.234604105571848,0.0763358778625956,0.844686648501363,NaN,0.466666666666666,1.21428571428571,0.39,0.63,0.37,0.44,0.22,0.17,0.04,0.27,43,0.43,2,1
14,21,111,0,805,485,17,21,0,14,5,7,3,0,-1.40762463343109,-1.19592875318066,0.435967302452316,NaN,-1.23333333333334,0.357142857142862,0.17,0.26,0.00,0.14,0.05,0.07,0.03,0.00,9,0.09,0,0
35,30,110,0,717,485,45,59,63,18,33,63,6,33,1.67155425219941,1.0941475826972,0.299727520435968,NaN,1.7,0.357142857142862,0.45,0.74,0.63,0.18,0.33,0.63,0.06,0.33,51,0.51,3,1
38,28,119,0,722,477,20,55,53,27,43,63,51,33,2.11143695014663,0.585241730279898,1.52588555858311,NaN,1.53333333333333,0.928571428571434,0.20,0.69,0.53,0.27,0.43,0.63,0.51,0.33,73,0.73,4,1
21,18,111,0,818,478,21,23,0,47,0,0,0,18,-0.381231671554252,-1.95928753180662,0.435967302452316,NaN,-1.66666666666667,0.857142857142858,0.21,0.29,0.00,0.47,0.00,0.00,0.00,0.18,7,0.07,0,0
21,27,111,0,760,485,45,48,43,37,37,4,23,52,-0.381231671554252,0.330788804071247,0.435967302452316,NaN,0.266666666666667,0.357142857142862,0.45,0.60,0.43,0.37,0.37,0.04,0.23,0.52,50,0.50,2,1
36,20,100,0,755,480,32,38,26,34,0,46,0,10,1.81818181818182,-1.45038167938931,-1.06267029972752,NaN,0.433333333333333,0.714285714285718,0.32,0.48,0.26,0.34,0.00,0.46,0.00,0.10,8,0.08,0,0
27,25,107,0,735,485,26,44,40,30,11,23,0,46,0.498533724340176,-0.178117048346056,-0.108991825613079,NaN,1.1,0.357142857142862,0.26,0.55,0.40,0.30,0.11,0.23,0.00,0.46,20,0.20,1,0
29,30,104,0,760,472,49,49,6,23,13,20,39,0,0.791788856304985,1.0941475826972,-0.517711171662125,NaN,0.266666666666667,1.28571428571429,0.49,0.61,0.06,0.23,0.13,0.20,0.39,0.00,23,0.23,1,0
33,27,109,0,819,500,28,26,0,9,12,19,44,26,1.3782991202346,0.330788804071247,0.163487738419619,NaN,-1.7,-0.714285714285712,0.28,0.33,0.00,0.09,0.12,0.19,0.44,0.26,10,0.10,0,0
21,24,108,0,797,483,17,29,0,16,14,3,12,23,-0.381231671554252,-0.432569974554707,0.0272479564032701,NaN,-0.966666666666667,0.500000000000002,0.17,0.36,0.00,0.16,0.14,0.03,0.12,0.23,10,0.10,0,0
21,27,99,0,740,505,13,38,60,44,41,45,29,16,-0.381231671554252,0.330788804071247,-1.19891008174387,NaN,0.933333333333331,-1.07142857142857,0.13,0.48,0.60,0.44,0.41,0.45,0.29,0.16,42,0.42,2,1
27,18,108,0,782,485,44,33,3,39,0,41,3,12,0.498533724340176,-1.95928753180662,0.0272479564032701,NaN,-0.466666666666669,0.357142857142862,0.44,0.41,0.03,0.39,0.00,0.41,0.03,0.12,9,0.09,0,0
18,27,100,0,798,485,19,25,1,7,6,18,35,0,-0.821114369501466,0.330788804071247,-1.06267029972752,NaN,-1,0.357142857142862,0.19,0.31,0.01,0.07,0.06,0.18,0.35,0.00,9,0.09,0,0
21,23,106,0,784,481,45,35,15,17,0,0,22,28,-0.381231671554252,-0.687022900763359,-0.245231607629427,NaN,-0.533333333333334,0.642857142857148,0.45,0.44,0.15,0.17,0.00,0.00,0.22,0.28,11,0.11,0,0
27,32,112,0,706,485,28,57,62,7,62,25,9,36,0.498533724340176,1.6030534351145,0.572207084468665,NaN,2.06666666666667,0.357142857142862,0.28,0.71,0.62,0.07,0.62,0.25,0.09,0.36,68,0.68,3,1
22,22,116,0,806,485,17,26,0,14,18,0,0,34,-0.234604105571848,-0.94147582697201,1.11716621253406,NaN,-1.26666666666667,0.357142857142862,0.17,0.33,0.00,0.14,0.18,0.00,0.00,0.34,12,0.12,0,0
36,29,112,0,757,514,39,42,35,0,19,62,15,61,1.81818181818182,0.83969465648855,0.572207084468665,NaN,0.366666666666665,-1.71428571428571,0.39,0.53,0.35,0.00,0.19,0.62,0.15,0.61,20,0.20,1,0
21,27,110,0,791,490,45,37,8,16,14,3,37,19,-0.381231671554252,0.330788804071247,0.299727520435968,NaN,-0.766666666666668,0,0.45,0.46,0.08,0.16,0.14,0.03,0.37,0.19,17,0.17,1,0
25,26,119,0,814,479,33,38,0,49,15,62,9,39,0.205278592375366,0.0763358778625956,1.52588555858311,NaN,-1.53333333333334,0.785714285714288,0.33,0.48,0.00,0.49,0.15,0.62,0.09,0.39,15,0.15,0,0
28,19,101,0,817,500,54,23,0,4,0,45,0,0,0.64516129032258,-1.70483460559796,-0.926430517711171,NaN,-1.63333333333333,-0.714285714285712,0.54,0.29,0.00,0.04,0.00,0.45,0.00,0.00,7,0.07,0,0
27,27,107,0,727,509,37,43,57,0,13,0,2,41,0.498533724340176,0.330788804071247,-0.108991825613079,NaN,1.36666666666667,-1.35714285714285,0.37,0.54,0.57,0.00,0.13,0.00,0.02,0.41,22,0.22,1,0
31,31,114,0,728,467,42,62,39,55,47,62,53,17,1.08504398826979,1.34860050890585,0.844686648501363,NaN,1.33333333333333,1.64285714285715,0.42,0.78,0.39,0.55,0.47,0.62,0.53,0.17,72,0.72,4,1
26,27,111,0,745,508,43,41,40,0,12,0,39,32,0.351906158357771,0.330788804071247,0.435967302452316,NaN,0.766666666666665,-1.28571428571428,0.43,0.51,0.40,0.00,0.12,0.00,0.39,0.32,14,0.14,0,0
27,27,98,0,760,485,16,37,20,17,41,42,0,0,0.498533724340176,0.330788804071247,-1.33514986376022,NaN,0.266666666666667,0.357142857142862,0.16,0.46,0.20,0.17,0.41,0.42,0.00,0.00,14,0.14,0,0
18,18,115,0,759,494,50,37,13,12,0,10,0,54,-0.821114369501466,-1.95928753180662,0.980926430517712,NaN,0.3,-0.285714285714286,0.50,0.46,0.13,0.12,0.00,0.10,0.00,0.54,12,0.12,0,0
21,18,107,0,801,484,37,26,13,20,0,0,0,21,-0.381231671554252,-1.95928753180662,-0.108991825613079,NaN,-1.1,0.428571428571432,0.37,0.33,0.13,0.20,0.00,0.00,0.00,0.21,10,0.10,0,0
32,27,109,0,784,485,22,35,0,17,46,28,0,5,1.2316715542522,0.330788804071247,0.163487738419619,NaN,-0.533333333333334,0.357142857142862,0.22,0.44,0.00,0.17,0.46,0.28,0.00,0.05,20,0.20,1,0
28,31,101,0,736,465,34,55,29,61,24,34,11,0,0.64516129032258,1.34860050890585,-0.926430517711171,NaN,1.06666666666666,1.78571428571429,0.34,0.69,0.29,0.61,0.24,0.34,0.11,0.00,44,0.44,2,1
18,27,103,0,760,497,32,39,41,22,21,10,22,11,-0.821114369501466,0.330788804071247,-0.653950953678474,NaN,0.266666666666667,-0.499999999999996,0.32,0.49,0.41,0.22,0.21,0.10,0.22,0.11,13,0.13,0,0
33,31,104,0,736,470,17,46,6,24,22,0,11,0,1.3782991202346,1.34860050890585,-0.517711171662125,NaN,1.06666666666666,1.42857142857143,0.17,0.58,0.06,0.24,0.22,0.00,0.11,0.00,24,0.24,1,0
