Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Power_Inside,Third_Down_Runs,Hole_Recognition,Blitz_Pickup,Avoid_Drops,Route_Running,Third_Down_Receiving,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,Power_InsideZ,Third_Down_RunsZ,Hole_RecognitionZ,Blitz_PickupZ,Avoid_DropsZ,Route_RunningZ,Third_Down_ReceivingZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
29,25,112,43,736,470,44,64,68,51,68,61,55,54,68,68,56,68,68,43,1.23478260869565,1.33333333333333,1.59763313609467,2.6098535286285,1.10552763819095,1.4102564102564,0.44,0.80,0.68,0.51,0.68,0.61,0.55,0.54,0.68,0.68,0.56,0.68,0.68,0.43,79,0.79,4,1
29,23,104,22,766,480,61,48,2,37,38,46,49,40,19,8,48,33,21,49,1.23478260869565,0.82051282051282,0.0197238658777109,-0.186418109187749,-0.402010050251257,0.128205128205125,0.61,0.60,0.02,0.37,0.38,0.46,0.49,0.40,0.19,0.08,0.48,0.33,0.21,0.49,22,0.22,1,0
15,14,102,17,742,483,28,27,9,68,22,0,39,16,16,31,8,0,0,46,-1.2,-1.48717948717949,-0.37475345167653,-0.85219707057257,0.804020100502513,-0.256410256410262,0.28,0.34,0.09,0.68,0.22,0.00,0.39,0.16,0.16,0.31,0.08,0.00,0.00,0.46,12,0.12,0,0
15,17,103,22,757,478,55,38,12,49,30,8,11,15,0,53,62,0,41,27,-1.2,-0.717948717948718,-0.177514792899409,-0.186418109187749,0.050251256281406,0.384615384615376,0.55,0.48,0.12,0.49,0.30,0.08,0.11,0.15,0.00,0.53,0.62,0.00,0.41,0.27,21,0.21,1,0
29,19,98,25,777,494,42,38,16,41,9,19,19,29,52,23,31,45,37,68,1.23478260869565,-0.205128205128205,-1.16370808678501,0.213049267643143,-0.954773869346731,-1.66666666666668,0.42,0.48,0.16,0.41,0.09,0.19,0.19,0.29,0.52,0.23,0.31,0.45,0.37,0.68,17,0.17,1,0
25,27,106,29,749,478,59,53,17,9,28,68,19,38,21,32,59,22,36,58,0.539130434782609,1.84615384615385,0.414201183431952,0.745672436750999,0.452261306532663,0.384615384615376,0.59,0.66,0.17,0.09,0.28,0.68,0.19,0.38,0.21,0.32,0.59,0.22,0.36,0.58,53,0.53,3,1
21,14,108,17,793,491,38,33,47,5,52,0,11,3,15,52,0,36,31,0,-0.156521739130435,-1.48717948717949,0.808678500986192,-0.85219707057257,-1.75879396984924,-1.28205128205129,0.38,0.41,0.47,0.05,0.52,0.00,0.11,0.03,0.15,0.52,0.00,0.36,0.31,0.00,15,0.15,0,0
26,14,98,23,787,492,23,24,0,7,31,0,14,20,34,41,0,35,0,13,0.71304347826087,-1.48717948717949,-1.16370808678501,-0.0532623169107854,-1.4572864321608,-1.41025641025641,0.23,0.30,0.00,0.07,0.31,0.00,0.14,0.20,0.34,0.41,0.00,0.35,0.00,0.13,10,0.10,0,0
26,20,101,24,760,476,41,42,33,46,47,14,10,61,17,27,37,31,49,65,0.71304347826087,0.0512820512820511,-0.57199211045365,0.0798934753661786,-0.100502512562812,0.641025641025639,0.41,0.53,0.33,0.46,0.47,0.14,0.10,0.61,0.17,0.27,0.37,0.31,0.49,0.65,22,0.22,1,0
20,22,95,9,759,485,46,31,9,14,40,54,30,13,0,36,9,35,2,20,-0.330434782608695,0.564102564102564,-1.75542406311637,-1.91744340878828,-0.050251256281406,-0.512820512820513,0.46,0.39,0.09,0.14,0.40,0.54,0.30,0.13,0.00,0.36,0.09,0.35,0.02,0.20,17,0.17,1,0
26,17,103,19,774,486,56,38,30,34,0,5,36,0,5,4,8,32,4,53,0.71304347826087,-0.717948717948718,-0.177514792899409,-0.585885486018642,-0.804020100502513,-0.64102564102565,0.56,0.48,0.30,0.34,0.00,0.05,0.36,0.00,0.05,0.04,0.08,0.32,0.04,0.53,11,0.11,0,0
21,20,90,7,803,487,30,22,12,0,21,52,0,0,0,4,0,19,0,2,-0.156521739130435,0.0512820512820511,-2.74161735700197,-2.18375499334221,-2.26130653266331,-0.769230769230776,0.30,0.28,0.12,0.00,0.21,0.52,0.00,0.00,0.00,0.04,0.00,0.19,0.00,0.02,12,0.12,0,0
27,20,95,30,760,469,37,38,0,47,52,16,15,33,33,11,46,23,0,24,0.886956521739131,0.0512820512820511,-1.75542406311637,0.878828229027963,-0.100502512562812,1.53846153846153,0.37,0.48,0.00,0.47,0.52,0.16,0.15,0.33,0.33,0.11,0.46,0.23,0.00,0.24,14,0.14,0,0
28,20,99,23,745,482,35,39,0,67,0,10,49,46,59,46,37,0,39,32,1.06086956521739,0.0512820512820511,-0.966469428007891,-0.0532623169107854,0.653266331658291,-0.128205128205137,0.35,0.49,0.00,0.67,0.00,0.10,0.49,0.46,0.59,0.46,0.37,0.00,0.39,0.32,15,0.15,0,0
22,22,97,24,799,488,27,29,17,20,0,42,3,11,41,24,13,35,14,0,0.0173913043478263,0.564102564102564,-1.36094674556213,0.0798934753661786,-2.06030150753769,-0.897435897435901,0.27,0.36,0.17,0.20,0.00,0.42,0.03,0.11,0.41,0.24,0.13,0.35,0.14,0.00,15,0.15,0,0
29,21,97,24,779,493,41,33,0,53,0,26,27,26,10,0,26,23,0,0,1.23478260869565,0.307692307692308,-1.36094674556213,0.0798934753661786,-1.05527638190955,-1.53846153846154,0.41,0.41,0.00,0.53,0.00,0.26,0.27,0.26,0.10,0.00,0.26,0.23,0.00,0.00,16,0.16,1,0
30,22,104,32,739,486,42,48,49,16,51,35,40,26,27,0,40,0,0,31,1.40869565217391,0.564102564102564,0.0197238658777109,1.14513981358189,0.954773869346736,-0.64102564102565,0.42,0.60,0.49,0.16,0.51,0.35,0.40,0.26,0.27,0.00,0.40,0.00,0.00,0.31,30,0.30,1,0
16,17,107,14,767,468,30,32,45,19,0,13,0,11,6,0,0,0,4,34,-1.02608695652174,-0.717948717948718,0.611439842209072,-1.25166444740346,-0.452261306532663,1.66666666666667,0.30,0.40,0.45,0.19,0.00,0.13,0.00,0.11,0.06,0.00,0.00,0.00,0.04,0.34,12,0.12,0,0
15,21,103,16,760,486,52,38,59,1,46,45,0,0,0,41,19,25,11,34,-1.2,0.307692307692308,-0.177514792899409,-0.985352862849534,-0.100502512562812,-0.64102564102565,0.52,0.48,0.59,0.01,0.46,0.45,0.00,0.00,0.00,0.41,0.19,0.25,0.11,0.34,22,0.22,1,0
20,23,106,18,771,491,49,39,14,23,12,52,26,14,19,42,0,13,18,7,-0.330434782608695,0.82051282051282,0.414201183431952,-0.719041278295606,-0.653266331658291,-1.28205128205129,0.49,0.49,0.14,0.23,0.12,0.52,0.26,0.14,0.19,0.42,0.00,0.13,0.18,0.07,20,0.20,1,0
16,23,109,15,737,457,42,44,38,14,0,34,40,25,9,44,0,48,1,0,-1.02608695652174,0.82051282051282,1.00591715976331,-1.1185086551265,1.05527638190955,3.07692307692307,0.42,0.55,0.38,0.14,0.00,0.34,0.40,0.25,0.09,0.44,0.00,0.48,0.01,0.00,19,0.19,1,0
22,24,107,28,741,484,39,47,16,17,14,53,51,35,39,57,30,32,35,28,0.0173913043478263,1.07692307692308,0.611439842209072,0.612516644474035,0.854271356783919,-0.384615384615388,0.39,0.59,0.16,0.17,0.14,0.53,0.51,0.35,0.39,0.57,0.30,0.32,0.35,0.28,35,0.35,2,0
28,21,99,18,730,491,56,38,0,8,1,23,58,0,33,0,0,61,22,51,1.06086956521739,0.307692307692308,-0.966469428007891,-0.719041278295606,1.4070351758794,-1.28205128205129,0.56,0.48,0.00,0.08,0.01,0.23,0.58,0.00,0.33,0.00,0.00,0.61,0.22,0.51,14,0.14,0,0
18,19,110,24,760,480,26,42,68,6,12,19,30,0,8,36,53,0,57,50,-0.678260869565217,-0.205128205128205,1.20315581854043,0.0798934753661786,-0.100502512562812,0.128205128205125,0.26,0.53,0.68,0.06,0.12,0.19,0.30,0.00,0.08,0.36,0.53,0.00,0.57,0.50,15,0.15,0,0
11,23,94,29,760,479,53,36,0,55,18,51,18,0,31,42,30,0,25,63,-1.89565217391304,0.82051282051282,-1.95266272189349,0.745672436750999,-0.100502512562812,0.256410256410251,0.53,0.45,0.00,0.55,0.18,0.51,0.18,0.00,0.31,0.42,0.30,0.00,0.25,0.63,19,0.19,1,0
20,14,98,25,760,487,34,28,0,0,50,0,48,24,14,12,31,60,0,26,-0.330434782608695,-1.48717948717949,-1.16370808678501,0.213049267643143,-0.100502512562812,-0.769230769230776,0.34,0.35,0.00,0.00,0.50,0.00,0.48,0.24,0.14,0.12,0.31,0.60,0.00,0.26,13,0.13,0,0
26,17,96,27,774,480,51,38,9,24,14,2,1,42,64,26,18,55,21,0,0.71304347826087,-0.717948717948718,-1.55818540433925,0.479360852197071,-0.804020100502513,0.128205128205125,0.51,0.48,0.09,0.24,0.14,0.02,0.01,0.42,0.64,0.26,0.18,0.55,0.21,0.00,16,0.16,1,0
26,17,102,20,760,490,26,32,27,23,2,4,15,43,19,9,11,14,0,0,0.71304347826087,-0.717948717948718,-0.37475345167653,-0.452729693741678,-0.100502512562812,-1.15384615384616,0.26,0.40,0.27,0.23,0.02,0.04,0.15,0.43,0.19,0.09,0.11,0.14,0.00,0.00,14,0.14,0,0
17,17,107,22,753,478,48,39,40,16,29,6,36,0,9,27,15,14,9,0,-0.852173913043478,-0.717948717948718,0.611439842209072,-0.186418109187749,0.251256281407034,0.384615384615376,0.48,0.49,0.40,0.16,0.29,0.06,0.36,0.00,0.09,0.27,0.15,0.14,0.09,0.00,19,0.19,1,0
18,15,101,20,767,494,35,27,7,11,0,1,22,0,0,0,30,19,25,13,-0.678260869565217,-1.23076923076923,-0.57199211045365,-0.452729693741678,-0.452261306532663,-1.66666666666668,0.35,0.34,0.07,0.11,0.00,0.01,0.22,0.00,0.00,0.00,0.30,0.19,0.25,0.13,8,0.08,0,0
22,20,105,26,760,487,26,38,23,29,29,29,24,0,19,24,55,13,29,0,0.0173913043478263,0.0512820512820511,0.216962524654831,0.346205059920107,-0.100502512562812,-0.769230769230776,0.26,0.48,0.23,0.29,0.29,0.29,0.24,0.00,0.19,0.24,0.55,0.13,0.29,0.00,15,0.15,0,0
21,18,110,10,757,483,23,34,29,9,19,10,48,11,0,36,0,56,39,48,-0.156521739130435,-0.461538461538462,1.20315581854043,-1.78428761651132,0.050251256281406,-0.256410256410262,0.23,0.43,0.29,0.09,0.19,0.10,0.48,0.11,0.00,0.36,0.00,0.56,0.39,0.48,15,0.15,0,0
20,17,98,26,754,494,46,32,0,14,0,5,5,6,30,14,17,1,18,21,-0.330434782608695,-0.717948717948718,-1.16370808678501,0.346205059920107,0.201005025125628,-1.66666666666668,0.46,0.40,0.00,0.14,0.00,0.05,0.05,0.06,0.30,0.14,0.17,0.01,0.18,0.21,15,0.15,0,0
27,26,112,17,719,483,28,44,27,34,35,38,28,0,18,24,0,0,20,22,0.886956521739131,1.58974358974359,1.59763313609467,-0.85219707057257,1.95979899497487,-0.256410256410262,0.28,0.55,0.27,0.34,0.35,0.38,0.28,0.00,0.18,0.24,0.00,0.00,0.20,0.22,15,0.15,0,0
24,21,104,30,757,493,27,38,20,47,29,22,18,11,42,4,21,17,55,34,0.365217391304348,0.307692307692308,0.0197238658777109,0.878828229027963,0.050251256281406,-1.53846153846154,0.27,0.48,0.20,0.47,0.29,0.22,0.18,0.11,0.42,0.04,0.21,0.17,0.55,0.34,19,0.19,1,0
18,25,109,18,752,486,49,44,44,10,0,51,21,33,0,0,40,0,14,0,-0.678260869565217,1.33333333333333,1.00591715976331,-0.719041278295606,0.301507537688445,-0.64102564102565,0.49,0.55,0.44,0.10,0.00,0.51,0.21,0.33,0.00,0.00,0.40,0.00,0.14,0.00,22,0.22,1,0
27,16,101,13,790,481,23,27,27,18,20,8,0,33,21,17,0,0,0,18,0.886956521739131,-0.974358974358975,-0.57199211045365,-1.38482023968043,-1.60804020100503,0,0.23,0.34,0.27,0.18,0.20,0.08,0.00,0.33,0.21,0.17,0.00,0.00,0.00,0.18,13,0.13,0,0
21,18,104,28,749,472,46,42,6,21,5,13,28,17,36,14,15,54,11,36,-0.156521739130435,-0.461538461538462,0.0197238658777109,0.612516644474035,0.452261306532663,1.15384615384615,0.46,0.53,0.06,0.21,0.05,0.13,0.28,0.17,0.36,0.14,0.15,0.54,0.11,0.36,17,0.17,1,0
31,20,107,22,750,483,56,49,48,0,56,19,21,27,8,0,12,10,15,23,1.58260869565217,0.0512820512820511,0.611439842209072,-0.186418109187749,0.402010050251257,-0.256410256410262,0.56,0.61,0.48,0.00,0.56,0.19,0.21,0.27,0.08,0.00,0.12,0.10,0.15,0.23,33,0.33,2,0
20,20,94,24,755,483,21,33,3,0,0,28,37,37,49,34,41,68,18,1,-0.330434782608695,0.0512820512820511,-1.95266272189349,0.0798934753661786,0.150753768844222,-0.256410256410262,0.21,0.41,0.03,0.00,0.00,0.28,0.37,0.37,0.49,0.34,0.41,0.68,0.18,0.01,15,0.15,0,0
29,18,103,19,781,492,22,31,6,24,52,17,15,21,17,36,3,12,43,0,1.23478260869565,-0.461538461538462,-0.177514792899409,-0.585885486018642,-1.15577889447236,-1.41025641025641,0.22,0.39,0.06,0.24,0.52,0.17,0.15,0.21,0.17,0.36,0.03,0.12,0.43,0.00,14,0.14,0,0
23,20,107,23,760,479,36,43,28,50,0,13,32,29,35,5,0,39,32,52,0.191304347826087,0.0512820512820511,0.611439842209072,-0.0532623169107854,-0.100502512562812,0.256410256410251,0.36,0.54,0.28,0.50,0.00,0.13,0.32,0.29,0.35,0.05,0.00,0.39,0.32,0.52,15,0.15,0,0
13,24,110,28,747,487,55,49,39,0,38,32,35,10,44,22,34,53,14,55,-1.54782608695652,1.07692307692308,1.20315581854043,0.612516644474035,0.552763819095479,-0.769230769230776,0.55,0.61,0.39,0.00,0.38,0.32,0.35,0.10,0.44,0.22,0.34,0.53,0.14,0.55,22,0.22,1,0
20,18,102,18,778,481,49,34,23,19,56,17,0,2,21,0,2,58,0,0,-0.330434782608695,-0.461538461538462,-0.37475345167653,-0.719041278295606,-1.00502512562814,0,0.49,0.43,0.23,0.19,0.56,0.17,0.00,0.02,0.21,0.00,0.02,0.58,0.00,0.00,15,0.15,0,0
27,14,108,39,763,481,27,44,47,47,45,0,43,39,53,60,44,43,17,41,0.886956521739131,-1.48717948717949,0.808678500986192,2.07723035952064,-0.251256281407034,0,0.27,0.55,0.47,0.47,0.45,0.00,0.43,0.39,0.53,0.60,0.44,0.43,0.17,0.41,25,0.25,1,0
27,17,101,35,743,468,24,38,12,6,56,0,12,27,28,1,59,23,20,35,0.886956521739131,-0.717948717948718,-0.57199211045365,1.54460719041278,0.753768844221107,1.66666666666667,0.24,0.48,0.12,0.06,0.56,0.00,0.12,0.27,0.28,0.01,0.59,0.23,0.20,0.35,13,0.13,0,0
15,21,103,16,756,478,51,34,11,0,0,23,20,18,6,6,8,0,22,19,-1.2,0.307692307692308,-0.177514792899409,-0.985352862849534,0.100502512562816,0.384615384615376,0.51,0.43,0.11,0.00,0.00,0.23,0.20,0.18,0.06,0.06,0.08,0.00,0.22,0.19,18,0.18,1,0
20,20,101,19,760,495,26,28,7,3,19,26,8,11,6,0,6,1,0,36,-0.330434782608695,0.0512820512820511,-0.57199211045365,-0.585885486018642,-0.100502512562812,-1.7948717948718,0.26,0.35,0.07,0.03,0.19,0.26,0.08,0.11,0.06,0.00,0.06,0.01,0.00,0.36,11,0.11,0,0
30,22,103,22,750,484,41,44,26,16,30,37,4,42,40,0,8,51,5,39,1.40869565217391,0.564102564102564,-0.177514792899409,-0.186418109187749,0.402010050251257,-0.384615384615388,0.41,0.55,0.26,0.16,0.30,0.37,0.04,0.42,0.40,0.00,0.08,0.51,0.05,0.39,20,0.20,1,0
14,20,95,9,801,490,27,21,27,10,0,49,0,9,0,12,41,19,20,31,-1.37391304347826,0.0512820512820511,-1.75542406311637,-1.91744340878828,-2.1608040201005,-1.15384615384616,0.27,0.26,0.27,0.10,0.00,0.49,0.00,0.09,0.00,0.12,0.41,0.19,0.20,0.31,12,0.12,0,0
18,19,107,25,765,484,32,38,22,29,40,16,37,2,37,30,14,8,25,38,-0.678260869565217,-0.205128205128205,0.611439842209072,0.213049267643143,-0.351758793969851,-0.384615384615388,0.32,0.48,0.22,0.29,0.40,0.16,0.37,0.02,0.37,0.30,0.14,0.08,0.25,0.38,13,0.13,0,0
23,18,98,12,760,490,46,29,0,0,0,19,19,8,17,7,0,33,32,24,0.191304347826087,-0.461538461538462,-1.16370808678501,-1.51797603195739,-0.100502512562812,-1.15384615384616,0.46,0.36,0.00,0.00,0.00,0.19,0.19,0.08,0.17,0.07,0.00,0.33,0.32,0.24,11,0.11,0,0
20,20,105,23,751,473,21,36,12,7,18,21,38,32,33,6,18,14,16,0,-0.330434782608695,0.0512820512820511,0.216962524654831,-0.0532623169107854,0.351758793969851,1.02564102564102,0.21,0.45,0.12,0.07,0.18,0.21,0.38,0.32,0.33,0.06,0.18,0.14,0.16,0.00,16,0.16,1,0
16,17,106,17,760,489,30,31,32,5,4,9,27,17,6,2,12,10,12,2,-1.02608695652174,-0.717948717948718,0.414201183431952,-0.85219707057257,-0.100502512562812,-1.02564102564103,0.30,0.39,0.32,0.05,0.04,0.09,0.27,0.17,0.06,0.02,0.12,0.10,0.12,0.02,15,0.15,0,0
25,19,108,22,729,473,48,44,24,7,29,9,19,11,15,26,0,24,0,38,0.539130434782609,-0.205128205128205,0.808678500986192,-0.186418109187749,1.4572864321608,1.02564102564102,0.48,0.55,0.24,0.07,0.29,0.09,0.19,0.11,0.15,0.26,0.00,0.24,0.00,0.38,17,0.17,1,0
12,14,106,11,749,480,53,31,12,52,0,0,18,2,0,39,18,12,21,2,-1.72173913043478,-1.48717948717949,0.414201183431952,-1.65113182423435,0.452261306532663,0.128205128205125,0.53,0.39,0.12,0.52,0.00,0.00,0.18,0.02,0.00,0.39,0.18,0.12,0.21,0.02,15,0.15,0,0
10,17,108,25,757,476,35,33,5,10,33,3,11,0,10,21,23,48,0,0,-2.0695652173913,-0.717948717948718,0.808678500986192,0.213049267643143,0.050251256281406,0.641025641025639,0.35,0.41,0.05,0.10,0.33,0.03,0.11,0.00,0.10,0.21,0.23,0.48,0.00,0.00,13,0.13,0,0
23,18,104,26,781,489,29,37,48,15,51,14,4,22,0,58,46,4,22,0,0.191304347826087,-0.461538461538462,0.0197238658777109,0.346205059920107,-1.15577889447236,-1.02564102564103,0.29,0.46,0.48,0.15,0.51,0.14,0.04,0.22,0.00,0.58,0.46,0.04,0.22,0.00,16,0.16,1,0
32,16,101,19,771,493,29,31,0,47,39,4,27,31,4,56,13,30,18,0,1.75652173913044,-0.974358974358975,-0.57199211045365,-0.585885486018642,-0.653266331658291,-1.53846153846154,0.29,0.39,0.00,0.47,0.39,0.04,0.27,0.31,0.04,0.56,0.13,0.30,0.18,0.00,14,0.14,0,0
12,17,100,13,753,482,19,21,21,11,42,6,0,0,11,18,0,3,15,2,-1.72173913043478,-0.717948717948718,-0.76923076923077,-1.38482023968043,0.251256281407034,-0.128205128205137,0.19,0.26,0.21,0.11,0.42,0.06,0.00,0.00,0.11,0.18,0.00,0.03,0.15,0.02,10,0.10,0,0
16,20,91,14,760,478,48,29,0,32,54,33,0,32,17,19,10,41,54,28,-1.02608695652174,0.0512820512820511,-2.54437869822485,-1.25166444740346,-0.100502512562812,0.384615384615376,0.48,0.36,0.00,0.32,0.54,0.33,0.00,0.32,0.17,0.19,0.10,0.41,0.54,0.28,17,0.17,1,0
21,19,107,26,772,485,58,45,41,0,15,23,40,25,30,1,24,28,48,45,-0.156521739130435,-0.205128205128205,0.611439842209072,0.346205059920107,-0.703517587939697,-0.512820512820513,0.58,0.56,0.41,0.00,0.15,0.23,0.40,0.25,0.30,0.01,0.24,0.28,0.48,0.45,29,0.29,1,0
21,19,109,16,756,482,19,36,38,20,10,20,30,18,11,27,0,0,57,53,-0.156521739130435,-0.205128205128205,1.00591715976331,-0.985352862849534,0.100502512562816,-0.128205128205137,0.19,0.45,0.38,0.20,0.10,0.20,0.30,0.18,0.11,0.27,0.00,0.00,0.57,0.53,15,0.15,0,0
16,17,104,10,760,478,25,24,3,17,8,11,46,14,3,5,0,0,8,7,-1.02608695652174,-0.717948717948718,0.0197238658777109,-1.78428761651132,-0.100502512562812,0.384615384615376,0.25,0.30,0.03,0.17,0.08,0.11,0.46,0.14,0.03,0.05,0.00,0.00,0.08,0.07,9,0.09,0,0
24,23,105,20,738,479,48,44,32,26,9,30,38,4,0,11,33,40,34,15,0.365217391304348,0.82051282051282,0.216962524654831,-0.452729693741678,1.00502512562814,0.256410256410251,0.48,0.55,0.32,0.26,0.09,0.30,0.38,0.04,0.00,0.11,0.33,0.40,0.34,0.15,19,0.19,1,0
36,20,105,38,760,478,13,44,38,34,0,20,2,34,47,30,54,53,34,26,2.45217391304348,0.0512820512820511,0.216962524654831,1.94407456724368,-0.100502512562812,0.384615384615376,0.13,0.55,0.38,0.34,0.00,0.20,0.02,0.34,0.47,0.30,0.54,0.53,0.34,0.26,11,0.11,0,0
17,20,104,22,756,482,48,38,1,5,21,28,33,9,36,0,21,1,20,14,-0.852173913043478,0.0512820512820511,0.0197238658777109,-0.186418109187749,0.100502512562816,-0.128205128205137,0.48,0.48,0.01,0.05,0.21,0.28,0.33,0.09,0.36,0.00,0.21,0.01,0.20,0.14,17,0.17,1,0
25,15,107,26,741,488,35,39,23,0,61,4,30,30,57,38,25,11,26,19,0.539130434782609,-1.23076923076923,0.611439842209072,0.346205059920107,0.854271356783919,-0.897435897435901,0.35,0.49,0.23,0.00,0.61,0.04,0.30,0.30,0.57,0.38,0.25,0.11,0.26,0.19,16,0.16,1,0
29,14,104,16,792,482,48,34,17,30,0,0,54,22,0,32,34,31,20,0,1.23478260869565,-1.48717948717949,0.0197238658777109,-0.985352862849534,-1.70854271356784,-0.128205128205137,0.48,0.43,0.17,0.30,0.00,0.00,0.54,0.22,0.00,0.32,0.34,0.31,0.20,0.00,14,0.14,0,0
32,21,113,29,760,478,52,55,49,0,46,22,47,49,49,13,34,3,50,11,1.75652173913044,0.307692307692308,1.79487179487179,0.745672436750999,-0.100502512562812,0.384615384615376,0.52,0.69,0.49,0.00,0.46,0.22,0.47,0.49,0.49,0.13,0.34,0.03,0.50,0.11,27,0.27,1,0
12,20,96,14,760,493,45,27,0,48,18,41,8,37,50,7,26,33,9,45,-1.72173913043478,0.0512820512820511,-1.55818540433925,-1.25166444740346,-0.100502512562812,-1.53846153846154,0.45,0.34,0.00,0.48,0.18,0.41,0.08,0.37,0.50,0.07,0.26,0.33,0.09,0.45,15,0.15,0,0
25,27,103,28,760,488,40,42,23,14,15,64,16,5,21,18,31,11,24,29,0.539130434782609,1.84615384615385,-0.177514792899409,0.612516644474035,-0.100502512562812,-0.897435897435901,0.40,0.53,0.23,0.14,0.15,0.64,0.16,0.05,0.21,0.18,0.31,0.11,0.24,0.29,18,0.18,1,0
29,25,110,33,738,480,44,54,34,31,9,55,34,0,51,37,27,11,72,0,1.23478260869565,1.33333333333333,1.20315581854043,1.27829560585886,1.00502512562814,0.128205128205125,0.44,0.68,0.34,0.31,0.09,0.55,0.34,0.00,0.51,0.37,0.27,0.11,0.72,0.00,35,0.35,2,0
20,14,101,19,760,487,28,26,0,0,60,1,33,17,10,8,5,7,21,0,-0.330434782608695,-1.48717948717949,-0.57199211045365,-0.585885486018642,-0.100502512562812,-0.769230769230776,0.28,0.33,0.00,0.00,0.60,0.01,0.33,0.17,0.10,0.08,0.05,0.07,0.21,0.00,11,0.11,0,0
34,25,114,40,738,463,46,64,51,31,57,64,29,50,72,20,60,42,33,22,2.10434782608696,1.33333333333333,1.99211045364891,2.2103861517976,1.00502512562814,2.3076923076923,0.46,0.80,0.51,0.31,0.57,0.64,0.29,0.50,0.72,0.20,0.60,0.42,0.33,0.22,67,0.67,3,1
20,26,103,24,762,467,56,45,13,7,32,48,34,6,38,12,13,29,48,62,-0.330434782608695,1.58974358974359,-0.177514792899409,0.0798934753661786,-0.201005025125628,1.79487179487179,0.56,0.56,0.13,0.07,0.32,0.48,0.34,0.06,0.38,0.12,0.13,0.29,0.48,0.62,18,0.18,1,0
25,21,105,25,771,491,38,39,18,43,61,42,38,19,11,13,30,17,33,63,0.539130434782609,0.307692307692308,0.216962524654831,0.213049267643143,-0.653266331658291,-1.28205128205129,0.38,0.49,0.18,0.43,0.61,0.42,0.38,0.19,0.11,0.13,0.30,0.17,0.33,0.63,20,0.20,1,0
20,18,104,13,779,494,35,29,18,27,33,14,21,38,9,11,0,36,0,15,-0.330434782608695,-0.461538461538462,0.0197238658777109,-1.38482023968043,-1.05527638190955,-1.66666666666668,0.35,0.36,0.18,0.27,0.33,0.14,0.21,0.38,0.09,0.11,0.00,0.36,0.00,0.15,17,0.17,1,0
10,17,108,22,771,484,36,29,27,27,18,18,3,0,2,25,21,0,0,6,-2.0695652173913,-0.717948717948718,0.808678500986192,-0.186418109187749,-0.653266331658291,-0.384615384615388,0.36,0.36,0.27,0.27,0.18,0.18,0.03,0.00,0.02,0.25,0.21,0.00,0.00,0.06,10,0.10,0,0
21,16,95,26,793,495,36,28,0,27,0,12,14,27,68,58,30,12,42,30,-0.156521739130435,-0.974358974358975,-1.75542406311637,0.346205059920107,-1.75879396984924,-1.7948717948718,0.36,0.35,0.00,0.27,0.00,0.12,0.14,0.27,0.68,0.58,0.30,0.12,0.42,0.30,15,0.15,0,0
20,27,108,25,760,485,48,47,47,8,42,69,17,2,18,3,19,15,11,0,-0.330434782608695,1.84615384615385,0.808678500986192,0.213049267643143,-0.100502512562812,-0.512820512820513,0.48,0.59,0.47,0.08,0.42,0.69,0.17,0.02,0.18,0.03,0.19,0.15,0.11,0.00,43,0.43,2,1
23,18,107,13,760,469,28,34,20,26,28,11,52,23,10,11,0,0,25,4,0.191304347826087,-0.461538461538462,0.611439842209072,-1.38482023968043,-0.100502512562812,1.53846153846153,0.28,0.43,0.20,0.26,0.28,0.11,0.52,0.23,0.10,0.11,0.00,0.00,0.25,0.04,15,0.15,0,0
20,19,100,29,765,481,41,37,21,18,12,19,21,20,40,21,48,14,12,6,-0.330434782608695,-0.205128205128205,-0.76923076923077,0.745672436750999,-0.351758793969851,0,0.41,0.46,0.21,0.18,0.12,0.19,0.21,0.20,0.40,0.21,0.48,0.14,0.12,0.06,17,0.17,1,0
19,18,107,29,751,484,20,38,42,15,26,17,29,12,29,0,31,5,6,20,-0.504347826086956,-0.461538461538462,0.611439842209072,0.745672436750999,0.351758793969851,-0.384615384615388,0.20,0.48,0.42,0.15,0.26,0.17,0.29,0.12,0.29,0.00,0.31,0.05,0.06,0.20,11,0.11,0,0
34,19,98,26,763,488,44,40,2,3,0,17,25,67,46,61,45,39,62,29,2.10434782608696,-0.205128205128205,-1.16370808678501,0.346205059920107,-0.251256281407034,-0.897435897435901,0.44,0.50,0.02,0.03,0.00,0.17,0.25,0.67,0.46,0.61,0.45,0.39,0.62,0.29,20,0.20,1,0
28,26,99,19,780,467,41,38,0,0,1,58,10,55,15,12,34,53,17,0,1.06086956521739,1.58974358974359,-0.966469428007891,-0.585885486018642,-1.10552763819095,1.79487179487179,0.41,0.48,0.00,0.00,0.01,0.58,0.10,0.55,0.15,0.12,0.34,0.53,0.17,0.00,18,0.18,1,0
