Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Avoid_Drops,Get_Downfield,Route_Running,Third_Down_Receiving,Big_Play_Receiving,Courage,Adjust_to_Ball,Endurance,Special_Teams,Long_Snapping,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,Avoid_DropsZ,Get_DownfieldZ,Route_RunningZ,Third_Down_ReceivingZ,Big_Play_ReceivingZ,CourageZ,Adjust_to_BallZ,EnduranceZ,Special_TeamsZ,Long_SnappingZ,PeakCur,PeakCurZ,Ability,Draftable
32,25,105,36,776,490,49,49,46,30,41,43,16,71,28,0,49,35,16,35,0,1.27753303964758,1.06635071090047,0.298953662182362,0.759013282732448,0.530726256983241,-0.618556701030933,0.49,0.61,0.46,0.30,0.41,0.43,0.16,0.71,0.28,0.00,0.49,0.35,0.16,0.35,0.00,36,0.36,2,0
32,26,95,27,761,476,12,34,0,18,50,26,37,40,21,37,22,0,39,0,0,1.27753303964758,1.30331753554502,-1.19581464872945,-0.094876660341556,0.949720670391061,0.824742268041238,0.12,0.43,0.00,0.18,0.50,0.26,0.37,0.40,0.21,0.37,0.22,0.00,0.39,0.00,0.00,16,0.16,1,0
37,22,117,45,714,471,40,61,39,76,20,57,75,47,68,15,81,37,81,68,0,2.01174743024963,0.355450236966825,2.09267563527653,1.61290322580645,2.26256983240224,1.34020618556701,0.40,0.76,0.39,0.76,0.20,0.57,0.75,0.47,0.68,0.15,0.81,0.37,0.81,0.68,0.00,51,0.51,3,1
21,17,110,32,773,479,41,41,66,8,0,41,29,25,35,14,8,5,16,48,0,-0.337738619676946,-0.829383886255924,1.04633781763827,0.379506641366224,0.614525139664804,0.515463917525771,0.41,0.51,0.66,0.08,0.00,0.41,0.29,0.25,0.35,0.14,0.08,0.05,0.16,0.48,0.00,15,0.15,0,0
17,22,96,34,760,476,52,35,0,14,32,22,39,0,8,26,0,39,25,36,0,-0.925110132158591,0.355450236966825,-1.04633781763827,0.569259962049336,0.977653631284918,0.824742268041238,0.52,0.44,0.00,0.14,0.32,0.22,0.39,0.00,0.08,0.26,0.00,0.39,0.25,0.36,0.00,26,0.26,1,0
21,15,90,29,850,493,21,19,1,2,0,34,0,22,0,16,18,40,0,48,0,-0.337738619676946,-1.30331753554502,-1.94319880418535,0.094876660341556,-1.53631284916201,-0.92783505154639,0.21,0.24,0.01,0.02,0.00,0.34,0.00,0.22,0.00,0.16,0.18,0.40,0.00,0.48,0.00,3,0.03,0,0
17,15,98,33,817,500,52,29,31,12,3,18,42,67,8,6,35,65,52,0,0,-0.925110132158591,-1.30331753554502,-0.747384155455904,0.47438330170778,-0.614525139664804,-1.64948453608248,0.52,0.36,0.31,0.12,0.03,0.18,0.42,0.67,0.08,0.06,0.35,0.65,0.52,0.00,0.00,14,0.14,0,0
14,31,102,31,807,488,37,34,29,0,53,16,15,17,0,0,42,45,73,59,0,-1.36563876651982,2.48815165876777,-0.149476831091181,0.284629981024668,-0.335195530726257,-0.412371134020619,0.37,0.43,0.29,0.00,0.53,0.16,0.15,0.17,0.00,0.00,0.42,0.45,0.73,0.59,0.00,12,0.12,0,0
14,18,100,26,755,489,36,27,16,27,1,34,40,0,13,0,0,14,45,14,0,-1.36563876651982,-0.592417061611374,-0.448430493273543,-0.189753320683112,1.11731843575419,-0.515463917525771,0.36,0.34,0.16,0.27,0.01,0.34,0.40,0.00,0.13,0.00,0.00,0.14,0.45,0.14,0.00,8,0.08,0,0
15,15,97,11,843,498,28,13,0,0,0,0,0,0,0,0,0,0,0,0,36,-1.21879588839941,-1.30331753554502,-0.896860986547085,-1.61290322580645,-1.34078212290503,-1.44329896907217,0.28,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,9,0.09,0,0
39,25,111,26,762,471,31,51,42,35,58,16,52,64,78,28,54,22,0,53,0,2.30543318649046,1.06635071090047,1.19581464872945,-0.189753320683112,0.921787709497207,1.34020618556701,0.31,0.64,0.42,0.35,0.58,0.16,0.52,0.64,0.78,0.28,0.54,0.22,0.00,0.53,0.00,45,0.45,2,1
24,25,107,26,793,483,22,38,23,46,54,4,14,13,31,16,14,22,21,27,0,0.102790014684288,1.06635071090047,0.597907324364723,-0.189753320683112,0.0558659217877108,0.103092783505152,0.22,0.48,0.23,0.46,0.54,0.04,0.14,0.13,0.31,0.16,0.14,0.22,0.21,0.27,0.00,21,0.21,1,0
15,22,103,21,818,492,27,25,24,0,34,0,10,0,10,18,27,12,28,33,0,-1.21879588839941,0.355450236966825,0,-0.664136622390892,-0.642458100558658,-0.824742268041238,0.27,0.31,0.24,0.00,0.34,0.00,0.10,0.00,0.10,0.18,0.27,0.12,0.28,0.33,0.00,13,0.13,0,0
17,18,99,37,790,489,21,25,1,0,10,33,25,19,30,5,63,39,61,24,0,-0.925110132158591,-0.592417061611374,-0.597907324364723,0.853889943074004,0.139664804469273,-0.515463917525771,0.21,0.31,0.01,0.00,0.10,0.33,0.25,0.19,0.30,0.05,0.63,0.39,0.61,0.24,0.00,13,0.13,0,0
27,23,106,21,781,482,34,41,57,38,36,0,14,31,0,14,39,12,35,0,0,0.543318649045521,0.592417061611374,0.448430493273543,-0.664136622390892,0.391061452513968,0.206185567010305,0.34,0.51,0.57,0.38,0.36,0.00,0.14,0.31,0.00,0.14,0.39,0.12,0.35,0.00,0.00,28,0.28,1,0
27,21,102,40,785,473,52,47,15,39,15,53,31,38,0,44,24,32,22,62,0,0.543318649045521,0.118483412322275,-0.149476831091181,1.13851992409867,0.279329608938549,1.1340206185567,0.52,0.59,0.15,0.39,0.15,0.53,0.31,0.38,0.00,0.44,0.24,0.32,0.22,0.62,0.00,33,0.33,2,0
23,24,97,33,797,492,25,33,14,26,29,40,28,48,34,0,46,34,45,0,0,-0.0440528634361235,0.829383886255924,-0.896860986547085,0.47438330170778,-0.0558659217877083,-0.824742268041238,0.25,0.41,0.14,0.26,0.29,0.40,0.28,0.48,0.34,0.00,0.46,0.34,0.45,0.00,0.00,22,0.22,1,0
21,15,93,9,850,500,61,31,0,0,0,0,0,0,0,0,0,0,0,0,36,-0.337738619676946,-1.30331753554502,-1.49476831091181,-1.80265654648956,-1.53631284916201,-1.64948453608248,0.61,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,10,0.10,0,0
32,24,120,34,750,483,40,54,32,75,46,23,55,52,47,0,52,8,29,19,0,1.27753303964758,0.829383886255924,2.54110612855007,0.569259962049336,1.25698324022346,0.103092783505152,0.40,0.68,0.32,0.75,0.46,0.23,0.55,0.52,0.47,0.00,0.52,0.08,0.29,0.19,0.00,65,0.65,3,1
32,26,103,32,781,490,51,44,26,49,38,28,24,32,23,0,48,29,25,37,0,1.27753303964758,1.30331753554502,0,0.379506641366224,0.391061452513968,-0.618556701030933,0.51,0.55,0.26,0.49,0.38,0.28,0.24,0.32,0.23,0.00,0.48,0.29,0.25,0.37,0.00,22,0.22,1,0
15,22,106,28,807,478,39,34,28,12,21,0,18,19,24,26,0,28,0,0,0,-1.21879588839941,0.355450236966825,0.448430493273543,0,-0.335195530726257,0.618556701030924,0.39,0.43,0.28,0.12,0.21,0.00,0.18,0.19,0.24,0.26,0.00,0.28,0.00,0.00,0.00,14,0.14,0,0
17,19,94,12,762,487,16,20,6,21,17,0,54,0,4,8,0,32,12,18,0,-0.925110132158591,-0.355450236966825,-1.34529147982063,-1.5180265654649,0.921787709497207,-0.309278350515466,0.16,0.25,0.06,0.21,0.17,0.00,0.54,0.00,0.04,0.08,0.00,0.32,0.12,0.18,0.00,9,0.09,0,0
10,20,107,22,802,478,48,33,23,4,19,16,7,0,26,27,7,1,23,15,0,-1.95301027900147,-0.118483412322275,0.597907324364723,-0.569259962049336,-0.195530726256982,0.618556701030924,0.48,0.41,0.23,0.04,0.19,0.16,0.07,0.00,0.26,0.27,0.07,0.01,0.23,0.15,0.00,16,0.16,1,0
25,15,96,10,850,500,27,20,0,0,0,0,0,0,0,0,0,0,0,0,9,0.249632892804699,-1.30331753554502,-1.04633781763827,-1.70777988614801,-1.53631284916201,-1.64948453608248,0.27,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,5,0.05,0,0
23,18,107,26,803,497,38,33,2,28,14,15,16,24,23,0,0,17,0,1,0,-0.0440528634361235,-0.592417061611374,0.597907324364723,-0.189753320683112,-0.223463687150836,-1.34020618556701,0.38,0.41,0.02,0.28,0.14,0.15,0.16,0.24,0.23,0.00,0.00,0.17,0.00,0.01,0.00,11,0.11,0,0
31,18,102,27,759,484,50,41,0,38,0,0,44,0,36,7,13,46,56,0,0,1.13069016152717,-0.592417061611374,-0.149476831091181,-0.094876660341556,1.00558659217877,0,0.50,0.51,0.00,0.38,0.00,0.00,0.44,0.00,0.36,0.07,0.13,0.46,0.56,0.00,0.00,13,0.13,0,0
25,30,111,45,753,478,34,50,29,38,60,19,23,42,21,3,0,49,0,21,0,0.249632892804699,2.25118483412322,1.19581464872945,1.61290322580645,1.1731843575419,0.618556701030924,0.34,0.63,0.29,0.38,0.60,0.19,0.23,0.42,0.21,0.03,0.00,0.49,0.00,0.21,0.00,32,0.32,2,0
33,24,95,33,818,486,51,35,5,6,27,4,1,36,0,0,40,37,4,0,0,1.42437591776799,0.829383886255924,-1.19581464872945,0.47438330170778,-0.642458100558658,-0.206185567010314,0.51,0.44,0.05,0.06,0.27,0.04,0.01,0.36,0.00,0.00,0.40,0.37,0.04,0.00,0.00,12,0.12,0,0
30,22,102,35,820,488,19,29,13,7,16,0,0,6,0,0,0,41,6,1,0,0.983847283406755,0.355450236966825,-0.149476831091181,0.664136622390892,-0.698324022346366,-0.412371134020619,0.19,0.36,0.13,0.07,0.16,0.00,0.00,0.06,0.00,0.00,0.00,0.41,0.06,0.01,0.00,5,0.05,0,0
21,22,95,19,774,478,35,34,20,51,26,49,41,34,28,24,48,0,0,12,0,-0.337738619676946,0.355450236966825,-1.19581464872945,-0.853889943074004,0.58659217877095,0.618556701030924,0.35,0.43,0.20,0.51,0.26,0.49,0.41,0.34,0.28,0.24,0.48,0.00,0.00,0.12,0.00,22,0.22,1,0
25,19,110,36,775,486,57,49,53,38,7,28,30,62,14,14,0,34,51,48,0,0.249632892804699,-0.355450236966825,1.04633781763827,0.759013282732448,0.558659217877095,-0.206185567010314,0.57,0.61,0.53,0.38,0.07,0.28,0.30,0.62,0.14,0.14,0.00,0.34,0.51,0.48,0.00,33,0.33,2,0
21,26,116,35,775,464,50,51,18,18,27,35,22,0,65,34,42,22,6,22,0,-0.337738619676946,1.30331753554502,1.94319880418535,0.664136622390892,0.558659217877095,2.06185567010309,0.50,0.64,0.18,0.18,0.27,0.35,0.22,0.00,0.65,0.34,0.42,0.22,0.06,0.22,0.00,25,0.25,1,0
21,15,94,10,850,500,39,25,0,0,0,0,0,0,0,0,0,0,0,0,53,-0.337738619676946,-1.30331753554502,-1.34529147982063,-1.70777988614801,-1.53631284916201,-1.64948453608248,0.39,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,14,0.14,0,0
20,23,97,33,775,478,64,41,11,6,37,16,27,0,17,44,5,33,31,43,0,-0.484581497797357,0.592417061611374,-0.896860986547085,0.47438330170778,0.558659217877095,0.618556701030924,0.64,0.51,0.11,0.06,0.37,0.16,0.27,0.00,0.17,0.44,0.05,0.33,0.31,0.43,0.00,19,0.19,1,0
10,15,91,7,850,500,47,26,0,0,0,0,0,0,0,0,0,0,0,0,60,-1.95301027900147,-1.30331753554502,-1.79372197309417,-1.99240986717268,-1.53631284916201,-1.64948453608248,0.47,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,15,0.15,0,0
20,17,109,22,815,486,55,39,51,47,0,0,4,0,52,13,33,18,21,46,0,-0.484581497797357,-0.829383886255924,0.896860986547085,-0.569259962049336,-0.558659217877095,-0.206185567010314,0.55,0.49,0.51,0.47,0.00,0.00,0.04,0.00,0.52,0.13,0.33,0.18,0.21,0.46,0.00,18,0.18,1,0
42,22,106,38,756,478,48,51,21,0,17,20,32,75,34,15,24,43,43,0,0,2.74596182085169,0.355450236966825,0.448430493273543,0.94876660341556,1.08938547486034,0.618556701030924,0.48,0.64,0.21,0.00,0.17,0.20,0.32,0.75,0.34,0.15,0.24,0.43,0.43,0.00,0.00,38,0.38,2,0
13,15,95,34,845,494,34,18,0,0,4,31,1,10,7,5,50,13,0,5,0,-1.51248164464024,-1.30331753554502,-1.19581464872945,0.569259962049336,-1.39664804469273,-1.03092783505155,0.34,0.23,0.00,0.00,0.04,0.31,0.01,0.10,0.07,0.05,0.50,0.13,0.00,0.05,0.00,8,0.08,0,0
27,27,106,40,763,466,22,46,40,13,53,29,39,0,42,44,16,32,40,23,0,0.543318649045521,1.54028436018957,0.448430493273543,1.13851992409867,0.893854748603353,1.85567010309278,0.22,0.58,0.40,0.13,0.53,0.29,0.39,0.00,0.42,0.44,0.16,0.32,0.40,0.23,0.00,35,0.35,2,0
24,18,108,32,752,480,54,44,48,28,0,0,41,14,24,5,11,37,12,0,0,0.102790014684288,-0.592417061611374,0.747384155455904,0.379506641366224,1.20111731843576,0.412371134020619,0.54,0.55,0.48,0.28,0.00,0.00,0.41,0.14,0.24,0.05,0.11,0.37,0.12,0.00,0.00,18,0.18,1,0
21,22,99,21,763,488,56,35,0,4,33,11,33,0,9,8,19,0,1,8,0,-0.337738619676946,0.355450236966825,-0.597907324364723,-0.664136622390892,0.893854748603353,-0.412371134020619,0.56,0.44,0.00,0.04,0.33,0.11,0.33,0.00,0.09,0.08,0.19,0.00,0.01,0.08,0.00,15,0.15,0,0
21,22,106,28,772,478,60,46,47,26,31,45,45,15,40,3,25,0,0,33,0,-0.337738619676946,0.355450236966825,0.448430493273543,0,0.64245810055866,0.618556701030924,0.60,0.58,0.47,0.26,0.31,0.45,0.45,0.15,0.40,0.03,0.25,0.00,0.00,0.33,0.00,40,0.40,2,1
22,22,90,33,768,478,48,36,0,15,37,0,38,0,5,12,38,54,12,23,0,-0.190895741556535,0.355450236966825,-1.94319880418535,0.47438330170778,0.75418994413408,0.618556701030924,0.48,0.45,0.00,0.15,0.37,0.00,0.38,0.00,0.05,0.12,0.38,0.54,0.12,0.23,0.00,15,0.15,0,0
27,23,104,25,767,478,22,38,47,17,52,7,26,25,31,25,23,14,7,0,0,0.543318649045521,0.592417061611374,0.149476831091181,-0.284629981024668,0.782122905027934,0.618556701030924,0.22,0.48,0.47,0.17,0.52,0.07,0.26,0.25,0.31,0.25,0.23,0.14,0.07,0.00,0.00,39,0.39,2,0
22,18,101,28,823,478,54,34,14,14,6,12,6,0,0,35,38,23,13,10,0,-0.190895741556535,-0.592417061611374,-0.298953662182362,0,-0.782122905027934,0.618556701030924,0.54,0.43,0.14,0.14,0.06,0.12,0.06,0.00,0.00,0.35,0.38,0.23,0.13,0.10,0.00,15,0.15,0,0
28,15,99,42,777,481,28,34,0,62,0,32,25,59,17,13,0,36,18,0,0,0.690161527165932,-1.30331753554502,-0.597907324364723,1.32827324478178,0.502793296089387,0.309278350515466,0.28,0.43,0.00,0.62,0.00,0.32,0.25,0.59,0.17,0.13,0.00,0.36,0.18,0.00,0.00,11,0.11,0,0
24,19,108,33,783,478,26,36,9,12,11,3,16,10,37,28,37,36,12,13,0,0.102790014684288,-0.355450236966825,0.747384155455904,0.47438330170778,0.335195530726257,0.618556701030924,0.26,0.45,0.09,0.12,0.11,0.03,0.16,0.10,0.37,0.28,0.37,0.36,0.12,0.13,0.00,14,0.14,0,0
30,26,105,22,749,466,60,53,18,28,51,32,60,53,13,56,20,0,16,9,0,0.983847283406755,1.30331753554502,0.298953662182362,-0.569259962049336,1.28491620111732,1.85567010309278,0.60,0.66,0.18,0.28,0.51,0.32,0.60,0.53,0.13,0.56,0.20,0.00,0.16,0.09,0.00,48,0.48,2,1
29,23,101,26,844,486,23,29,16,29,39,29,0,23,9,23,10,4,0,11,0,0.837004405286344,0.592417061611374,-0.298953662182362,-0.189753320683112,-1.36871508379888,-0.206185567010314,0.23,0.36,0.16,0.29,0.39,0.29,0.00,0.23,0.09,0.23,0.10,0.04,0.00,0.11,0.00,12,0.12,0,0
26,15,96,13,834,493,23,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0.39647577092511,-1.30331753554502,-1.04633781763827,-1.42314990512334,-1.08938547486033,-0.92783505154639,0.23,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,3,0.03,0,0
21,15,94,32,802,478,55,31,5,0,0,21,9,2,0,25,20,12,4,27,0,-0.337738619676946,-1.30331753554502,-1.34529147982063,0.379506641366224,-0.195530726256982,0.618556701030924,0.55,0.39,0.05,0.00,0.00,0.21,0.09,0.02,0.00,0.25,0.20,0.12,0.04,0.27,0.00,12,0.12,0,0
21,15,103,14,775,478,24,27,28,0,0,25,18,28,13,31,0,0,22,0,0,-0.337738619676946,-1.30331753554502,0,-1.32827324478178,0.558659217877095,0.618556701030924,0.24,0.34,0.28,0.00,0.00,0.25,0.18,0.28,0.13,0.31,0.00,0.00,0.22,0.00,0.00,11,0.11,0,0
19,15,109,35,757,476,39,40,22,30,0,18,37,14,43,16,35,55,24,8,0,-0.631424375917768,-1.30331753554502,0.896860986547085,0.664136622390892,1.06145251396648,0.824742268041238,0.39,0.50,0.22,0.30,0.00,0.18,0.37,0.14,0.43,0.16,0.35,0.55,0.24,0.08,0.00,18,0.18,1,0
21,19,93,10,841,494,40,21,5,17,17,0,2,12,0,0,5,1,4,0,0,-0.337738619676946,-0.355450236966825,-1.49476831091181,-1.70777988614801,-1.28491620111732,-1.03092783505155,0.40,0.26,0.05,0.17,0.17,0.00,0.02,0.12,0.00,0.00,0.05,0.01,0.04,0.00,0.00,7,0.07,0,0
21,26,102,20,775,471,49,41,9,16,43,1,28,29,11,53,13,0,20,34,0,-0.337738619676946,1.30331753554502,-0.149476831091181,-0.759013282732448,0.558659217877095,1.34020618556701,0.49,0.51,0.09,0.16,0.43,0.01,0.28,0.29,0.11,0.53,0.13,0.00,0.20,0.34,0.00,35,0.35,2,0
20,24,109,36,746,473,55,51,55,26,26,9,51,18,49,18,29,64,49,10,0,-0.484581497797357,0.829383886255924,0.896860986547085,0.759013282732448,1.36871508379888,1.1340206185567,0.55,0.64,0.55,0.26,0.26,0.09,0.51,0.18,0.49,0.18,0.29,0.64,0.49,0.10,0.00,31,0.31,2,0
21,19,104,14,775,497,14,25,37,0,18,0,14,18,0,4,14,18,37,0,0,-0.337738619676946,-0.355450236966825,0.149476831091181,-1.32827324478178,0.558659217877095,-1.34020618556701,0.14,0.31,0.37,0.00,0.18,0.00,0.14,0.18,0.00,0.04,0.14,0.18,0.37,0.00,0.00,8,0.08,0,0
38,25,108,22,832,488,50,44,22,28,28,0,0,47,22,13,30,36,42,14,0,2.15859030837004,1.06635071090047,0.747384155455904,-0.569259962049336,-1.03351955307263,-0.412371134020619,0.50,0.55,0.22,0.28,0.28,0.00,0.00,0.47,0.22,0.13,0.30,0.36,0.42,0.14,0.00,22,0.22,1,0
17,18,102,22,775,487,51,33,5,25,14,0,22,28,0,2,36,28,0,0,0,-0.925110132158591,-0.592417061611374,-0.149476831091181,-0.569259962049336,0.558659217877095,-0.309278350515466,0.51,0.41,0.05,0.25,0.14,0.00,0.22,0.28,0.00,0.02,0.36,0.28,0.00,0.00,0.00,15,0.15,0,0
19,22,106,41,753,480,28,41,23,28,24,41,40,12,29,0,42,34,13,42,0,-0.631424375917768,0.355450236966825,0.448430493273543,1.23339658444023,1.1731843575419,0.412371134020619,0.28,0.51,0.23,0.28,0.24,0.41,0.40,0.12,0.29,0.00,0.42,0.34,0.13,0.42,0.00,12,0.12,0,0
21,25,95,32,838,500,41,28,9,22,48,28,0,5,17,4,16,29,0,20,0,-0.337738619676946,1.06635071090047,-1.19581464872945,0.379506641366224,-1.20111731843576,-1.64948453608248,0.41,0.35,0.09,0.22,0.48,0.28,0.00,0.05,0.17,0.04,0.16,0.29,0.00,0.20,0.00,13,0.13,0,0
38,27,108,32,764,484,29,46,9,0,34,14,33,48,39,4,5,31,29,0,0,2.15859030837004,1.54028436018957,0.747384155455904,0.379506641366224,0.865921787709499,0,0.29,0.58,0.09,0.00,0.34,0.14,0.33,0.48,0.39,0.04,0.05,0.31,0.29,0.00,0.00,16,0.16,1,0
26,15,103,34,850,499,26,27,19,42,0,53,0,11,34,3,44,25,11,22,0,0.39647577092511,-1.30331753554502,0,0.569259962049336,-1.53631284916201,-1.54639175257732,0.26,0.34,0.19,0.42,0.00,0.53,0.00,0.11,0.34,0.03,0.44,0.25,0.11,0.22,0.00,10,0.10,0,0
30,33,119,51,748,472,48,66,75,39,76,67,52,69,51,17,68,76,50,39,0,0.983847283406755,2.96208530805687,2.39162929745889,2.18216318785579,1.31284916201117,1.23711340206186,0.48,0.83,0.75,0.39,0.76,0.67,0.52,0.69,0.51,0.17,0.68,0.76,0.50,0.39,0.00,63,0.63,3,1
24,22,100,33,755,474,47,42,22,41,38,26,45,13,0,37,53,16,50,5,0,0.102790014684288,0.355450236966825,-0.448430493273543,0.47438330170778,1.11731843575419,1.03092783505154,0.47,0.53,0.22,0.41,0.38,0.26,0.45,0.13,0.00,0.37,0.53,0.16,0.50,0.05,0.00,27,0.27,1,0
29,28,112,41,760,470,36,53,18,14,53,47,25,55,53,25,26,13,37,16,0,0.837004405286344,1.77725118483412,1.34529147982063,1.23339658444023,0.977653631284918,1.44329896907216,0.36,0.66,0.18,0.14,0.53,0.47,0.25,0.55,0.53,0.25,0.26,0.13,0.37,0.16,0.00,39,0.39,2,0
10,15,93,32,771,496,35,20,0,0,5,37,45,0,0,0,0,32,19,53,0,-1.95301027900147,-1.30331753554502,-1.49476831091181,0.379506641366224,0.670391061452515,-1.23711340206186,0.35,0.25,0.00,0.00,0.05,0.37,0.45,0.00,0.00,0.00,0.00,0.32,0.19,0.53,0.00,7,0.07,0,0
22,20,108,35,838,490,46,38,38,6,18,12,5,10,13,17,30,36,36,15,0,-0.190895741556535,-0.118483412322275,0.747384155455904,0.664136622390892,-1.20111731843576,-0.618556701030933,0.46,0.48,0.38,0.06,0.18,0.12,0.05,0.10,0.13,0.17,0.30,0.36,0.36,0.15,0.00,16,0.16,1,0
18,15,90,9,845,500,26,13,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.778267254038179,-1.30331753554502,-1.94319880418535,-1.80265654648956,-1.39664804469273,-1.64948453608248,0.26,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2,0.02,0,0
30,22,102,33,775,485,52,41,11,27,24,20,21,23,22,12,16,25,15,27,0,0.983847283406755,0.355450236966825,-0.149476831091181,0.47438330170778,0.558659217877095,-0.103092783505152,0.52,0.51,0.11,0.27,0.24,0.20,0.21,0.23,0.22,0.12,0.16,0.25,0.15,0.27,0.00,39,0.39,2,0
22,24,99,8,834,488,23,25,0,16,29,0,8,36,7,9,26,0,0,17,0,-0.190895741556535,0.829383886255924,-0.597907324364723,-1.89753320683112,-1.08938547486033,-0.412371134020619,0.23,0.31,0.00,0.16,0.29,0.00,0.08,0.36,0.07,0.09,0.26,0.00,0.00,0.17,0.00,12,0.12,0,0
29,16,102,40,817,491,42,36,3,0,0,59,14,52,28,8,0,16,21,2,0,0.837004405286344,-1.06635071090047,-0.149476831091181,1.13851992409867,-0.614525139664804,-0.721649484536085,0.42,0.45,0.03,0.00,0.00,0.59,0.14,0.52,0.28,0.08,0.00,0.16,0.21,0.02,0.00,11,0.11,0,0
26,22,98,26,775,482,48,34,0,5,14,18,10,22,11,2,4,0,27,0,0,0.39647577092511,0.355450236966825,-0.747384155455904,-0.189753320683112,0.558659217877095,0.206185567010305,0.48,0.43,0.00,0.05,0.14,0.18,0.10,0.22,0.11,0.02,0.04,0.00,0.27,0.00,0.00,13,0.13,0,0
31,27,98,18,796,481,32,33,0,4,55,13,8,23,10,21,11,9,1,21,0,1.13069016152717,1.54028436018957,-0.747384155455904,-0.94876660341556,-0.0279329608938542,0.309278350515466,0.32,0.41,0.00,0.04,0.55,0.13,0.08,0.23,0.10,0.21,0.11,0.09,0.01,0.21,0.00,16,0.16,1,0
20,21,102,36,826,479,47,38,9,10,18,47,0,21,31,29,53,37,48,37,0,-0.484581497797357,0.118483412322275,-0.149476831091181,0.759013282732448,-0.865921787709496,0.515463917525771,0.47,0.48,0.09,0.10,0.18,0.47,0.00,0.21,0.31,0.29,0.53,0.37,0.48,0.37,0.00,17,0.17,1,0
21,22,115,14,792,478,56,47,49,28,21,0,19,30,56,24,9,16,34,4,0,-0.337738619676946,0.355450236966825,1.79372197309417,-1.32827324478178,0.0837988826815649,0.618556701030924,0.56,0.59,0.49,0.28,0.21,0.00,0.19,0.30,0.56,0.24,0.09,0.16,0.34,0.04,0.00,37,0.37,2,0
13,15,97,10,841,500,27,12,0,0,0,0,0,0,0,0,0,0,0,0,42,-1.51248164464024,-1.30331753554502,-0.896860986547085,-1.70777988614801,-1.28491620111732,-1.64948453608248,0.27,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,11,0.11,0,0
21,15,101,21,775,478,44,34,42,19,0,35,26,33,0,15,28,1,15,51,0,-0.337738619676946,-1.30331753554502,-0.298953662182362,-0.664136622390892,0.558659217877095,0.618556701030924,0.44,0.43,0.42,0.19,0.00,0.35,0.26,0.33,0.00,0.15,0.28,0.01,0.15,0.51,0.00,15,0.15,0,0
20,21,112,21,757,465,31,39,29,0,11,0,22,0,7,30,10,6,0,14,0,-0.484581497797357,0.118483412322275,1.34529147982063,-0.664136622390892,1.06145251396648,1.95876288659793,0.31,0.49,0.29,0.00,0.11,0.00,0.22,0.00,0.07,0.30,0.10,0.06,0.00,0.14,0.00,11,0.11,0,0
23,15,96,34,770,487,26,25,0,0,0,21,27,38,22,2,0,48,7,14,0,-0.0440528634361235,-1.30331753554502,-1.04633781763827,0.569259962049336,0.698324022346369,-0.309278350515466,0.26,0.31,0.00,0.00,0.00,0.21,0.27,0.38,0.22,0.02,0.00,0.48,0.07,0.14,0.00,8,0.08,0,0
20,16,97,14,821,493,53,25,0,0,0,0,0,0,0,0,0,0,0,0,18,-0.484581497797357,-1.06635071090047,-0.896860986547085,-1.32827324478178,-0.726256983240225,-0.92783505154639,0.53,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,7,0.07,0,0
37,29,112,45,842,496,51,54,56,66,58,56,0,52,49,0,45,63,60,2,0,2.01174743024963,2.01421800947867,1.34529147982063,1.61290322580645,-1.31284916201117,-1.23711340206186,0.51,0.68,0.56,0.66,0.58,0.56,0.00,0.52,0.49,0.00,0.45,0.63,0.60,0.02,0.00,46,0.46,2,1
21,18,101,24,847,500,23,21,2,13,7,0,0,12,36,0,0,19,4,28,0,-0.337738619676946,-0.592417061611374,-0.298953662182362,-0.379506641366224,-1.45251396648045,-1.64948453608248,0.23,0.26,0.02,0.13,0.07,0.00,0.00,0.12,0.36,0.00,0.00,0.19,0.04,0.28,0.00,8,0.08,0,0
30,22,112,18,824,495,63,46,35,29,47,17,0,46,38,0,5,0,14,0,0,0.983847283406755,0.355450236966825,1.34529147982063,-0.94876660341556,-0.810055865921788,-1.1340206185567,0.63,0.58,0.35,0.29,0.47,0.17,0.00,0.46,0.38,0.00,0.05,0.00,0.14,0.00,0.00,37,0.37,2,0
