Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Breakaway_Speed,Power_Inside,Third_Down_Runs,Hole_Recognition,Elusiveness,Speed_Outside,Blitz_Pickup,Avoid_Drops,Get_Downfield,Route_Running,Third_Down_Receiving,Punt_Returns,Kick_Returns,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Breakaway_SpeedZ,Power_InsideZ,Third_Down_RunsZ,Hole_RecognitionZ,ElusivenessZ,Speed_OutsideZ,Blitz_PickupZ,Avoid_DropsZ,Get_DownfieldZ,Route_RunningZ,Third_Down_ReceivingZ,Punt_ReturnsZ,Kick_ReturnsZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
27,17,120,16,709,471,47,52,0,31,65,51,71,29,24,40,59,23,22,0,0,27,53,0.976744186046512,0.843023255813954,0.914396887159534,-0.222222222222222,1.72185430463576,-0.430107526881721,0.47,0.65,0.00,0.31,0.65,0.51,0.71,0.29,0.24,0.40,0.59,0.23,0.22,0.00,0.00,0.27,0.53,28,0.28,1,0
27,15,113,18,744,460,30,41,32,32,0,44,50,22,13,12,30,21,2,0,0,36,12,0.976744186046512,0.261627906976744,-0.447470817120622,0.0952380952380955,-0.59602649006623,0.752688172043014,0.30,0.51,0.32,0.32,0.00,0.44,0.50,0.22,0.13,0.12,0.30,0.21,0.02,0.00,0.00,0.36,0.12,35,0.35,2,0
12,17,119,20,735,484,42,34,0,29,41,7,22,0,7,14,31,30,5,0,0,20,11,-1.34883720930233,0.843023255813954,0.719844357976654,0.412698412698413,0,-1.82795698924731,0.42,0.43,0.00,0.29,0.41,0.07,0.22,0.00,0.07,0.14,0.31,0.30,0.05,0.00,0.00,0.20,0.11,15,0.15,0,0
21,13,108,19,768,482,36,30,0,16,0,29,7,5,35,0,27,16,0,0,0,0,19,0.0465116279069769,-0.319767441860465,-1.42023346303502,0.253968253968254,-2.18543046357616,-1.61290322580646,0.36,0.38,0.00,0.16,0.00,0.29,0.07,0.05,0.35,0.00,0.27,0.16,0.00,0.00,0.00,0.00,0.19,17,0.17,1,0
29,18,115,21,723,465,60,53,31,30,22,28,23,4,16,52,47,54,30,41,0,8,61,1.28682170542636,1.13372093023256,-0.0583657587548633,0.571428571428572,0.794701986754962,0.215053763440856,0.60,0.66,0.31,0.30,0.22,0.28,0.23,0.04,0.16,0.52,0.47,0.54,0.30,0.41,0.00,0.08,0.61,40,0.40,2,1
30,18,124,22,718,460,63,61,42,44,42,43,22,52,15,52,57,33,40,0,0,27,29,1.44186046511628,1.13372093023256,1.69260700389105,0.73015873015873,1.12582781456954,0.752688172043014,0.63,0.76,0.42,0.44,0.42,0.43,0.22,0.52,0.15,0.52,0.57,0.33,0.40,0.00,0.00,0.27,0.29,51,0.51,3,1
18,17,108,14,735,465,56,39,16,49,20,10,18,53,24,0,6,6,15,0,0,0,3,-0.418604651162791,0.843023255813954,-1.42023346303502,-0.539682539682539,0,0.215053763440856,0.56,0.49,0.16,0.49,0.20,0.10,0.18,0.53,0.24,0.00,0.06,0.06,0.15,0.00,0.00,0.00,0.03,19,0.19,1,0
12,9,104,18,735,463,52,32,32,0,0,25,28,42,17,8,14,19,3,0,0,0,2,-1.34883720930233,-1.48255813953488,-2.19844357976654,0.0952380952380955,0,0.430107526881721,0.52,0.40,0.32,0.00,0.00,0.25,0.28,0.42,0.17,0.08,0.14,0.19,0.03,0.00,0.00,0.00,0.02,21,0.21,1,0
12,14,121,18,735,470,38,35,19,16,41,0,38,0,27,32,0,34,16,0,0,36,2,-1.34883720930233,-0.0290697674418604,1.10894941634241,0.0952380952380955,0,-0.322580645161293,0.38,0.44,0.19,0.16,0.41,0.00,0.38,0.00,0.27,0.32,0.00,0.34,0.16,0.00,0.00,0.36,0.02,17,0.17,1,0
23,20,126,27,735,444,64,63,52,58,46,29,65,40,66,51,11,31,32,0,0,71,37,0.356589147286822,1.71511627906977,2.08171206225681,1.52380952380952,0,2.47311827956989,0.64,0.79,0.52,0.58,0.46,0.29,0.65,0.40,0.66,0.51,0.11,0.31,0.32,0.00,0.00,0.71,0.37,52,0.52,3,1
36,12,120,18,722,467,61,54,11,1,14,18,71,14,25,2,0,9,40,0,0,23,45,2.37209302325581,-0.61046511627907,0.914396887159534,0.0952380952380955,0.86092715231788,0,0.61,0.68,0.11,0.01,0.14,0.18,0.71,0.14,0.25,0.02,0.00,0.09,0.40,0.00,0.00,0.23,0.45,40,0.40,2,1
20,13,120,14,735,464,40,41,39,19,36,10,23,13,9,19,4,19,66,0,0,55,26,-0.108527131782946,-0.319767441860465,0.914396887159534,-0.539682539682539,0,0.322580645161293,0.40,0.51,0.39,0.19,0.36,0.10,0.23,0.13,0.09,0.19,0.04,0.19,0.66,0.00,0.00,0.55,0.26,31,0.31,2,0
34,18,110,10,729,453,32,45,46,34,24,61,26,12,14,36,68,9,64,0,0,0,62,2.06201550387597,1.13372093023256,-1.03112840466926,-1.17460317460317,0.397350993377481,1.50537634408602,0.32,0.56,0.46,0.34,0.24,0.61,0.26,0.12,0.14,0.36,0.68,0.09,0.64,0.00,0.00,0.00,0.62,20,0.20,1,0
17,9,111,18,760,466,49,34,19,0,15,0,36,22,24,66,0,59,40,0,0,18,34,-0.573643410852713,-1.48255813953488,-0.836575875486381,0.0952380952380955,-1.65562913907285,0.107526881720428,0.49,0.43,0.19,0.00,0.15,0.00,0.36,0.22,0.24,0.66,0.00,0.59,0.40,0.00,0.00,0.18,0.34,14,0.14,0,0
18,12,117,16,744,462,47,41,33,9,21,14,3,36,22,0,38,23,58,0,0,39,0,-0.418604651162791,-0.61046511627907,0.330739299610895,-0.222222222222222,-0.59602649006623,0.537634408602149,0.47,0.51,0.33,0.09,0.21,0.14,0.03,0.36,0.22,0.00,0.38,0.23,0.58,0.00,0.00,0.39,0.00,21,0.21,1,0
18,18,116,13,753,476,29,34,4,26,13,28,0,0,0,33,0,1,12,0,9,0,32,-0.418604651162791,1.13372093023256,0.136186770428016,-0.698412698412698,-1.19205298013245,-0.967741935483869,0.29,0.43,0.04,0.26,0.13,0.28,0.00,0.00,0.00,0.33,0.00,0.01,0.12,0.00,0.09,0.00,0.32,13,0.13,0,0
19,11,120,6,764,482,50,34,0,9,37,1,18,29,0,0,0,0,0,0,0,7,0,-0.263565891472868,-0.901162790697674,0.914396887159534,-1.80952380952381,-1.9205298013245,-1.61290322580646,0.50,0.43,0.00,0.09,0.37,0.01,0.18,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,19,0.19,1,0
14,9,117,25,731,474,34,33,0,0,35,12,33,39,30,0,34,25,16,0,0,4,1,-1.03875968992248,-1.48255813953488,0.330739299610895,1.20634920634921,0.264900662251656,-0.752688172043014,0.34,0.41,0.00,0.00,0.35,0.12,0.33,0.39,0.30,0.00,0.34,0.25,0.16,0.00,0.00,0.04,0.01,19,0.19,1,0
19,12,118,14,723,481,72,44,0,12,7,0,8,11,18,0,6,4,0,0,0,18,3,-0.263565891472868,-0.61046511627907,0.525291828793775,-0.539682539682539,0.794701986754962,-1.50537634408602,0.72,0.55,0.00,0.12,0.07,0.00,0.08,0.11,0.18,0.00,0.06,0.04,0.00,0.00,0.00,0.18,0.03,13,0.13,0,0
11,9,110,19,758,465,43,25,14,0,0,0,16,53,40,0,2,5,0,0,0,12,1,-1.50387596899225,-1.48255813953488,-1.03112840466926,0.253968253968254,-1.52317880794702,0.215053763440856,0.43,0.31,0.14,0.00,0.00,0.00,0.16,0.53,0.40,0.00,0.02,0.05,0.00,0.00,0.00,0.12,0.01,13,0.13,0,0
12,12,119,11,732,485,54,34,0,19,32,5,71,7,10,65,24,24,37,58,0,31,8,-1.34883720930233,-0.61046511627907,0.719844357976654,-1.01587301587302,0.198675496688737,-1.93548387096774,0.54,0.43,0.00,0.19,0.32,0.05,0.71,0.07,0.10,0.65,0.24,0.24,0.37,0.58,0.00,0.31,0.08,22,0.22,1,0
19,15,113,15,754,465,44,35,12,17,0,6,2,12,28,0,0,0,0,29,51,6,5,-0.263565891472868,0.261627906976744,-0.447470817120622,-0.380952380952381,-1.25827814569537,0.215053763440856,0.44,0.44,0.12,0.17,0.00,0.06,0.02,0.12,0.28,0.00,0.00,0.00,0.00,0.29,0.51,0.06,0.05,21,0.21,1,0
35,17,117,28,740,448,58,56,53,30,16,32,11,21,69,12,45,14,48,0,0,2,33,2.21705426356589,0.843023255813954,0.330739299610895,1.68253968253968,-0.331125827814574,2.04301075268817,0.58,0.70,0.53,0.30,0.16,0.32,0.11,0.21,0.69,0.12,0.45,0.14,0.48,0.00,0.00,0.02,0.33,33,0.33,2,0
20,18,116,20,726,466,31,41,16,33,34,32,52,14,16,32,10,40,50,0,0,0,28,-0.108527131782946,1.13372093023256,0.136186770428016,0.412698412698413,0.596026490066224,0.107526881720428,0.31,0.51,0.16,0.33,0.34,0.32,0.52,0.14,0.16,0.32,0.10,0.40,0.50,0.00,0.00,0.00,0.28,19,0.19,1,0
18,9,117,13,746,465,34,34,40,0,31,27,37,0,14,37,0,0,0,2,0,0,0,-0.418604651162791,-1.48255813953488,0.330739299610895,-0.698412698412698,-0.728476821192055,0.215053763440856,0.34,0.43,0.40,0.00,0.31,0.27,0.37,0.00,0.14,0.37,0.00,0.00,0.00,0.02,0.00,0.00,0.00,16,0.16,1,0
25,11,117,16,727,453,47,46,39,5,12,8,71,59,8,8,39,20,0,26,0,11,36,0.666666666666667,-0.901162790697674,0.330739299610895,-0.222222222222222,0.529801324503312,1.50537634408602,0.47,0.58,0.39,0.05,0.12,0.08,0.71,0.59,0.08,0.08,0.39,0.20,0.00,0.26,0.00,0.11,0.36,20,0.20,1,0
24,12,106,10,753,465,51,35,40,6,0,7,2,0,4,19,0,0,10,0,0,13,0,0.511627906976744,-0.61046511627907,-1.80933852140078,-1.17460317460317,-1.19205298013245,0.215053763440856,0.51,0.44,0.40,0.06,0.00,0.07,0.02,0.00,0.04,0.19,0.00,0.00,0.10,0.00,0.00,0.13,0.00,20,0.20,1,0
26,10,120,15,734,465,63,49,18,0,8,14,27,32,3,20,0,24,19,0,0,25,34,0.821705426356589,-1.19186046511628,0.914396887159534,-0.380952380952381,0.0662251655629125,0.215053763440856,0.63,0.61,0.18,0.00,0.08,0.14,0.27,0.32,0.03,0.20,0.00,0.24,0.19,0.00,0.00,0.25,0.34,36,0.36,2,0
24,17,123,23,737,465,66,56,18,35,17,69,5,22,56,16,8,0,51,71,58,56,67,0.511627906976744,0.843023255813954,1.49805447470817,0.888888888888889,-0.132450331125831,0.215053763440856,0.66,0.70,0.18,0.35,0.17,0.69,0.05,0.22,0.56,0.16,0.08,0.00,0.51,0.71,0.58,0.56,0.67,37,0.37,2,0
17,18,116,23,756,471,49,41,0,33,9,11,8,42,26,45,8,39,30,10,0,66,28,-0.573643410852713,1.13372093023256,0.136186770428016,0.888888888888889,-1.39072847682119,-0.430107526881721,0.49,0.51,0.00,0.33,0.09,0.11,0.08,0.42,0.26,0.45,0.08,0.39,0.30,0.10,0.00,0.66,0.28,25,0.25,1,0
18,9,119,15,745,454,40,38,39,0,40,8,4,43,0,14,34,37,21,0,20,22,10,-0.418604651162791,-1.48255813953488,0.719844357976654,-0.380952380952381,-0.662251655629143,1.39784946236559,0.40,0.48,0.39,0.00,0.40,0.08,0.04,0.43,0.00,0.14,0.34,0.37,0.21,0.00,0.20,0.22,0.10,22,0.22,1,0
32,18,121,29,710,465,48,53,15,35,9,0,42,0,30,0,0,37,23,0,0,10,1,1.75193798449612,1.13372093023256,1.10894941634241,1.84126984126984,1.65562913907285,0.215053763440856,0.48,0.66,0.15,0.35,0.09,0.00,0.42,0.00,0.30,0.00,0.00,0.37,0.23,0.00,0.00,0.10,0.01,24,0.24,1,0
27,10,111,25,754,476,35,37,0,0,0,56,52,6,51,9,10,68,47,0,0,15,47,0.976744186046512,-1.19186046511628,-0.836575875486381,1.20634920634921,-1.25827814569537,-0.967741935483869,0.35,0.46,0.00,0.00,0.00,0.56,0.52,0.06,0.51,0.09,0.10,0.68,0.47,0.00,0.00,0.15,0.47,18,0.18,1,0
26,9,117,18,735,470,64,46,7,0,0,4,38,38,25,28,28,19,11,5,0,15,0,0.821705426356589,-1.48255813953488,0.330739299610895,0.0952380952380955,0,-0.322580645161293,0.64,0.58,0.07,0.00,0.00,0.04,0.38,0.38,0.25,0.28,0.28,0.19,0.11,0.05,0.00,0.15,0.00,21,0.21,1,0
18,20,112,14,739,472,30,33,0,34,3,0,15,15,2,29,12,0,0,0,0,8,8,-0.418604651162791,1.71511627906977,-0.642023346303501,-0.539682539682539,-0.264900662251656,-0.537634408602149,0.30,0.41,0.00,0.34,0.03,0.00,0.15,0.15,0.02,0.29,0.12,0.00,0.00,0.00,0.00,0.08,0.08,9,0.09,0,0
18,10,113,17,735,465,31,37,39,19,33,28,71,29,20,0,44,53,52,18,0,44,16,-0.418604651162791,-1.19186046511628,-0.447470817120622,-0.0634920634920633,0,0.215053763440856,0.31,0.46,0.39,0.19,0.33,0.28,0.71,0.29,0.20,0.00,0.44,0.53,0.52,0.18,0.00,0.44,0.16,24,0.24,1,0
18,19,113,17,735,455,37,41,45,57,0,2,58,44,17,43,52,25,27,0,0,24,44,-0.418604651162791,1.42441860465116,-0.447470817120622,-0.0634920634920633,0,1.29032258064516,0.37,0.51,0.45,0.57,0.00,0.02,0.58,0.44,0.17,0.43,0.52,0.25,0.27,0.00,0.00,0.24,0.44,22,0.22,1,0
32,12,109,9,756,472,41,36,11,6,0,31,0,13,0,14,9,23,32,36,44,0,0,1.75193798449612,-0.61046511627907,-1.22568093385214,-1.33333333333333,-1.39072847682119,-0.537634408602149,0.41,0.45,0.11,0.06,0.00,0.31,0.00,0.13,0.00,0.14,0.09,0.23,0.32,0.36,0.44,0.00,0.00,21,0.21,1,0
21,10,119,14,760,474,54,40,8,0,3,28,65,10,54,16,0,15,16,0,0,68,34,0.0465116279069769,-1.19186046511628,0.719844357976654,-0.539682539682539,-1.65562913907285,-0.752688172043014,0.54,0.50,0.08,0.00,0.03,0.28,0.65,0.10,0.54,0.16,0.00,0.15,0.16,0.00,0.00,0.68,0.34,21,0.21,1,0
21,15,115,19,762,465,30,37,31,27,28,27,0,0,38,25,0,32,0,0,5,27,52,0.0465116279069769,0.261627906976744,-0.0583657587548633,0.253968253968254,-1.78807947019868,0.215053763440856,0.30,0.46,0.31,0.27,0.28,0.27,0.00,0.00,0.38,0.25,0.00,0.32,0.00,0.00,0.05,0.27,0.52,32,0.32,2,0
12,11,107,24,749,469,35,24,24,0,14,0,9,0,31,20,13,28,63,0,0,0,0,-1.34883720930233,-0.901162790697674,-1.6147859922179,1.04761904761905,-0.927152317880799,-0.215053763440865,0.35,0.30,0.24,0.00,0.14,0.00,0.09,0.00,0.31,0.20,0.13,0.28,0.63,0.00,0.00,0.00,0.00,8,0.08,0,0
18,15,111,20,771,469,61,38,11,34,0,8,2,24,48,44,4,11,24,0,0,19,44,-0.418604651162791,0.261627906976744,-0.836575875486381,0.412698412698413,-2.3841059602649,-0.215053763440865,0.61,0.48,0.11,0.34,0.00,0.08,0.02,0.24,0.48,0.44,0.04,0.11,0.24,0.00,0.00,0.19,0.44,23,0.23,1,0
31,22,126,29,707,454,33,62,54,71,25,26,10,57,37,41,59,19,20,0,0,32,71,1.5968992248062,2.29651162790698,2.08171206225681,1.84126984126984,1.85430463576159,1.39784946236559,0.33,0.78,0.54,0.71,0.25,0.26,0.10,0.57,0.37,0.41,0.59,0.19,0.20,0.00,0.00,0.32,0.71,85,0.85,5,1
12,9,117,18,724,468,41,34,11,0,47,0,71,18,0,0,40,67,0,0,0,36,14,-1.34883720930233,-1.48255813953488,0.330739299610895,0.0952380952380955,0.728476821192049,-0.107526881720428,0.41,0.43,0.11,0.00,0.47,0.00,0.71,0.18,0.00,0.00,0.40,0.67,0.00,0.00,0.00,0.36,0.14,22,0.22,1,0
21,15,112,13,735,475,39,38,14,33,39,42,20,6,9,10,18,23,0,0,0,5,10,0.0465116279069769,0.261627906976744,-0.642023346303501,-0.698412698412698,0,-0.860215053763442,0.39,0.48,0.14,0.33,0.39,0.42,0.20,0.06,0.09,0.10,0.18,0.23,0.00,0.00,0.00,0.05,0.10,22,0.22,1,0
32,17,122,22,710,462,62,64,30,46,69,71,68,20,50,71,40,4,25,0,0,50,14,1.75193798449612,0.843023255813954,1.30350194552529,0.73015873015873,1.65562913907285,0.537634408602149,0.62,0.80,0.30,0.46,0.69,0.71,0.68,0.20,0.50,0.71,0.40,0.04,0.25,0.00,0.00,0.50,0.14,49,0.49,2,1
20,9,106,7,735,485,24,27,0,0,0,58,56,0,7,4,6,23,5,0,0,36,0,-0.108527131782946,-1.48255813953488,-1.80933852140078,-1.65079365079365,0,-1.93548387096774,0.24,0.34,0.00,0.00,0.00,0.58,0.56,0.00,0.07,0.04,0.06,0.23,0.05,0.00,0.00,0.36,0.00,18,0.18,1,0
18,9,105,19,744,465,57,37,25,0,0,15,16,35,46,11,19,0,27,0,0,1,0,-0.418604651162791,-1.48255813953488,-2.00389105058366,0.253968253968254,-0.59602649006623,0.215053763440856,0.57,0.46,0.25,0.00,0.00,0.15,0.16,0.35,0.46,0.11,0.19,0.00,0.27,0.00,0.00,0.01,0.00,24,0.24,1,0
10,15,117,6,732,470,42,31,11,28,13,0,49,8,0,30,5,0,2,0,0,40,0,-1.65891472868217,0.261627906976744,0.330739299610895,-1.80952380952381,0.198675496688737,-0.322580645161293,0.42,0.39,0.11,0.28,0.13,0.00,0.49,0.08,0.00,0.30,0.05,0.00,0.02,0.00,0.00,0.40,0.00,17,0.17,1,0
24,14,109,14,724,463,44,41,41,14,0,35,53,11,15,19,20,0,23,0,0,4,0,0.511627906976744,-0.0290697674418604,-1.22568093385214,-0.539682539682539,0.728476821192049,0.430107526881721,0.44,0.51,0.41,0.14,0.00,0.35,0.53,0.11,0.15,0.19,0.20,0.00,0.23,0.00,0.00,0.04,0.00,24,0.24,1,0
15,13,125,24,718,457,54,46,20,0,7,0,25,30,20,7,10,3,4,0,0,13,9,-0.883720930232558,-0.319767441860465,1.88715953307393,1.04761904761905,1.12582781456954,1.0752688172043,0.54,0.58,0.20,0.00,0.07,0.00,0.25,0.30,0.20,0.07,0.10,0.03,0.04,0.00,0.00,0.13,0.09,21,0.21,1,0
17,11,125,18,716,459,55,47,41,0,2,2,70,0,8,4,0,13,12,0,0,9,14,-0.573643410852713,-0.901162790697674,1.88715953307393,0.0952380952380955,1.25827814569536,0.860215053763442,0.55,0.59,0.41,0.00,0.02,0.02,0.70,0.00,0.08,0.04,0.00,0.13,0.12,0.00,0.00,0.09,0.14,28,0.28,1,0
13,15,104,18,762,464,19,25,24,24,5,36,12,28,44,0,0,4,12,0,0,0,66,-1.1937984496124,0.261627906976744,-2.19844357976654,0.0952380952380955,-1.78807947019868,0.322580645161293,0.19,0.31,0.24,0.24,0.05,0.36,0.12,0.28,0.44,0.00,0.00,0.04,0.12,0.00,0.00,0.00,0.66,17,0.17,1,0
17,13,114,16,721,478,54,39,0,14,33,0,70,5,9,41,43,29,0,32,17,7,66,-0.573643410852713,-0.319767441860465,-0.252918287937743,-0.222222222222222,0.927152317880793,-1.18279569892473,0.54,0.49,0.00,0.14,0.33,0.00,0.70,0.05,0.09,0.41,0.43,0.29,0.00,0.32,0.17,0.07,0.66,18,0.18,1,0
18,19,116,18,740,468,39,39,9,34,8,35,0,2,0,23,0,20,0,0,0,0,0,-0.418604651162791,1.42441860465116,0.136186770428016,0.0952380952380955,-0.331125827814574,-0.107526881720428,0.39,0.49,0.09,0.34,0.08,0.35,0.00,0.02,0.00,0.23,0.00,0.20,0.00,0.00,0.00,0.00,0.00,14,0.14,0,0
11,14,113,18,770,458,50,33,38,22,24,19,0,20,6,51,0,45,39,0,0,0,41,-1.50387596899225,-0.0290697674418604,-0.447470817120622,0.0952380952380955,-2.31788079470199,0.967741935483869,0.50,0.41,0.38,0.22,0.24,0.19,0.00,0.20,0.06,0.51,0.00,0.45,0.39,0.00,0.00,0.00,0.41,13,0.13,0,0
23,9,126,21,715,464,30,49,40,0,49,56,65,0,0,0,45,61,70,0,0,59,25,0.356589147286822,-1.48255813953488,2.08171206225681,0.571428571428572,1.32450331125827,0.322580645161293,0.30,0.61,0.40,0.00,0.49,0.56,0.65,0.00,0.00,0.00,0.45,0.61,0.70,0.00,0.00,0.59,0.25,39,0.39,2,0
26,15,112,15,715,479,42,43,0,17,0,13,70,18,21,45,21,13,43,48,0,46,52,0.821705426356589,0.261627906976744,-0.642023346303501,-0.380952380952381,1.32450331125827,-1.29032258064516,0.42,0.54,0.00,0.17,0.00,0.13,0.70,0.18,0.21,0.45,0.21,0.13,0.43,0.48,0.00,0.46,0.52,19,0.19,1,0
14,13,118,15,728,481,61,38,0,5,33,3,61,0,13,0,49,7,11,0,0,28,37,-1.03875968992248,-0.319767441860465,0.525291828793775,-0.380952380952381,0.463576158940393,-1.50537634408602,0.61,0.48,0.00,0.05,0.33,0.03,0.61,0.00,0.13,0.00,0.49,0.07,0.11,0.00,0.00,0.28,0.37,19,0.19,1,0
13,9,113,13,729,460,53,35,24,0,0,35,53,36,7,31,1,3,2,0,0,34,0,-1.1937984496124,-1.48255813953488,-0.447470817120622,-0.698412698412698,0.397350993377481,0.752688172043014,0.53,0.44,0.24,0.00,0.00,0.35,0.53,0.36,0.07,0.31,0.01,0.03,0.02,0.00,0.00,0.34,0.00,24,0.24,1,0
27,20,113,32,722,465,62,54,15,55,0,39,59,0,22,21,40,38,26,0,0,28,1,0.976744186046512,1.71511627906977,-0.447470817120622,2.31746031746032,0.86092715231788,0.215053763440856,0.62,0.68,0.15,0.55,0.00,0.39,0.59,0.00,0.22,0.21,0.40,0.38,0.26,0.00,0.00,0.28,0.01,46,0.46,2,1
18,11,119,27,744,452,33,41,38,0,0,48,25,15,50,0,16,15,34,0,0,61,22,-0.418604651162791,-0.901162790697674,0.719844357976654,1.52380952380952,-0.59602649006623,1.61290322580646,0.33,0.51,0.38,0.00,0.00,0.48,0.25,0.15,0.50,0.00,0.16,0.15,0.34,0.00,0.00,0.61,0.22,18,0.18,1,0
18,9,108,10,747,474,29,26,0,0,0,22,21,33,7,0,1,8,18,0,0,0,0,-0.418604651162791,-1.48255813953488,-1.42023346303502,-1.17460317460317,-0.794701986754968,-0.752688172043014,0.29,0.33,0.00,0.00,0.00,0.22,0.21,0.33,0.07,0.00,0.01,0.08,0.18,0.00,0.00,0.00,0.00,21,0.21,1,0
18,9,107,21,753,485,62,34,0,0,24,24,8,0,25,16,5,36,44,21,0,0,13,-0.418604651162791,-1.48255813953488,-1.6147859922179,0.571428571428572,-1.19205298013245,-1.93548387096774,0.62,0.43,0.00,0.00,0.24,0.24,0.08,0.00,0.25,0.16,0.05,0.36,0.44,0.21,0.00,0.00,0.13,15,0.15,0,0
18,11,120,9,740,472,49,37,0,5,41,0,47,33,0,0,14,7,8,0,0,15,6,-0.418604651162791,-0.901162790697674,0.914396887159534,-1.33333333333333,-0.331125827814574,-0.537634408602149,0.49,0.46,0.00,0.05,0.41,0.00,0.47,0.33,0.00,0.00,0.14,0.07,0.08,0.00,0.00,0.15,0.06,11,0.11,0,0
25,18,114,14,738,459,36,43,38,42,43,2,54,5,0,55,0,31,43,0,0,53,60,0.666666666666667,1.13372093023256,-0.252918287937743,-0.539682539682539,-0.198675496688743,0.860215053763442,0.36,0.54,0.38,0.42,0.43,0.02,0.54,0.05,0.00,0.55,0.00,0.31,0.43,0.00,0.00,0.53,0.60,21,0.21,1,0
23,15,122,8,735,485,47,41,0,29,17,14,70,0,6,0,0,0,0,0,0,61,26,0.356589147286822,0.261627906976744,1.30350194552529,-1.49206349206349,0,-1.93548387096774,0.47,0.51,0.00,0.29,0.17,0.14,0.70,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.26,23,0.23,1,0
21,11,114,11,735,464,40,37,25,0,10,7,61,30,8,43,43,15,6,0,0,57,28,0.0465116279069769,-0.901162790697674,-0.252918287937743,-1.01587301587302,0,0.322580645161293,0.40,0.46,0.25,0.00,0.10,0.07,0.61,0.30,0.08,0.43,0.43,0.15,0.06,0.00,0.00,0.57,0.28,14,0.14,0,0
18,12,116,18,735,477,46,40,5,21,43,15,27,36,40,58,30,45,44,0,70,47,45,-0.418604651162791,-0.61046511627907,0.136186770428016,0.0952380952380955,0,-1.0752688172043,0.46,0.50,0.05,0.21,0.43,0.15,0.27,0.36,0.40,0.58,0.30,0.45,0.44,0.00,0.70,0.47,0.45,21,0.21,1,0
21,13,113,19,717,463,63,49,37,3,45,38,70,0,23,38,15,29,10,0,56,19,29,0.0465116279069769,-0.319767441860465,-0.447470817120622,0.253968253968254,1.19205298013245,0.430107526881721,0.63,0.61,0.37,0.03,0.45,0.38,0.70,0.00,0.23,0.38,0.15,0.29,0.10,0.00,0.56,0.19,0.29,29,0.29,1,0
30,18,117,26,735,468,38,46,0,25,48,0,5,8,13,13,20,60,29,0,0,34,3,1.44186046511628,1.13372093023256,0.330739299610895,1.36507936507937,0,-0.107526881720428,0.38,0.58,0.00,0.25,0.48,0.00,0.05,0.08,0.13,0.13,0.20,0.60,0.29,0.00,0.00,0.34,0.03,14,0.14,0,0
19,15,111,19,755,480,35,31,0,30,0,0,0,10,23,0,4,2,23,0,0,1,21,-0.263565891472868,0.261627906976744,-0.836575875486381,0.253968253968254,-1.32450331125828,-1.39784946236559,0.35,0.39,0.00,0.30,0.00,0.00,0.00,0.10,0.23,0.00,0.04,0.02,0.23,0.00,0.00,0.01,0.21,9,0.09,0,0
20,15,115,16,738,477,35,36,0,33,2,32,4,16,16,43,51,23,33,0,0,12,31,-0.108527131782946,0.261627906976744,-0.0583657587548633,-0.222222222222222,-0.198675496688743,-1.0752688172043,0.35,0.45,0.00,0.33,0.02,0.32,0.04,0.16,0.16,0.43,0.51,0.23,0.33,0.00,0.00,0.12,0.31,20,0.20,1,0
20,15,124,14,718,467,73,55,0,13,70,18,70,21,32,34,0,23,11,0,0,56,70,-0.108527131782946,0.261627906976744,1.69260700389105,-0.539682539682539,1.12582781456954,0,0.73,0.69,0.00,0.13,0.70,0.18,0.70,0.21,0.32,0.34,0.00,0.23,0.11,0.00,0.00,0.56,0.70,32,0.32,2,0
31,10,115,13,724,476,58,47,2,0,39,49,55,0,20,46,28,4,0,0,0,14,23,1.5968992248062,-1.19186046511628,-0.0583657587548633,-0.698412698412698,0.728476821192049,-0.967741935483869,0.58,0.59,0.02,0.00,0.39,0.49,0.55,0.00,0.20,0.46,0.28,0.04,0.00,0.00,0.00,0.14,0.23,22,0.22,1,0
16,18,115,25,722,457,37,40,44,36,13,0,15,5,14,25,8,3,3,0,0,0,0,-0.728682170542636,1.13372093023256,-0.0583657587548633,1.20634920634921,0.86092715231788,1.0752688172043,0.37,0.50,0.44,0.36,0.13,0.00,0.15,0.05,0.14,0.25,0.08,0.03,0.03,0.00,0.00,0.00,0.00,16,0.16,1,0
22,16,116,16,750,472,45,39,13,46,11,0,1,11,17,5,25,4,0,0,0,18,6,0.201550387596899,0.552325581395349,0.136186770428016,-0.222222222222222,-0.993377483443711,-0.537634408602149,0.45,0.49,0.13,0.46,0.11,0.00,0.01,0.11,0.17,0.05,0.25,0.04,0.00,0.00,0.00,0.18,0.06,17,0.17,1,0
21,15,115,13,731,471,36,41,19,15,45,70,12,0,28,12,56,0,8,46,21,3,0,0.0465116279069769,0.261627906976744,-0.0583657587548633,-0.698412698412698,0.264900662251656,-0.430107526881721,0.36,0.51,0.19,0.15,0.45,0.70,0.12,0.00,0.28,0.12,0.56,0.00,0.08,0.46,0.21,0.03,0.00,24,0.24,1,0
