Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Defense,Man_to_Man_Defense,Zone_Defense,Bump_and_Run_Defense,Play_Diagnosis,Punishing_Hitter,Intercepting,Punt_Returns,Kick_Returns,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_DefenseZ,Man_to_Man_DefenseZ,Zone_DefenseZ,Bump_and_Run_DefenseZ,Play_DiagnosisZ,Punishing_HitterZ,InterceptingZ,Punt_ReturnsZ,Kick_ReturnsZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
19,9,106,40,720,452,59,45,19,22,42,37,37,0,52,0,0,15,5,-0.463768115942029,-0.7421875,-0.275862068965518,0.530785562632696,0.298507462686565,0.379746835443041,0.59,0.56,0.19,0.22,0.42,0.37,0.37,0.00,0.52,0.00,0.00,0.15,0.05,23,0.23,1,0
30,12,103,42,733,452,56,46,12,32,20,14,15,45,33,0,0,0,7,1.1304347826087,0.4296875,-0.965517241379311,0.743099787685775,-0.348258706467663,0.379746835443041,0.56,0.58,0.12,0.32,0.20,0.14,0.15,0.45,0.33,0.00,0.00,0.00,0.07,18,0.18,1,0
28,13,116,41,717,460,60,48,38,0,22,37,8,35,26,0,50,65,46,0.840579710144928,0.8203125,2.02298850574713,0.636942675159236,0.44776119402985,-0.632911392405061,0.60,0.60,0.38,0.00,0.22,0.37,0.08,0.35,0.26,0.00,0.50,0.65,0.46,20,0.20,1,0
27,9,107,38,720,461,57,39,23,31,0,4,0,0,58,0,0,0,24,0.695652173913044,-0.7421875,-0.0459770114942535,0.318471337579618,0.298507462686565,-0.759493670886082,0.57,0.49,0.23,0.31,0.00,0.04,0.00,0.00,0.58,0.00,0.00,0.00,0.24,11,0.11,0,0
33,12,109,39,702,444,47,52,26,44,42,16,53,0,0,0,0,31,28,1.56521739130435,0.4296875,0.413793103448275,0.424628450106157,1.19402985074627,1.39240506329113,0.47,0.65,0.26,0.44,0.42,0.16,0.53,0.00,0.00,0.00,0.00,0.31,0.28,27,0.27,1,0
22,12,106,40,720,462,33,37,18,13,8,13,29,43,41,0,0,38,4,-0.0289855072463767,0.4296875,-0.275862068965518,0.530785562632696,0.298507462686565,-0.886075949367092,0.33,0.46,0.18,0.13,0.08,0.13,0.29,0.43,0.41,0.00,0.00,0.38,0.04,16,0.16,1,0
20,7,104,38,720,451,36,36,20,21,43,0,12,10,3,0,0,24,20,-0.318840579710145,-1.5234375,-0.735632183908047,0.318471337579618,0.298507462686565,0.506329113924051,0.36,0.45,0.20,0.21,0.43,0.00,0.12,0.10,0.03,0.00,0.00,0.24,0.20,12,0.12,0,0
15,10,107,42,746,467,31,27,9,0,0,13,0,17,41,0,0,50,0,-1.04347826086956,-0.3515625,-0.0459770114942535,0.743099787685775,-0.995024875621891,-1.51898734177215,0.31,0.34,0.09,0.00,0.00,0.13,0.00,0.17,0.41,0.00,0.00,0.50,0.00,11,0.11,0,0
16,12,109,29,720,447,44,44,36,33,29,39,0,25,40,0,0,11,11,-0.898550724637681,0.4296875,0.413793103448275,-0.636942675159236,0.298507462686565,1.0126582278481,0.44,0.55,0.36,0.33,0.29,0.39,0.00,0.25,0.40,0.00,0.00,0.11,0.11,16,0.16,1,0
25,12,103,27,717,462,32,34,22,0,29,18,12,29,0,0,0,10,14,0.405797101449275,0.4296875,-0.965517241379311,-0.849256900212314,0.44776119402985,-0.886075949367092,0.32,0.43,0.22,0.00,0.29,0.18,0.12,0.29,0.00,0.00,0.00,0.10,0.14,13,0.13,0,0
23,12,112,28,722,464,34,32,5,0,0,10,0,43,35,0,0,56,33,0.115942028985507,0.4296875,1.10344827586207,-0.743099787685775,0.199004975124378,-1.13924050632911,0.34,0.40,0.05,0.00,0.00,0.10,0.00,0.43,0.35,0.00,0.00,0.56,0.33,10,0.10,0,0
14,6,108,15,760,471,25,10,0,0,3,0,19,15,0,0,8,43,27,-1.18840579710145,-1.9140625,0.183908045977011,-2.12314225053079,-1.69154228855721,-2.0253164556962,0.25,0.13,0.00,0.00,0.03,0.00,0.19,0.15,0.00,0.00,0.08,0.43,0.27,4,0.04,0,0
33,12,103,41,718,450,54,51,29,52,16,48,49,34,40,0,0,19,45,1.56521739130435,0.4296875,-0.965517241379311,0.636942675159236,0.398009950248757,0.632911392405061,0.54,0.64,0.29,0.52,0.16,0.48,0.49,0.34,0.40,0.00,0.00,0.19,0.45,43,0.43,2,1
19,13,104,44,711,445,54,52,30,26,37,16,5,37,6,0,0,26,13,-0.463768115942029,0.8203125,-0.735632183908047,0.955414012738854,0.746268656716415,1.26582278481012,0.54,0.65,0.30,0.26,0.37,0.16,0.05,0.37,0.06,0.00,0.00,0.26,0.13,56,0.56,3,1
35,12,106,45,754,462,26,34,0,0,21,30,46,0,32,0,0,48,0,1.85507246376812,0.4296875,-0.275862068965518,1.06157112526539,-1.39303482587065,-0.886075949367092,0.26,0.43,0.00,0.00,0.21,0.30,0.46,0.00,0.32,0.00,0.00,0.48,0.00,12,0.12,0,0
29,14,109,37,737,454,53,45,3,11,36,56,11,0,28,0,0,0,3,0.985507246376812,1.2109375,0.413793103448275,0.212314225053079,-0.547263681592041,0.12658227848101,0.53,0.56,0.03,0.11,0.36,0.56,0.11,0.00,0.28,0.00,0.00,0.00,0.03,24,0.24,1,0
22,12,107,41,719,452,32,44,40,29,54,50,41,7,11,0,0,49,13,-0.0289855072463767,0.4296875,-0.0459770114942535,0.636942675159236,0.348258706467659,0.379746835443041,0.32,0.55,0.40,0.29,0.54,0.50,0.41,0.07,0.11,0.00,0.00,0.49,0.13,53,0.53,3,1
22,7,119,13,718,472,20,18,29,0,0,0,29,12,0,4,27,6,1,-0.0289855072463767,-1.5234375,2.71264367816092,-2.33545647558386,0.398009950248757,-2.15189873417721,0.20,0.23,0.29,0.00,0.00,0.00,0.29,0.12,0.00,0.04,0.27,0.06,0.01,3,0.03,0,0
19,12,104,23,720,452,33,38,35,46,17,29,30,53,25,0,0,6,47,-0.463768115942029,0.4296875,-0.735632183908047,-1.27388535031847,0.298507462686565,0.379746835443041,0.33,0.48,0.35,0.46,0.17,0.29,0.30,0.53,0.25,0.00,0.00,0.06,0.47,20,0.20,1,0
32,12,119,43,756,446,42,43,0,34,13,21,0,0,64,0,45,0,52,1.42028985507246,0.4296875,2.71264367816092,0.849256900212314,-1.49253731343283,1.13924050632911,0.42,0.54,0.00,0.34,0.13,0.21,0.00,0.00,0.64,0.00,0.45,0.00,0.52,15,0.15,0,0
13,14,108,45,721,452,23,39,31,13,39,9,0,59,11,0,0,44,20,-1.33333333333333,1.2109375,0.183908045977011,1.06157112526539,0.248756218905472,0.379746835443041,0.23,0.49,0.31,0.13,0.39,0.09,0.00,0.59,0.11,0.00,0.00,0.44,0.20,15,0.15,0,0
15,10,118,44,691,447,22,41,37,7,57,0,0,29,0,33,0,4,0,-1.04347826086956,-0.3515625,2.48275862068965,0.955414012738854,1.74129353233831,1.0126582278481,0.22,0.51,0.37,0.07,0.57,0.00,0.00,0.29,0.00,0.33,0.00,0.04,0.00,7,0.07,0,0
25,11,105,36,702,454,58,46,46,23,0,24,35,0,26,0,0,0,18,0.405797101449275,0.0390624999999999,-0.505747126436782,0.106157112526539,1.19402985074627,0.12658227848101,0.58,0.58,0.46,0.23,0.00,0.24,0.35,0.00,0.26,0.00,0.00,0.00,0.18,32,0.32,2,0
16,13,108,16,714,452,55,41,23,28,0,57,0,40,4,0,0,30,34,-0.898550724637681,0.8203125,0.183908045977011,-2.01698513800425,0.597014925373135,0.379746835443041,0.55,0.51,0.23,0.28,0.00,0.57,0.00,0.40,0.04,0.00,0.00,0.30,0.34,44,0.44,2,1
27,12,103,40,744,452,37,36,0,15,13,5,3,34,1,0,0,4,0,0.695652173913044,0.4296875,-0.965517241379311,0.530785562632696,-0.895522388059704,0.379746835443041,0.37,0.45,0.00,0.15,0.13,0.05,0.03,0.34,0.01,0.00,0.00,0.04,0.00,13,0.13,0,0
12,7,109,29,720,452,57,35,20,19,11,0,0,2,0,1,0,0,33,-1.47826086956522,-1.5234375,0.413793103448275,-0.636942675159236,0.298507462686565,0.379746835443041,0.57,0.44,0.20,0.19,0.11,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.33,10,0.10,0,0
26,12,106,38,752,447,46,42,0,47,19,0,42,46,18,0,0,16,5,0.55072463768116,0.4296875,-0.275862068965518,0.318471337579618,-1.29353233830846,1.0126582278481,0.46,0.53,0.00,0.47,0.19,0.00,0.42,0.46,0.18,0.00,0.00,0.16,0.05,23,0.23,1,0
20,7,106,33,737,468,27,23,18,0,24,0,28,7,6,0,0,19,0,-0.318840579710145,-1.5234375,-0.275862068965518,-0.212314225053079,-0.547263681592041,-1.64556962025316,0.27,0.29,0.18,0.00,0.24,0.00,0.28,0.07,0.06,0.00,0.00,0.19,0.00,6,0.06,0,0
31,10,106,22,741,450,49,36,0,50,0,12,40,9,0,0,0,0,7,1.27536231884058,-0.3515625,-0.275862068965518,-1.38004246284501,-0.74626865671642,0.632911392405061,0.49,0.45,0.00,0.50,0.00,0.12,0.40,0.09,0.00,0.00,0.00,0.00,0.07,13,0.13,0,0
12,12,108,37,760,452,64,39,0,12,22,38,4,30,12,0,0,39,4,-1.47826086956522,0.4296875,0.183908045977011,0.212314225053079,-1.69154228855721,0.379746835443041,0.64,0.49,0.00,0.12,0.22,0.38,0.04,0.30,0.12,0.00,0.00,0.39,0.04,22,0.22,1,0
19,12,104,39,736,452,23,38,12,48,51,38,30,0,10,0,0,19,0,-0.463768115942029,0.4296875,-0.735632183908047,0.424628450106157,-0.497512437810948,0.379746835443041,0.23,0.48,0.12,0.48,0.51,0.38,0.30,0.00,0.10,0.00,0.00,0.19,0.00,17,0.17,1,0
28,12,121,40,709,440,57,54,21,43,32,0,17,17,0,36,0,0,19,0.840579710144928,0.4296875,3.17241379310345,0.530785562632696,0.845771144278607,1.89873417721518,0.57,0.68,0.21,0.43,0.32,0.00,0.17,0.17,0.00,0.36,0.00,0.00,0.19,36,0.36,2,0
25,12,104,20,752,452,44,34,0,39,0,23,12,12,0,0,0,31,25,0.405797101449275,0.4296875,-0.735632183908047,-1.59235668789809,-1.29353233830846,0.379746835443041,0.44,0.43,0.00,0.39,0.00,0.23,0.12,0.12,0.00,0.00,0.00,0.31,0.25,10,0.10,0,0
27,10,105,32,722,449,43,40,12,28,25,27,30,1,1,0,0,25,3,0.695652173913044,-0.3515625,-0.505747126436782,-0.318471337579618,0.199004975124378,0.759493670886071,0.43,0.50,0.12,0.28,0.25,0.27,0.30,0.01,0.01,0.00,0.00,0.25,0.03,39,0.39,2,0
17,15,113,41,721,449,54,53,33,36,23,53,15,29,47,0,40,17,0,-0.753623188405797,1.6015625,1.33333333333333,0.636942675159236,0.248756218905472,0.759493670886071,0.54,0.66,0.33,0.36,0.23,0.53,0.15,0.29,0.47,0.00,0.40,0.17,0.00,37,0.37,2,0
26,16,114,45,735,441,66,62,0,39,65,65,65,49,9,0,53,42,14,0.55072463768116,1.9921875,1.5632183908046,1.06157112526539,-0.44776119402985,1.77215189873417,0.66,0.78,0.00,0.39,0.65,0.65,0.65,0.49,0.09,0.00,0.53,0.42,0.14,57,0.57,3,1
24,13,105,47,703,468,39,42,45,0,14,17,39,48,57,0,0,65,48,0.260869565217391,0.8203125,-0.505747126436782,1.27388535031847,1.14427860696517,-1.64556962025316,0.39,0.53,0.45,0.00,0.14,0.17,0.39,0.48,0.57,0.00,0.00,0.65,0.48,33,0.33,2,0
17,13,117,42,729,457,63,46,2,0,50,36,25,0,0,0,27,0,0,-0.753623188405797,0.8203125,2.25287356321839,0.743099787685775,-0.149253731343285,-0.253164556962031,0.63,0.58,0.02,0.00,0.50,0.36,0.25,0.00,0.00,0.00,0.27,0.00,0.00,34,0.34,2,0
17,11,105,23,759,468,28,21,0,0,0,15,0,0,1,0,0,1,21,-0.753623188405797,0.0390624999999999,-0.505747126436782,-1.27388535031847,-1.64179104477612,-1.64556962025316,0.28,0.26,0.00,0.00,0.00,0.15,0.00,0.00,0.01,0.00,0.00,0.01,0.21,9,0.09,0,0
19,6,103,18,718,468,71,32,29,13,0,0,29,0,12,0,0,8,10,-0.463768115942029,-1.9140625,-0.965517241379311,-1.80467091295117,0.398009950248757,-1.64556962025316,0.71,0.40,0.29,0.13,0.00,0.00,0.29,0.00,0.12,0.00,0.00,0.08,0.10,14,0.14,0,0
15,14,108,36,736,449,26,38,10,24,49,28,18,60,0,0,0,0,0,-1.04347826086956,1.2109375,0.183908045977011,0.106157112526539,-0.497512437810948,0.759493670886071,0.26,0.48,0.10,0.24,0.49,0.28,0.18,0.60,0.00,0.00,0.00,0.00,0.00,15,0.15,0,0
22,12,105,35,696,452,68,53,63,17,33,26,41,31,0,0,0,25,30,-0.0289855072463767,0.4296875,-0.505747126436782,0,1.49253731343283,0.379746835443041,0.68,0.66,0.63,0.17,0.33,0.26,0.41,0.31,0.00,0.00,0.00,0.25,0.30,42,0.42,2,1
13,13,114,35,705,460,22,37,53,13,18,34,27,35,25,14,0,0,13,-1.33333333333333,0.8203125,1.5632183908046,0,1.04477611940298,-0.632911392405061,0.22,0.46,0.53,0.13,0.18,0.34,0.27,0.35,0.25,0.14,0.00,0.00,0.13,12,0.12,0,0
14,10,102,31,708,451,59,44,41,26,41,7,28,33,0,0,0,51,16,-1.18840579710145,-0.3515625,-1.19540229885058,-0.424628450106157,0.8955223880597,0.506329113924051,0.59,0.55,0.41,0.26,0.41,0.07,0.28,0.33,0.00,0.00,0.00,0.51,0.16,40,0.40,2,1
19,9,103,40,745,452,43,36,8,9,42,0,58,22,13,0,0,35,0,-0.463768115942029,-0.7421875,-0.965517241379311,0.530785562632696,-0.945273631840798,0.379746835443041,0.43,0.45,0.08,0.09,0.42,0.00,0.58,0.22,0.13,0.00,0.00,0.35,0.00,16,0.16,1,0
19,12,106,16,743,452,46,34,7,18,0,14,9,36,0,0,0,4,15,-0.463768115942029,0.4296875,-0.275862068965518,-2.01698513800425,-0.845771144278607,0.379746835443041,0.46,0.43,0.07,0.18,0.00,0.14,0.09,0.36,0.00,0.00,0.00,0.04,0.15,14,0.14,0,0
19,6,105,16,720,462,49,31,41,17,16,0,36,0,0,0,0,65,47,-0.463768115942029,-1.9140625,-0.505747126436782,-2.01698513800425,0.298507462686565,-0.886075949367092,0.49,0.39,0.41,0.17,0.16,0.00,0.36,0.00,0.00,0.00,0.00,0.65,0.47,16,0.16,1,0
24,12,114,34,742,455,23,35,16,16,21,23,48,8,13,0,64,37,13,0.260869565217391,0.4296875,1.5632183908046,-0.106157112526539,-0.796019900497513,0,0.23,0.44,0.16,0.16,0.21,0.23,0.48,0.08,0.13,0.00,0.64,0.37,0.13,13,0.13,0,0
18,10,103,41,696,459,28,38,65,25,31,6,21,28,44,0,0,49,14,-0.608695652173913,-0.3515625,-0.965517241379311,0.636942675159236,1.49253731343283,-0.506329113924051,0.28,0.48,0.65,0.25,0.31,0.06,0.21,0.28,0.44,0.00,0.00,0.49,0.14,12,0.12,0,0
16,12,109,47,705,452,63,53,45,40,11,41,0,0,65,0,0,65,42,-0.898550724637681,0.4296875,0.413793103448275,1.27388535031847,1.04477611940298,0.379746835443041,0.63,0.66,0.45,0.40,0.11,0.41,0.00,0.00,0.65,0.00,0.00,0.65,0.42,28,0.28,1,0
28,12,104,33,741,467,37,31,0,6,0,18,25,28,37,0,0,2,37,0.840579710144928,0.4296875,-0.735632183908047,-0.212314225053079,-0.74626865671642,-1.51898734177215,0.37,0.39,0.00,0.06,0.00,0.18,0.25,0.28,0.37,0.00,0.00,0.02,0.37,14,0.14,0,0
24,7,110,34,736,449,37,34,12,36,49,6,0,0,0,0,0,0,49,0.260869565217391,-1.5234375,0.64367816091954,-0.106157112526539,-0.497512437810948,0.759493670886071,0.37,0.43,0.12,0.36,0.49,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.49,9,0.09,0,0
29,8,106,30,720,450,50,40,27,61,3,0,46,15,15,0,0,9,2,0.985507246376812,-1.1328125,-0.275862068965518,-0.530785562632696,0.298507462686565,0.632911392405061,0.50,0.50,0.27,0.61,0.03,0.00,0.46,0.15,0.15,0.00,0.00,0.09,0.02,12,0.12,0,0
21,12,114,35,735,460,57,39,0,0,30,11,33,26,20,28,0,8,18,-0.173913043478261,0.4296875,1.5632183908046,0,-0.44776119402985,-0.632911392405061,0.57,0.49,0.00,0.00,0.30,0.11,0.33,0.26,0.20,0.28,0.00,0.08,0.18,15,0.15,0,0
13,13,104,23,760,471,46,26,0,0,3,20,9,20,6,0,0,20,5,-1.33333333333333,0.8203125,-0.735632183908047,-1.27388535031847,-1.69154228855721,-2.0253164556962,0.46,0.33,0.00,0.00,0.03,0.20,0.09,0.20,0.06,0.00,0.00,0.20,0.05,14,0.14,0,0
26,10,102,19,738,451,37,33,10,39,2,25,23,0,0,0,0,0,0,0.55072463768116,-0.3515625,-1.19540229885058,-1.69851380042463,-0.597014925373135,0.506329113924051,0.37,0.41,0.10,0.39,0.02,0.25,0.23,0.00,0.00,0.00,0.00,0.00,0.00,14,0.14,0,0
19,14,106,37,714,446,60,54,33,44,37,55,31,11,18,0,0,49,0,-0.463768115942029,1.2109375,-0.275862068965518,0.212314225053079,0.597014925373135,1.13924050632911,0.60,0.68,0.33,0.44,0.37,0.55,0.31,0.11,0.18,0.00,0.00,0.49,0.00,26,0.26,1,0
25,13,105,14,700,456,54,44,59,27,0,65,57,0,0,0,0,10,42,0.405797101449275,0.8203125,-0.505747126436782,-2.22929936305732,1.29353233830846,-0.12658227848101,0.54,0.55,0.59,0.27,0.00,0.65,0.57,0.00,0.00,0.00,0.00,0.10,0.42,27,0.27,1,0
17,12,102,37,755,452,64,40,3,31,17,23,20,0,0,0,0,9,2,-0.753623188405797,0.4296875,-1.19540229885058,0.212314225053079,-1.44278606965174,0.379746835443041,0.64,0.50,0.03,0.31,0.17,0.23,0.20,0.00,0.00,0.00,0.00,0.09,0.02,22,0.22,1,0
31,14,109,42,701,461,54,50,57,0,32,49,9,4,26,0,0,0,0,1.27536231884058,1.2109375,0.413793103448275,0.743099787685775,1.24378109452736,-0.759493670886082,0.54,0.63,0.57,0.00,0.32,0.49,0.09,0.04,0.26,0.00,0.00,0.00,0.00,26,0.26,1,0
37,11,109,45,706,457,46,45,36,0,41,0,50,41,36,0,0,25,35,2.14492753623188,0.0390624999999999,0.413793103448275,1.06157112526539,0.995024875621891,-0.253164556962031,0.46,0.56,0.36,0.00,0.41,0.00,0.50,0.41,0.36,0.00,0.00,0.25,0.35,15,0.15,0,0
20,10,104,45,760,450,57,42,0,39,61,0,0,19,35,0,0,33,24,-0.318840579710145,-0.3515625,-0.735632183908047,1.06157112526539,-1.69154228855721,0.632911392405061,0.57,0.53,0.00,0.39,0.61,0.00,0.00,0.19,0.35,0.00,0.00,0.33,0.24,26,0.26,1,0
19,10,105,34,730,466,36,30,10,0,17,30,0,29,0,0,0,8,0,-0.463768115942029,-0.3515625,-0.505747126436782,-0.106157112526539,-0.199004975124378,-1.39240506329114,0.36,0.38,0.10,0.00,0.17,0.30,0.00,0.29,0.00,0.00,0.00,0.08,0.00,9,0.09,0,0
20,9,107,44,752,452,66,47,36,43,40,31,26,2,64,0,0,19,58,-0.318840579710145,-0.7421875,-0.0459770114942535,0.955414012738854,-1.29353233830846,0.379746835443041,0.66,0.59,0.36,0.43,0.40,0.31,0.26,0.02,0.64,0.00,0.00,0.19,0.58,34,0.34,2,0
32,13,122,38,731,455,53,46,13,10,0,47,61,28,43,30,39,0,0,1.42028985507246,0.8203125,3.40229885057471,0.318471337579618,-0.248756218905472,0,0.53,0.58,0.13,0.10,0.00,0.47,0.61,0.28,0.43,0.30,0.39,0.00,0.00,17,0.17,1,0
19,10,103,42,729,451,43,38,9,21,33,1,0,27,10,0,0,24,0,-0.463768115942029,-0.3515625,-0.965517241379311,0.743099787685775,-0.149253731343285,0.506329113924051,0.43,0.48,0.09,0.21,0.33,0.01,0.00,0.27,0.10,0.00,0.00,0.24,0.00,13,0.13,0,0
24,9,113,29,755,455,29,27,0,3,12,1,10,3,0,0,31,51,8,0.260869565217391,-0.7421875,1.33333333333333,-0.636942675159236,-1.44278606965174,0,0.29,0.34,0.00,0.03,0.12,0.01,0.10,0.03,0.00,0.00,0.31,0.51,0.08,10,0.10,0,0
30,10,106,18,730,452,58,38,17,18,1,26,48,0,0,0,0,39,0,1.1304347826087,-0.3515625,-0.275862068965518,-1.80467091295117,-0.199004975124378,0.379746835443041,0.58,0.48,0.17,0.18,0.01,0.26,0.48,0.00,0.00,0.00,0.00,0.39,0.00,17,0.17,1,0
12,14,108,44,751,448,38,40,0,39,19,26,0,37,21,0,0,53,0,-1.47826086956522,1.2109375,0.183908045977011,0.955414012738854,-1.24378109452736,0.886075949367081,0.38,0.50,0.00,0.39,0.19,0.26,0.00,0.37,0.21,0.00,0.00,0.53,0.00,41,0.41,2,1
19,9,104,41,720,450,64,45,34,30,34,26,8,0,40,0,0,0,36,-0.463768115942029,-0.7421875,-0.735632183908047,0.636942675159236,0.298507462686565,0.632911392405061,0.64,0.56,0.34,0.30,0.34,0.26,0.08,0.00,0.40,0.00,0.00,0.00,0.36,28,0.28,1,0
19,6,102,38,753,452,50,36,16,18,55,0,64,18,23,0,0,47,22,-0.463768115942029,-1.9140625,-1.19540229885058,0.318471337579618,-1.34328358208955,0.379746835443041,0.50,0.45,0.16,0.18,0.55,0.00,0.64,0.18,0.23,0.00,0.00,0.47,0.22,15,0.15,0,0
26,9,108,49,723,452,22,38,20,31,50,1,48,6,27,0,0,14,10,0.55072463768116,-0.7421875,0.183908045977011,1.48619957537155,0.14925373134328,0.379746835443041,0.22,0.48,0.20,0.31,0.50,0.01,0.48,0.06,0.27,0.00,0.00,0.14,0.10,9,0.09,0,0
29,9,102,29,707,463,38,35,50,1,35,7,63,7,1,0,0,20,0,0.985507246376812,-0.7421875,-1.19540229885058,-0.636942675159236,0.945273631840793,-1.0126582278481,0.38,0.44,0.50,0.01,0.35,0.07,0.63,0.07,0.01,0.00,0.00,0.20,0.00,10,0.10,0,0
18,7,115,38,726,468,42,29,6,0,10,0,0,14,25,0,42,0,0,-0.608695652173913,-1.5234375,1.79310344827586,0.318471337579618,0,-1.64556962025316,0.42,0.36,0.06,0.00,0.10,0.00,0.00,0.14,0.25,0.00,0.42,0.00,0.00,8,0.08,0,0
19,12,103,39,735,452,60,43,0,14,32,13,15,38,4,0,0,0,9,-0.463768115942029,0.4296875,-0.965517241379311,0.424628450106157,-0.44776119402985,0.379746835443041,0.60,0.54,0.00,0.14,0.32,0.13,0.15,0.38,0.04,0.00,0.00,0.00,0.09,35,0.35,2,0
22,12,103,21,720,452,58,40,17,33,0,17,11,12,20,0,6,8,33,-0.0289855072463767,0.4296875,-0.965517241379311,-1.48619957537155,0.298507462686565,0.379746835443041,0.58,0.50,0.17,0.33,0.00,0.17,0.11,0.12,0.20,0.00,0.06,0.08,0.33,20,0.20,1,0
28,12,106,29,721,467,55,38,25,0,0,33,59,0,46,0,0,24,49,0.840579710144928,0.4296875,-0.275862068965518,-0.636942675159236,0.248756218905472,-1.51898734177215,0.55,0.48,0.25,0.00,0.00,0.33,0.59,0.00,0.46,0.00,0.00,0.24,0.49,15,0.15,0,0
17,6,108,21,751,458,47,26,9,19,10,0,13,7,4,0,0,29,16,-0.753623188405797,-1.9140625,0.183908045977011,-1.48619957537155,-1.24378109452736,-0.379746835443041,0.47,0.33,0.09,0.19,0.10,0.00,0.13,0.07,0.04,0.00,0.00,0.29,0.16,9,0.09,0,0
26,13,106,37,722,448,37,46,20,54,15,55,33,17,48,0,0,28,45,0.55072463768116,0.8203125,-0.275862068965518,0.212314225053079,0.199004975124378,0.886075949367081,0.37,0.58,0.20,0.54,0.15,0.55,0.33,0.17,0.48,0.00,0.00,0.28,0.45,31,0.31,2,0
33,12,109,32,757,452,20,32,0,29,25,1,44,32,26,0,0,28,1,1.56521739130435,0.4296875,0.413793103448275,-0.318471337579618,-1.54228855721393,0.379746835443041,0.20,0.40,0.00,0.29,0.25,0.01,0.44,0.32,0.26,0.00,0.00,0.28,0.01,11,0.11,0,0
14,13,102,32,752,458,49,37,0,38,13,38,0,15,20,0,0,26,26,-1.18840579710145,0.8203125,-1.19540229885058,-0.318471337579618,-1.29353233830846,-0.379746835443041,0.49,0.46,0.00,0.38,0.13,0.38,0.00,0.15,0.20,0.00,0.00,0.26,0.26,17,0.17,1,0
25,6,104,27,736,452,43,31,8,22,0,0,30,0,25,0,0,52,33,0.405797101449275,-1.9140625,-0.735632183908047,-0.849256900212314,-0.497512437810948,0.379746835443041,0.43,0.39,0.08,0.22,0.00,0.00,0.30,0.00,0.25,0.00,0.00,0.52,0.33,12,0.12,0,0
41,16,110,53,724,429,57,68,8,47,64,58,64,64,45,0,0,45,45,2.72463768115942,1.9921875,0.64367816091954,1.91082802547771,0.0995024875621869,3.29113924050633,0.57,0.85,0.08,0.47,0.64,0.58,0.64,0.64,0.45,0.00,0.00,0.45,0.45,67,0.67,3,1
19,15,119,32,722,447,31,47,15,64,0,63,0,64,26,0,42,51,0,-0.463768115942029,1.6015625,2.71264367816092,-0.318471337579618,0.199004975124378,1.0126582278481,0.31,0.59,0.15,0.64,0.00,0.63,0.00,0.64,0.26,0.00,0.42,0.51,0.00,24,0.24,1,0
14,15,110,48,720,458,63,51,18,0,37,47,0,23,42,0,0,19,17,-1.18840579710145,1.6015625,0.64367816091954,1.38004246284501,0.298507462686565,-0.379746835443041,0.63,0.64,0.18,0.00,0.37,0.47,0.00,0.23,0.42,0.00,0.00,0.19,0.17,25,0.25,1,0
28,14,104,46,712,451,52,53,49,4,61,32,64,56,31,0,0,9,18,0.840579710144928,1.2109375,-0.735632183908047,1.16772823779193,0.696517412935322,0.506329113924051,0.52,0.66,0.49,0.04,0.61,0.32,0.64,0.56,0.31,0.00,0.00,0.09,0.18,49,0.49,2,1
19,7,107,37,720,462,65,41,34,26,40,26,38,17,38,0,0,27,39,-0.463768115942029,-1.5234375,-0.0459770114942535,0.212314225053079,0.298507462686565,-0.886075949367092,0.65,0.51,0.34,0.26,0.40,0.26,0.38,0.17,0.38,0.00,0.00,0.27,0.39,20,0.20,1,0
22,12,102,26,740,452,52,39,1,30,15,27,24,0,0,0,0,10,3,-0.0289855072463767,0.4296875,-1.19540229885058,-0.955414012738854,-0.696517412935326,0.379746835443041,0.52,0.49,0.01,0.30,0.15,0.27,0.24,0.00,0.00,0.00,0.00,0.10,0.03,20,0.20,1,0
30,7,105,37,713,448,48,44,46,48,56,0,22,0,0,0,0,49,0,1.1304347826087,-1.5234375,-0.505747126436782,0.212314225053079,0.646766169154228,0.886075949367081,0.48,0.55,0.46,0.48,0.56,0.00,0.22,0.00,0.00,0.00,0.00,0.49,0.00,14,0.14,0,0
19,12,107,29,720,460,29,34,10,7,10,26,12,11,2,0,0,47,35,-0.463768115942029,0.4296875,-0.0459770114942535,-0.636942675159236,0.298507462686565,-0.632911392405061,0.29,0.43,0.10,0.07,0.10,0.26,0.12,0.11,0.02,0.00,0.00,0.47,0.35,12,0.12,0,0
15,10,113,40,734,462,68,39,17,0,38,4,27,19,6,0,26,46,11,-1.04347826086956,-0.3515625,1.33333333333333,0.530785562632696,-0.398009950248757,-0.886075949367092,0.68,0.49,0.17,0.00,0.38,0.04,0.27,0.19,0.06,0.00,0.26,0.46,0.11,20,0.20,1,0
