Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Kicking_Accuracy,Kicking_Power,Kickoff_Distance,Kickoff_Hang_Time,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Kicking_AccuracyZ,Kicking_PowerZ,Kickoff_DistanceZ,Kickoff_Hang_TimeZ,PeakCur,PeakCurZ,Ability,Draftable
37,11,110,0,780,501,63,55,5,12,21,18,1.33868808567604,0.662020905923345,0.984375,NaN,-0.385756676557863,1.02941176470589,0.63,0.69,0.05,0.12,0.21,0.18,18,0.18,1,0
22,9,101,0,746,512,57,40,11,0,17,5,-0.669344042838019,-0.0348432055749128,-0.421875,NaN,0.623145400593472,0.220588235294119,0.57,0.50,0.11,0.00,0.17,0.05,18,0.18,1,0
25,9,98,0,822,512,67,47,50,18,11,32,-0.267737617135208,-0.0348432055749128,-0.890625,NaN,-1.63204747774481,0.220588235294119,0.67,0.59,0.50,0.18,0.11,0.32,47,0.47,2,1
36,6,95,0,745,528,54,42,47,1,12,0,1.20481927710843,-1.0801393728223,-1.359375,NaN,0.652818991097922,-0.955882352941176,0.54,0.53,0.47,0.01,0.12,0.00,29,0.29,1,0
27,9,103,0,746,509,49,42,9,11,18,11,0,-0.0348432055749128,-0.109375,NaN,0.623145400593472,0.441176470588239,0.49,0.53,0.09,0.11,0.18,0.11,18,0.18,1,0
44,17,113,0,767,483,75,81,69,69,69,69,2.27576974564926,2.75261324041812,1.453125,NaN,0,2.35294117647059,0.75,1.01,0.69,0.69,0.69,0.69,92,0.92,5,1
35,7,105,0,765,523,33,45,38,35,18,10,1.07095046854083,-0.731707317073171,0.203125,NaN,0.0593471810089008,-0.588235294117648,0.33,0.56,0.38,0.35,0.18,0.10,14,0.14,0,0
39,6,94,0,743,505,28,43,60,0,49,56,1.60642570281124,-1.0801393728223,-1.515625,NaN,0.712166172106826,0.735294117647063,0.28,0.54,0.60,0.00,0.49,0.56,14,0.14,0,0
23,9,107,0,808,524,62,45,10,12,5,24,-0.535475234270415,-0.0348432055749128,0.515625,NaN,-1.21661721068249,-0.661764705882352,0.62,0.56,0.10,0.12,0.05,0.24,17,0.17,1,0
33,8,104,0,720,514,66,50,17,12,7,6,0.803212851405622,-0.383275261324042,0.0468749999999996,NaN,1.3946587537092,0.0735294117647108,0.66,0.63,0.17,0.12,0.07,0.06,24,0.24,1,0
23,9,106,0,752,512,65,45,0,0,10,1,-0.535475234270415,-0.0348432055749128,0.359375,NaN,0.445103857566767,0.220588235294119,0.65,0.56,0.00,0.00,0.10,0.01,9,0.09,0,0
19,9,106,0,728,535,45,40,34,31,0,18,-1.07095046854083,-0.0348432055749128,0.359375,NaN,1.15727002967359,-1.47058823529411,0.45,0.50,0.34,0.31,0.00,0.18,19,0.19,1,0
32,12,111,0,725,512,49,54,0,38,39,45,0.669344042838019,1.01045296167247,1.140625,NaN,1.24629080118694,0.220588235294119,0.49,0.68,0.00,0.38,0.39,0.45,17,0.17,1,0
23,7,108,0,789,540,78,45,22,14,0,0,-0.535475234270415,-0.731707317073171,0.671875,NaN,-0.652818991097922,-1.83823529411765,0.78,0.56,0.22,0.14,0.00,0.00,26,0.26,1,0
23,7,94,0,744,512,69,37,8,0,23,38,-0.535475234270415,-0.731707317073171,-1.515625,NaN,0.682492581602372,0.220588235294119,0.69,0.46,0.08,0.00,0.23,0.38,11,0.11,0,0
23,9,110,0,772,540,39,40,28,41,0,20,-0.535475234270415,-0.0348432055749128,0.984375,NaN,-0.148367952522255,-1.83823529411765,0.39,0.50,0.28,0.41,0.00,0.20,30,0.30,1,0
23,10,105,0,738,506,62,52,57,4,30,32,-0.535475234270415,0.313588850174216,0.203125,NaN,0.86053412462908,0.661764705882358,0.62,0.65,0.57,0.04,0.30,0.32,58,0.58,3,1
37,12,110,0,767,533,66,60,34,49,0,11,1.33868808567604,1.01045296167247,0.984375,NaN,0,-1.3235294117647,0.66,0.75,0.34,0.49,0.00,0.11,40,0.40,2,1
36,4,96,0,812,512,47,40,35,0,21,0,1.20481927710843,-1.77700348432056,-1.203125,NaN,-1.33531157270029,0.220588235294119,0.47,0.50,0.35,0.00,0.21,0.00,13,0.13,0,0
23,9,104,0,751,514,64,52,35,46,17,48,-0.535475234270415,-0.0348432055749128,0.0468749999999996,NaN,0.474777448071217,0.0735294117647108,0.64,0.65,0.35,0.46,0.17,0.48,26,0.26,1,0
29,8,110,0,799,539,42,50,49,40,0,44,0.267737617135208,-0.383275261324042,0.984375,NaN,-0.949554896142434,-1.76470588235294,0.42,0.63,0.49,0.40,0.00,0.44,19,0.19,1,0
22,6,99,0,738,495,53,38,22,0,66,0,-0.669344042838019,-1.0801393728223,-0.734375,NaN,0.86053412462908,1.47058823529412,0.53,0.48,0.22,0.00,0.66,0.00,15,0.15,0,0
19,10,97,0,817,512,55,32,0,0,23,66,-1.07095046854083,0.313588850174216,-1.046875,NaN,-1.48367952522255,0.220588235294119,0.55,0.40,0.00,0.00,0.23,0.66,5,0.05,0,0
27,6,94,0,716,507,60,42,29,0,42,23,0,-1.0801393728223,-1.515625,NaN,1.513353115727,0.588235294117648,0.60,0.53,0.29,0.00,0.42,0.23,15,0.15,0,0
12,7,107,0,759,497,41,28,0,19,53,0,-2.00803212851406,-0.731707317073171,0.515625,NaN,0.237388724035609,1.32352941176471,0.41,0.35,0.00,0.19,0.53,0.00,15,0.15,0,0
17,10,102,0,737,505,35,30,3,0,22,43,-1.33868808567604,0.313588850174216,-0.265625,NaN,0.890207715133531,0.735294117647063,0.35,0.38,0.03,0.00,0.22,0.43,15,0.15,0,0
23,5,101,0,750,525,36,35,30,10,34,0,-0.535475234270415,-1.42857142857143,-0.421875,NaN,0.504451038575667,-0.735294117647056,0.36,0.44,0.30,0.10,0.34,0.00,15,0.15,0,0
31,14,110,0,752,502,50,55,0,61,56,42,0.535475234270415,1.70731707317073,0.984375,NaN,0.445103857566767,0.955882352941182,0.50,0.69,0.00,0.61,0.56,0.42,24,0.24,1,0
33,8,103,0,742,501,59,49,7,14,43,8,0.803212851405622,-0.383275261324042,-0.109375,NaN,0.741839762611276,1.02941176470589,0.59,0.61,0.07,0.14,0.43,0.08,18,0.18,1,0
12,10,113,0,733,528,54,35,0,40,1,0,-2.00803212851406,0.313588850174216,1.453125,NaN,1.00890207715133,-0.955882352941176,0.54,0.44,0.00,0.40,0.01,0.00,19,0.19,1,0
29,11,104,0,724,503,56,57,32,44,47,46,0.267737617135208,0.662020905923345,0.0468749999999996,NaN,1.27596439169139,0.882352941176471,0.56,0.71,0.32,0.44,0.47,0.46,22,0.22,1,0
49,15,111,0,746,503,50,67,68,21,33,34,2.94511378848728,2.05574912891986,1.140625,NaN,0.623145400593472,0.882352941176471,0.50,0.84,0.68,0.21,0.33,0.34,74,0.74,4,1
23,11,104,0,737,512,45,42,21,10,35,47,-0.535475234270415,0.662020905923345,0.0468749999999996,NaN,0.890207715133531,0.220588235294119,0.45,0.53,0.21,0.10,0.35,0.47,19,0.19,1,0
20,11,105,0,761,506,60,45,9,37,25,55,-0.937081659973226,0.662020905923345,0.203125,NaN,0.178041543026705,0.661764705882358,0.60,0.56,0.09,0.37,0.25,0.55,17,0.17,1,0
30,12,106,0,830,514,69,50,0,37,8,42,0.401606425702811,1.01045296167247,0.359375,NaN,-1.86943620178042,0.0735294117647108,0.69,0.63,0.00,0.37,0.08,0.42,21,0.21,1,0
31,14,114,0,780,511,58,57,4,48,18,64,0.535475234270415,1.70731707317073,1.609375,NaN,-0.385756676557863,0.294117647058824,0.58,0.71,0.04,0.48,0.18,0.64,31,0.31,2,0
20,6,95,0,770,526,63,32,16,0,0,0,-0.937081659973226,-1.0801393728223,-1.359375,NaN,-0.0890207715133538,-0.808823529411761,0.63,0.40,0.16,0.00,0.00,0.00,14,0.14,0,0
18,9,110,0,773,540,49,37,0,42,0,9,-1.20481927710843,-0.0348432055749128,0.984375,NaN,-0.178041543026708,-1.83823529411765,0.49,0.46,0.00,0.42,0.00,0.09,11,0.11,0,0
38,10,93,0,740,506,41,43,20,0,37,51,1.47255689424364,0.313588850174216,-1.671875,NaN,0.801186943620177,0.661764705882358,0.41,0.54,0.20,0.00,0.37,0.51,15,0.15,0,0
17,10,105,0,732,533,37,37,34,47,28,59,-1.33868808567604,0.313588850174216,0.203125,NaN,1.03857566765579,-1.3235294117647,0.37,0.46,0.34,0.47,0.28,0.59,35,0.35,2,0
16,9,105,0,764,539,54,37,19,33,2,63,-1.47255689424364,-0.0348432055749128,0.203125,NaN,0.0890207715133538,-1.76470588235294,0.54,0.46,0.19,0.33,0.02,0.63,21,0.21,1,0
30,10,104,0,753,508,52,47,0,30,35,5,0.401606425702811,0.313588850174216,0.0468749999999996,NaN,0.415430267062314,0.514705882352943,0.52,0.59,0.00,0.30,0.35,0.05,16,0.16,1,0
23,9,100,0,831,512,63,42,21,11,19,41,-0.535475234270415,-0.0348432055749128,-0.578125,NaN,-1.89910979228487,0.220588235294119,0.63,0.53,0.21,0.11,0.19,0.41,17,0.17,1,0
28,9,104,0,750,528,66,49,15,21,2,24,0.133868808567604,-0.0348432055749128,0.0468749999999996,NaN,0.504451038575667,-0.955882352941176,0.66,0.61,0.15,0.21,0.02,0.24,13,0.13,0,0
26,16,115,0,789,499,35,52,1,58,45,44,-0.133868808567604,2.40418118466899,1.765625,NaN,-0.652818991097922,1.1764705882353,0.35,0.65,0.01,0.58,0.45,0.44,28,0.28,1,0
38,10,106,0,776,537,34,50,55,28,0,15,1.47255689424364,0.313588850174216,0.359375,NaN,-0.267062314540059,-1.61764705882353,0.34,0.63,0.55,0.28,0.00,0.15,22,0.22,1,0
23,9,109,0,735,511,43,47,17,47,41,8,-0.535475234270415,-0.0348432055749128,0.828125,NaN,0.949554896142434,0.294117647058824,0.43,0.59,0.17,0.47,0.41,0.08,24,0.24,1,0
38,7,105,0,760,499,69,59,51,18,34,0,1.47255689424364,-0.731707317073171,0.203125,NaN,0.207715133531158,1.1764705882353,0.69,0.74,0.51,0.18,0.34,0.00,44,0.44,2,1
36,9,108,0,813,504,44,52,41,30,35,0,1.20481927710843,-0.0348432055749128,0.671875,NaN,-1.36498516320475,0.808823529411767,0.44,0.65,0.41,0.30,0.35,0.00,57,0.57,3,1
17,5,90,0,808,522,71,30,26,0,4,19,-1.33868808567604,-1.42857142857143,-2.140625,NaN,-1.21661721068249,-0.514705882352937,0.71,0.38,0.26,0.00,0.04,0.19,17,0.17,1,0
24,9,108,0,796,498,36,45,27,29,56,3,-0.401606425702811,-0.0348432055749128,0.671875,NaN,-0.86053412462908,1.25,0.36,0.56,0.27,0.29,0.56,0.03,27,0.27,1,0
29,10,96,0,748,507,36,37,0,2,42,47,0.267737617135208,0.313588850174216,-1.203125,NaN,0.563798219584568,0.588235294117648,0.36,0.46,0.00,0.02,0.42,0.47,7,0.07,0,0
19,9,114,0,809,495,50,45,19,35,31,0,-1.07095046854083,-0.0348432055749128,1.609375,NaN,-1.24629080118694,1.47058823529412,0.50,0.56,0.19,0.35,0.31,0.00,25,0.25,1,0
44,8,96,0,771,504,68,52,28,0,10,8,2.27576974564926,-0.383275261324042,-1.203125,NaN,-0.118694362017804,0.808823529411767,0.68,0.65,0.28,0.00,0.10,0.08,21,0.21,1,0
31,6,99,0,739,508,50,42,26,6,11,8,0.535475234270415,-1.0801393728223,-0.734375,NaN,0.83086053412463,0.514705882352943,0.50,0.53,0.26,0.06,0.11,0.08,14,0.14,0,0
25,11,103,0,792,511,67,49,12,33,39,29,-0.267737617135208,0.662020905923345,-0.109375,NaN,-0.741839762611276,0.294117647058824,0.67,0.61,0.12,0.33,0.39,0.29,22,0.22,1,0
23,9,100,0,827,530,73,45,23,23,10,33,-0.535475234270415,-0.0348432055749128,-0.578125,NaN,-1.78041543026706,-1.10294117647058,0.73,0.56,0.23,0.23,0.10,0.33,26,0.26,1,0
29,16,106,0,757,493,58,55,22,23,68,68,0.267737617135208,2.40418118466899,0.359375,NaN,0.296735905044509,1.61764705882353,0.58,0.69,0.22,0.23,0.68,0.68,48,0.48,2,1
35,9,103,0,822,503,67,55,39,24,43,29,1.07095046854083,-0.0348432055749128,-0.109375,NaN,-1.63204747774481,0.882352941176471,0.67,0.69,0.39,0.24,0.43,0.29,43,0.43,2,1
28,10,106,0,731,523,71,50,15,5,5,58,0.133868808567604,0.313588850174216,0.359375,NaN,1.06824925816024,-0.588235294117648,0.71,0.63,0.15,0.05,0.05,0.58,21,0.21,1,0
15,10,107,0,780,496,73,42,3,16,58,32,-1.60642570281124,0.313588850174216,0.515625,NaN,-0.385756676557863,1.39705882352941,0.73,0.53,0.03,0.16,0.58,0.32,32,0.32,2,0
23,8,104,0,780,523,42,38,0,27,27,1,-0.535475234270415,-0.383275261324042,0.0468749999999996,NaN,-0.385756676557863,-0.588235294117648,0.42,0.48,0.00,0.27,0.27,0.01,6,0.06,0,0
23,9,106,0,761,512,41,42,11,32,31,32,-0.535475234270415,-0.0348432055749128,0.359375,NaN,0.178041543026705,0.220588235294119,0.41,0.53,0.11,0.32,0.31,0.32,16,0.16,1,0
30,8,111,0,739,507,36,55,38,50,29,11,0.401606425702811,-0.383275261324042,1.140625,NaN,0.83086053412463,0.588235294117648,0.36,0.69,0.38,0.50,0.29,0.11,26,0.26,1,0
26,10,111,0,728,527,38,49,31,41,33,15,-0.133868808567604,0.313588850174216,1.140625,NaN,1.15727002967359,-0.882352941176465,0.38,0.61,0.31,0.41,0.33,0.15,27,0.27,1,0
28,10,109,0,761,512,78,60,41,33,15,37,0.133868808567604,0.313588850174216,0.828125,NaN,0.178041543026705,0.220588235294119,0.78,0.75,0.41,0.33,0.15,0.37,42,0.42,2,1
27,15,109,0,808,501,41,57,63,54,39,55,0,2.05574912891986,0.828125,NaN,-1.21661721068249,1.02941176470589,0.41,0.71,0.63,0.54,0.39,0.55,46,0.46,2,1
23,10,104,0,794,519,41,37,13,19,5,26,-0.535475234270415,0.313588850174216,0.0468749999999996,NaN,-0.801186943620179,-0.294117647058824,0.41,0.46,0.13,0.19,0.05,0.26,13,0.13,0,0
13,9,98,0,822,520,37,21,4,20,12,53,-1.87416331994645,-0.0348432055749128,-0.890625,NaN,-1.63204747774481,-0.367647058823528,0.37,0.26,0.04,0.20,0.12,0.53,12,0.12,0,0
20,9,105,0,769,511,64,47,30,41,14,3,-0.937081659973226,-0.0348432055749128,0.203125,NaN,-0.0593471810089034,0.294117647058824,0.64,0.59,0.30,0.41,0.14,0.03,34,0.34,2,0
31,13,106,0,750,512,60,52,14,14,24,69,0.535475234270415,1.3588850174216,0.359375,NaN,0.504451038575667,0.220588235294119,0.60,0.65,0.14,0.14,0.24,0.69,22,0.22,1,0
40,8,98,0,797,537,60,50,43,6,0,45,1.74029451137885,-0.383275261324042,-0.890625,NaN,-0.890207715133531,-1.61764705882353,0.60,0.63,0.43,0.06,0.00,0.45,20,0.20,1,0
23,9,109,0,789,512,56,45,17,17,3,0,-0.535475234270415,-0.0348432055749128,0.828125,NaN,-0.652818991097922,0.220588235294119,0.56,0.56,0.17,0.17,0.03,0.00,19,0.19,1,0
32,9,100,0,780,497,70,49,25,6,10,7,0.669344042838019,-0.0348432055749128,-0.578125,NaN,-0.385756676557863,1.32352941176471,0.70,0.61,0.25,0.06,0.10,0.07,22,0.22,1,0
35,7,95,0,767,488,67,52,44,0,69,47,1.07095046854083,-0.731707317073171,-1.359375,NaN,0,1.98529411764706,0.67,0.65,0.44,0.00,0.69,0.47,24,0.24,1,0
38,7,106,0,747,502,77,64,68,31,36,0,1.47255689424364,-0.731707317073171,0.359375,NaN,0.593471810089021,0.955882352941182,0.77,0.80,0.68,0.31,0.36,0.00,61,0.61,3,1
21,11,111,0,769,519,55,45,0,35,8,38,-0.803212851405622,0.662020905923345,1.140625,NaN,-0.0593471810089034,-0.294117647058824,0.55,0.56,0.00,0.35,0.08,0.38,17,0.17,1,0
51,10,117,0,713,504,64,74,52,53,15,0,3.21285140562249,0.313588850174216,2.078125,NaN,1.60237388724036,0.808823529411767,0.64,0.93,0.52,0.53,0.15,0.00,65,0.65,3,1
29,4,96,0,838,530,55,37,45,0,5,8,0.267737617135208,-1.77700348432056,-1.203125,NaN,-2.10682492581603,-1.10294117647058,0.55,0.46,0.45,0.00,0.05,0.08,20,0.20,1,0
23,9,108,0,750,512,55,43,17,12,10,3,-0.535475234270415,-0.0348432055749128,0.671875,NaN,0.504451038575667,0.220588235294119,0.55,0.54,0.17,0.12,0.10,0.03,21,0.21,1,0
18,5,96,0,777,540,45,21,1,8,0,0,-1.20481927710843,-1.42857142857143,-1.203125,NaN,-0.296735905044509,-1.83823529411765,0.45,0.26,0.01,0.08,0.00,0.00,7,0.07,0,0
15,9,103,0,735,536,35,28,6,34,0,18,-1.60642570281124,-0.0348432055749128,-0.109375,NaN,0.949554896142434,-1.54411764705882,0.35,0.35,0.06,0.34,0.00,0.18,12,0.12,0,0
32,6,99,0,737,520,53,45,26,58,17,0,0.669344042838019,-1.0801393728223,-0.734375,NaN,0.890207715133531,-0.367647058823528,0.53,0.56,0.26,0.58,0.17,0.00,12,0.12,0,0
43,9,107,0,719,500,66,62,37,12,35,32,2.14190093708166,-0.0348432055749128,0.515625,NaN,1.42433234421365,1.10294117647059,0.66,0.78,0.37,0.12,0.35,0.32,38,0.38,2,0
36,9,108,0,739,520,78,64,52,36,31,36,1.20481927710843,-0.0348432055749128,0.671875,NaN,0.83086053412463,-0.367647058823528,0.78,0.80,0.52,0.36,0.31,0.36,51,0.51,3,1
35,9,104,0,744,525,57,54,39,38,18,25,1.07095046854083,-0.0348432055749128,0.0468749999999996,NaN,0.682492581602372,-0.735294117647056,0.57,0.68,0.39,0.38,0.18,0.25,34,0.34,2,0
23,14,114,0,759,506,50,55,16,69,36,55,-0.535475234270415,1.70731707317073,1.609375,NaN,0.237388724035609,0.661764705882358,0.50,0.69,0.16,0.69,0.36,0.55,45,0.45,2,1
38,8,107,0,784,506,35,50,29,45,54,5,1.47255689424364,-0.383275261324042,0.515625,NaN,-0.504451038575667,0.661764705882358,0.35,0.63,0.29,0.45,0.54,0.05,20,0.20,1,0
27,5,100,0,831,537,65,40,0,30,5,0,0,-1.42857142857143,-0.578125,NaN,-1.89910979228487,-1.61764705882353,0.65,0.50,0.00,0.30,0.05,0.00,6,0.06,0,0
24,11,104,0,773,505,29,37,0,22,33,29,-0.401606425702811,0.662020905923345,0.0468749999999996,NaN,-0.178041543026708,0.735294117647063,0.29,0.46,0.00,0.22,0.33,0.29,12,0.12,0,0
16,11,109,0,749,523,48,37,1,26,20,50,-1.47255689424364,0.662020905923345,0.828125,NaN,0.534124629080118,-0.588235294117648,0.48,0.46,0.01,0.26,0.20,0.50,22,0.22,1,0
24,6,104,0,734,523,58,42,30,7,14,6,-0.401606425702811,-1.0801393728223,0.0468749999999996,NaN,0.979228486646884,-0.588235294117648,0.58,0.53,0.30,0.07,0.14,0.06,25,0.25,1,0
45,13,109,0,785,505,41,64,70,37,51,36,2.40963855421687,1.3588850174216,0.828125,NaN,-0.534124629080118,0.735294117647063,0.41,0.80,0.70,0.37,0.51,0.36,77,0.77,4,1
23,13,107,0,762,512,32,43,33,28,12,33,-0.535475234270415,1.3588850174216,0.515625,NaN,0.148367952522255,0.220588235294119,0.32,0.54,0.33,0.28,0.12,0.33,22,0.22,1,0
19,8,107,0,760,525,64,42,4,25,7,40,-1.07095046854083,-0.383275261324042,0.515625,NaN,0.207715133531158,-0.735294117647056,0.64,0.53,0.04,0.25,0.07,0.40,11,0.11,0,0
32,13,105,0,720,519,36,45,6,9,8,56,0.669344042838019,1.3588850174216,0.203125,NaN,1.3946587537092,-0.294117647058824,0.36,0.56,0.06,0.09,0.08,0.56,12,0.12,0,0
39,12,107,0,759,520,66,62,38,49,7,56,1.60642570281124,1.01045296167247,0.515625,NaN,0.237388724035609,-0.367647058823528,0.66,0.78,0.38,0.49,0.07,0.56,31,0.31,2,0
36,11,104,0,728,512,39,54,70,17,13,70,1.20481927710843,0.662020905923345,0.0468749999999996,NaN,1.15727002967359,0.220588235294119,0.39,0.68,0.70,0.17,0.13,0.70,70,0.70,4,1
26,6,92,0,753,507,60,40,22,0,35,11,-0.133868808567604,-1.0801393728223,-1.828125,NaN,0.415430267062314,0.588235294117648,0.60,0.50,0.22,0.00,0.35,0.11,19,0.19,1,0
25,12,105,0,753,520,56,50,26,33,46,45,-0.267737617135208,1.01045296167247,0.203125,NaN,0.415430267062314,-0.367647058823528,0.56,0.63,0.26,0.33,0.46,0.45,23,0.23,1,0
20,10,104,0,741,540,63,45,35,40,0,33,-0.937081659973226,0.313588850174216,0.0468749999999996,NaN,0.771513353115726,-1.83823529411765,0.63,0.56,0.35,0.40,0.00,0.33,28,0.28,1,0
31,9,108,0,822,513,45,47,28,30,13,24,0.535475234270415,-0.0348432055749128,0.671875,NaN,-1.63204747774481,0.147058823529415,0.45,0.59,0.28,0.30,0.13,0.24,18,0.18,1,0
33,6,106,0,715,518,48,52,68,28,40,0,0.803212851405622,-1.0801393728223,0.359375,NaN,1.54302670623145,-0.220588235294113,0.48,0.65,0.68,0.28,0.40,0.00,31,0.31,2,0
16,5,94,0,835,540,43,20,0,0,0,5,-1.47255689424364,-1.42857142857143,-1.515625,NaN,-2.01780415430267,-1.83823529411765,0.43,0.25,0.00,0.00,0.00,0.05,1,0.01,0,0
21,12,112,0,750,512,33,47,27,60,64,50,-0.803212851405622,1.01045296167247,1.296875,NaN,0.504451038575667,0.220588235294119,0.33,0.59,0.27,0.60,0.64,0.50,25,0.25,1,0
31,10,112,0,719,515,42,55,35,50,15,0,0.535475234270415,0.313588850174216,1.296875,NaN,1.42433234421365,0,0.42,0.69,0.35,0.50,0.15,0.00,29,0.29,1,0
12,4,92,0,771,512,70,30,33,0,38,36,-2.00803212851406,-1.77700348432056,-1.828125,NaN,-0.118694362017804,0.220588235294119,0.70,0.38,0.33,0.00,0.38,0.36,11,0.11,0,0
46,6,103,0,812,521,64,55,53,10,14,0,2.54350736278447,-1.0801393728223,-0.109375,NaN,-1.33531157270029,-0.441176470588232,0.64,0.69,0.53,0.10,0.14,0.00,33,0.33,2,0
28,10,104,0,737,510,41,42,20,1,16,57,0.133868808567604,0.313588850174216,0.0468749999999996,NaN,0.890207715133531,0.367647058823535,0.41,0.53,0.20,0.01,0.16,0.57,13,0.13,0,0
39,7,100,0,746,527,40,47,47,11,3,0,1.60642570281124,-0.731707317073171,-0.578125,NaN,0.623145400593472,-0.882352941176465,0.40,0.59,0.47,0.11,0.03,0.00,21,0.21,1,0
33,13,106,0,731,495,45,52,3,44,66,68,0.803212851405622,1.3588850174216,0.359375,NaN,1.06824925816024,1.47058823529412,0.45,0.65,0.03,0.44,0.66,0.68,17,0.17,1,0
33,16,114,0,776,521,78,67,15,70,36,39,0.803212851405622,2.40418118466899,1.609375,NaN,-0.267062314540059,-0.441176470588232,0.78,0.84,0.15,0.70,0.36,0.39,37,0.37,2,0
23,17,116,0,715,509,57,57,0,53,18,68,-0.535475234270415,2.75261324041812,1.921875,NaN,1.54302670623145,0.441176470588239,0.57,0.71,0.00,0.53,0.18,0.68,21,0.21,1,0
16,9,104,0,840,512,61,35,11,28,17,40,-1.47255689424364,-0.0348432055749128,0.0468749999999996,NaN,-2.16617210682493,0.220588235294119,0.61,0.44,0.11,0.28,0.17,0.40,19,0.19,1,0
31,9,113,0,814,504,73,62,33,64,45,0,0.535475234270415,-0.0348432055749128,1.453125,NaN,-1.3946587537092,0.808823529411767,0.73,0.78,0.33,0.64,0.45,0.00,36,0.36,2,0
31,4,95,0,756,501,51,40,33,0,54,0,0.535475234270415,-1.77700348432056,-1.359375,NaN,0.326409495548962,1.02941176470589,0.51,0.50,0.33,0.00,0.54,0.00,16,0.16,1,0
24,4,92,0,779,510,64,37,27,0,27,0,-0.401606425702811,-1.77700348432056,-1.828125,NaN,-0.356083086053413,0.367647058823535,0.64,0.46,0.27,0.00,0.27,0.00,19,0.19,1,0
28,5,95,0,758,536,61,37,30,0,0,0,0.133868808567604,-1.42857142857143,-1.359375,NaN,0.267062314540059,-1.54411764705882,0.61,0.46,0.30,0.00,0.00,0.00,11,0.11,0,0
21,11,102,0,746,502,69,47,15,37,35,54,-0.803212851405622,0.662020905923345,-0.265625,NaN,0.623145400593472,0.955882352941182,0.69,0.59,0.15,0.37,0.35,0.54,25,0.25,1,0
21,6,102,0,819,500,35,33,44,8,69,0,-0.803212851405622,-1.0801393728223,-0.265625,NaN,-1.54302670623145,1.10294117647059,0.35,0.41,0.44,0.08,0.69,0.00,13,0.13,0,0
35,9,105,0,788,500,67,55,28,11,69,24,1.07095046854083,-0.0348432055749128,0.203125,NaN,-0.623145400593472,1.10294117647059,0.67,0.69,0.28,0.11,0.69,0.24,23,0.23,1,0
40,4,96,0,737,540,71,50,62,0,0,0,1.74029451137885,-1.77700348432056,-1.203125,NaN,0.890207715133531,-1.83823529411765,0.71,0.63,0.62,0.00,0.00,0.00,34,0.34,2,0
23,6,94,0,740,509,35,30,0,0,22,35,-0.535475234270415,-1.0801393728223,-1.515625,NaN,0.801186943620177,0.441176470588239,0.35,0.38,0.00,0.00,0.22,0.35,4,0.04,0,0
25,7,95,0,827,502,50,40,46,0,12,37,-0.267737617135208,-0.731707317073171,-1.359375,NaN,-1.78041543026706,0.955882352941182,0.50,0.50,0.46,0.00,0.12,0.37,18,0.18,1,0
39,6,93,0,750,539,68,49,59,0,0,11,1.60642570281124,-1.0801393728223,-1.671875,NaN,0.504451038575667,-1.76470588235294,0.68,0.61,0.59,0.00,0.00,0.11,27,0.27,1,0
20,7,108,0,768,502,45,37,0,21,55,0,-0.937081659973226,-0.731707317073171,0.671875,NaN,-0.0296735905044504,0.955882352941182,0.45,0.46,0.00,0.21,0.55,0.00,17,0.17,1,0
25,13,112,0,763,517,48,55,45,63,12,19,-0.267737617135208,1.3588850174216,1.296875,NaN,0.118694362017804,-0.147058823529409,0.48,0.69,0.45,0.63,0.12,0.19,55,0.55,3,1
36,17,115,0,741,496,56,71,47,67,64,69,1.20481927710843,2.75261324041812,1.765625,NaN,0.771513353115726,1.39705882352941,0.56,0.89,0.47,0.67,0.64,0.69,61,0.61,3,1
12,9,106,0,830,531,63,32,7,41,0,8,-2.00803212851406,-0.0348432055749128,0.359375,NaN,-1.86943620178042,-1.17647058823529,0.63,0.40,0.07,0.41,0.00,0.08,22,0.22,1,0
15,10,108,0,750,506,42,32,0,24,9,27,-1.60642570281124,0.313588850174216,0.671875,NaN,0.504451038575667,0.661764705882358,0.42,0.40,0.00,0.24,0.09,0.27,15,0.15,0,0
23,6,92,0,780,540,62,33,11,0,0,3,-0.535475234270415,-1.0801393728223,-1.828125,NaN,-0.385756676557863,-1.83823529411765,0.62,0.41,0.11,0.00,0.00,0.03,11,0.11,0,0
24,9,102,0,746,527,62,45,21,0,26,47,-0.401606425702811,-0.0348432055749128,-0.265625,NaN,0.623145400593472,-0.882352941176465,0.62,0.56,0.21,0.00,0.26,0.47,20,0.20,1,0
39,9,107,0,713,519,40,55,58,40,5,51,1.60642570281124,-0.0348432055749128,0.515625,NaN,1.60237388724036,-0.294117647058824,0.40,0.69,0.58,0.40,0.05,0.51,55,0.55,3,1
20,6,92,0,719,531,73,37,19,0,0,13,-0.937081659973226,-1.0801393728223,-1.828125,NaN,1.42433234421365,-1.17647058823529,0.73,0.46,0.19,0.00,0.00,0.13,16,0.16,1,0
24,11,115,0,828,509,37,49,22,46,31,0,-0.401606425702811,0.662020905923345,1.765625,NaN,-1.81008902077151,0.441176470588239,0.37,0.61,0.22,0.46,0.31,0.00,23,0.23,1,0
