Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Endurance,Long_Snapping,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,EnduranceZ,Long_SnappingZ,PeakCur,PeakCurZ,Ability,Draftable
40,25,90,0,806,510,27,46,58,8,21,18,0,1.05369807497467,0.497925311203319,0.239162929745889,NaN,0.272727272727267,1.8796992481203,0.27,0.58,0.58,0.08,0.21,0.18,0.00,47,0.47,2,1
24,18,93,0,794,538,19,31,12,39,0,39,0,-0.567375886524823,-0.954356846473029,0.687593423019431,NaN,0.818181818181813,-0.225563909774438,0.19,0.39,0.12,0.39,0.00,0.39,0.00,6,0.06,0,0
38,21,101,0,809,549,48,31,0,26,2,52,0,0.851063829787234,-0.33195020746888,1.88340807174888,NaN,0.136363636363633,-1.05263157894737,0.48,0.39,0.00,0.26,0.02,0.52,0.00,12,0.12,0,0
39,23,79,0,787,535,19,35,9,35,17,0,2,0.952380952380952,0.0829875518672196,-1.4050822122571,NaN,1.13636363636363,0,0.19,0.44,0.09,0.35,0.17,0.00,0.02,20,0.20,1,0
24,20,83,0,826,543,33,21,0,0,0,0,2,-0.567375886524823,-0.53941908713693,-0.807174887892377,NaN,-0.636363636363639,-0.601503759398497,0.33,0.26,0.00,0.00,0.00,0.00,0.02,0,0.00,0,0
48,17,90,0,839,530,16,24,26,0,0,28,10,1.86423505572442,-1.16182572614108,0.239162929745889,NaN,-1.22727272727273,0.375939849624059,0.16,0.30,0.26,0.00,0.00,0.28,0.10,7,0.07,0,0
13,18,90,0,800,526,37,37,32,19,5,30,9,-1.68186423505572,-0.954356846473029,0.239162929745889,NaN,0.545454545454542,0.676691729323307,0.37,0.46,0.32,0.19,0.05,0.30,0.09,27,0.27,1,0
24,17,87,0,800,531,40,37,28,23,7,13,0,-0.567375886524823,-1.16182572614108,-0.209267563527654,NaN,0.545454545454542,0.300751879699248,0.40,0.46,0.28,0.23,0.07,0.13,0.00,18,0.18,1,0
23,24,101,0,774,511,33,57,48,62,8,63,15,-0.668693009118541,0.290456431535269,1.88340807174888,NaN,1.72727272727272,1.80451127819548,0.33,0.71,0.48,0.62,0.08,0.63,0.15,50,0.50,2,1
24,17,83,0,813,543,28,19,0,8,0,0,2,-0.567375886524823,-1.16182572614108,-0.807174887892377,NaN,-0.0454545454545526,-0.601503759398497,0.28,0.24,0.00,0.08,0.00,0.00,0.02,3,0.03,0,0
23,19,93,0,803,507,24,45,61,26,0,39,10,-0.668693009118541,-0.746887966804979,0.687593423019431,NaN,0.409090909090908,2.10526315789473,0.24,0.56,0.61,0.26,0.00,0.39,0.10,10,0.10,0,0
31,17,83,0,840,550,15,17,0,0,0,0,12,0.141843971631206,-1.16182572614108,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.15,0.21,0.00,0.00,0.00,0.00,0.12,3,0.03,0,0
16,23,89,0,803,549,35,28,0,24,15,0,13,-1.37791286727457,0.0829875518672196,0.0896860986547077,NaN,0.409090909090908,-1.05263157894737,0.35,0.35,0.00,0.24,0.15,0.00,0.13,8,0.08,0,0
37,33,94,0,819,526,40,51,51,18,67,20,1,0.749746707193516,2.15767634854772,0.837070254110612,NaN,-0.318181818181819,0.676691729323307,0.40,0.64,0.51,0.18,0.67,0.20,0.01,39,0.39,2,0
20,24,89,0,800,534,40,38,19,23,18,24,12,-0.972644376899696,0.290456431535269,0.0896860986547077,NaN,0.545454545454542,0.0751879699248104,0.40,0.48,0.19,0.23,0.18,0.24,0.12,21,0.21,1,0
24,28,100,0,794,540,36,44,16,49,26,56,10,-0.567375886524823,1.12033195020747,1.7339312406577,NaN,0.818181818181813,-0.375939849624065,0.36,0.55,0.16,0.49,0.26,0.56,0.10,21,0.21,1,0
13,17,79,0,809,544,33,19,4,10,0,0,10,-1.68186423505572,-1.16182572614108,-1.4050822122571,NaN,0.136363636363633,-0.676691729323314,0.33,0.24,0.04,0.10,0.00,0.00,0.10,3,0.03,0,0
41,23,82,0,780,543,32,33,0,45,0,0,12,1.15501519756839,0.0829875518672196,-0.956651718983558,NaN,1.45454545454545,-0.601503759398497,0.32,0.41,0.00,0.45,0.00,0.00,0.12,6,0.06,0,0
36,27,82,0,800,550,50,33,0,17,36,0,8,0.648429584599797,0.912863070539419,-0.956651718983558,NaN,0.545454545454542,-1.12781954887218,0.50,0.41,0.00,0.17,0.36,0.00,0.08,14,0.14,0,0
19,18,79,0,840,550,15,8,0,0,0,0,64,-1.07396149949341,-0.954356846473029,-1.4050822122571,NaN,-1.27272727272728,-1.12781954887218,0.15,0.10,0.00,0.00,0.00,0.00,0.64,14,0.14,0,0
24,21,99,0,816,525,26,38,27,10,11,57,3,-0.567375886524823,-0.33195020746888,1.58445440956652,NaN,-0.181818181818186,0.751879699248118,0.26,0.48,0.27,0.10,0.11,0.57,0.03,19,0.19,1,0
29,18,82,0,795,525,28,38,50,34,0,25,5,-0.0607902735562312,-0.954356846473029,-0.956651718983558,NaN,0.772727272727268,0.751879699248118,0.28,0.48,0.50,0.34,0.00,0.25,0.05,22,0.22,1,0
43,26,85,0,808,516,35,46,44,29,27,5,0,1.35764944275583,0.705394190871369,-0.508221225710016,NaN,0.181818181818178,1.42857142857142,0.35,0.58,0.44,0.29,0.27,0.05,0.00,32,0.32,2,0
24,22,91,0,793,519,18,42,35,32,15,32,8,-0.567375886524823,-0.12448132780083,0.388639760837069,NaN,0.863636363636361,1.20300751879699,0.18,0.53,0.35,0.32,0.15,0.32,0.08,14,0.14,0,0
24,24,83,0,784,509,36,51,52,44,16,16,7,-0.567375886524823,0.290456431535269,-0.807174887892377,NaN,1.27272727272727,1.95488721804511,0.36,0.64,0.52,0.44,0.16,0.16,0.07,47,0.47,2,1
42,27,85,0,816,515,26,40,30,6,20,0,4,1.25633232016211,0.912863070539419,-0.508221225710016,NaN,-0.181818181818186,1.50375939849624,0.26,0.50,0.30,0.06,0.20,0.00,0.04,13,0.13,0,0
24,26,81,0,840,531,5,25,32,4,41,0,1,-0.567375886524823,0.705394190871369,-1.10612855007474,NaN,-1.27272727272728,0.300751879699248,0.05,0.31,0.32,0.04,0.41,0.00,0.01,10,0.10,0,0
42,25,79,0,794,526,10,38,31,37,16,0,0,1.25633232016211,0.497925311203319,-1.4050822122571,NaN,0.818181818181813,0.676691729323307,0.10,0.48,0.31,0.37,0.16,0.00,0.00,11,0.11,0,0
47,26,94,0,836,527,18,36,32,0,33,25,2,1.7629179331307,0.705394190871369,0.837070254110612,NaN,-1.09090909090909,0.601503759398497,0.18,0.45,0.32,0.00,0.33,0.25,0.02,15,0.15,0,0
17,24,100,0,808,534,6,32,20,14,21,40,20,-1.27659574468085,0.290456431535269,1.7339312406577,NaN,0.181818181818178,0.0751879699248104,0.06,0.40,0.20,0.14,0.21,0.40,0.20,10,0.10,0,0
26,17,82,0,840,550,9,15,0,0,0,0,53,-0.364741641337386,-1.16182572614108,-0.956651718983558,NaN,-1.27272727272728,-1.12781954887218,0.09,0.19,0.00,0.00,0.00,0.00,0.53,15,0.15,0,0
36,28,92,0,811,550,10,25,0,20,26,33,3,0.648429584599797,1.12033195020747,0.53811659192825,NaN,0.0454545454545445,-1.12781954887218,0.10,0.31,0.00,0.20,0.26,0.33,0.03,9,0.09,0,0
39,29,94,0,800,517,12,47,44,37,27,29,14,0.952380952380952,1.32780082987552,0.837070254110612,NaN,0.545454545454542,1.35338345864661,0.12,0.59,0.44,0.37,0.27,0.29,0.14,16,0.16,1,0
46,22,93,0,815,526,9,36,41,11,13,55,0,1.66160081053698,-0.12448132780083,0.687593423019431,NaN,-0.136363636363642,0.676691729323307,0.09,0.45,0.41,0.11,0.13,0.55,0.00,26,0.26,1,0
40,18,85,0,827,547,44,21,0,0,0,0,54,1.05369807497467,-0.954356846473029,-0.508221225710016,NaN,-0.681818181818183,-0.902255639097745,0.44,0.26,0.00,0.00,0.00,0.00,0.54,15,0.15,0,0
23,24,93,0,829,513,49,43,28,0,1,34,3,-0.668693009118541,0.290456431535269,0.687593423019431,NaN,-0.772727272727272,1.65413533834586,0.49,0.54,0.28,0.00,0.01,0.34,0.03,15,0.15,0,0
43,29,83,0,800,513,33,49,46,14,18,8,0,1.35764944275583,1.32780082987552,-0.807174887892377,NaN,0.545454545454542,1.65413533834586,0.33,0.61,0.46,0.14,0.18,0.08,0.00,34,0.34,2,0
36,30,93,0,768,521,31,56,32,63,41,27,13,0.648429584599797,1.53526970954357,0.687593423019431,NaN,2,1.05263157894737,0.31,0.70,0.32,0.63,0.41,0.27,0.13,41,0.41,2,1
47,29,87,0,788,531,35,50,33,51,32,14,18,1.7629179331307,1.32780082987552,-0.209267563527654,NaN,1.09090909090909,0.300751879699248,0.35,0.63,0.33,0.51,0.32,0.14,0.18,38,0.38,2,0
42,22,83,0,819,524,42,38,30,17,8,8,9,1.25633232016211,-0.12448132780083,-0.807174887892377,NaN,-0.318181818181819,0.827067669172928,0.42,0.48,0.30,0.17,0.08,0.08,0.09,22,0.22,1,0
48,25,85,0,810,543,27,29,6,18,23,0,0,1.86423505572442,0.497925311203319,-0.508221225710016,NaN,0.090909090909089,-0.601503759398497,0.27,0.36,0.06,0.18,0.23,0.00,0.00,9,0.09,0,0
22,17,82,0,840,550,41,24,0,0,0,0,71,-0.77001013171226,-1.16182572614108,-0.956651718983558,NaN,-1.27272727272728,-1.12781954887218,0.41,0.30,0.00,0.00,0.00,0.00,0.71,22,0.22,1,0
44,29,84,0,787,531,18,43,26,33,43,24,21,1.45896656534954,1.32780082987552,-0.657698056801197,NaN,1.13636363636363,0.300751879699248,0.18,0.54,0.26,0.33,0.43,0.24,0.21,14,0.14,0,0
30,17,97,0,800,539,1,29,25,52,0,64,9,0.0405268490374872,-1.16182572614108,1.28550074738415,NaN,0.545454545454542,-0.300751879699248,0.01,0.36,0.25,0.52,0.00,0.64,0.09,7,0.07,0,0
38,19,95,0,780,531,16,40,25,54,0,44,15,0.851063829787234,-0.746887966804979,0.986547085201793,NaN,1.45454545454545,0.300751879699248,0.16,0.50,0.25,0.54,0.00,0.44,0.15,20,0.20,1,0
13,29,83,0,834,547,43,25,0,0,35,31,3,-1.68186423505572,1.32780082987552,-0.807174887892377,NaN,-1,-0.902255639097745,0.43,0.31,0.00,0.00,0.35,0.31,0.03,10,0.10,0,0
35,26,83,0,812,534,14,32,15,10,42,0,13,0.547112462006079,0.705394190871369,-0.807174887892377,NaN,0,0.0751879699248104,0.14,0.40,0.15,0.10,0.42,0.00,0.13,19,0.19,1,0
16,17,78,0,840,549,8,7,0,0,0,0,0,-1.37791286727457,-1.16182572614108,-1.55455904334828,NaN,-1.27272727272728,-1.05263157894737,0.08,0.09,0.00,0.00,0.00,0.00,0.00,2,0.02,0,0
24,27,84,0,811,540,23,32,31,22,52,38,13,-0.567375886524823,0.912863070539419,-0.657698056801197,NaN,0.0454545454545445,-0.375939849624065,0.23,0.40,0.31,0.22,0.52,0.38,0.13,26,0.26,1,0
29,22,96,0,785,522,12,44,45,47,11,32,0,-0.0607902735562312,-0.12448132780083,1.13602391629297,NaN,1.22727272727273,0.977443609022556,0.12,0.55,0.45,0.47,0.11,0.32,0.00,45,0.45,2,1
24,32,90,0,782,550,30,38,0,54,54,21,5,-0.567375886524823,1.95020746887967,0.239162929745889,NaN,1.36363636363636,-1.12781954887218,0.30,0.48,0.00,0.54,0.54,0.21,0.05,24,0.24,1,0
24,22,100,0,770,508,39,61,71,71,20,71,0,-0.567375886524823,-0.12448132780083,1.7339312406577,NaN,1.9090909090909,2.03007518796992,0.39,0.76,0.71,0.71,0.20,0.71,0.00,83,0.83,4,1
43,22,89,0,840,531,40,31,17,0,9,21,12,1.35764944275583,-0.12448132780083,0.0896860986547077,NaN,-1.27272727272728,0.300751879699248,0.40,0.39,0.17,0.00,0.09,0.21,0.12,20,0.20,1,0
30,25,91,0,831,531,16,31,23,9,27,22,0,0.0405268490374872,0.497925311203319,0.388639760837069,NaN,-0.863636363636369,0.300751879699248,0.16,0.39,0.23,0.09,0.27,0.22,0.00,17,0.17,1,0
37,25,92,0,822,550,36,28,0,11,22,44,9,0.749746707193516,0.497925311203319,0.53811659192825,NaN,-0.454545454545461,-1.12781954887218,0.36,0.35,0.00,0.11,0.22,0.44,0.09,13,0.13,0,0
23,18,89,0,812,539,12,23,18,24,1,27,6,-0.668693009118541,-0.954356846473029,0.0896860986547077,NaN,0,-0.300751879699248,0.12,0.29,0.18,0.24,0.01,0.27,0.06,5,0.05,0,0
44,17,82,0,840,548,30,15,0,0,0,0,39,1.45896656534954,-1.16182572614108,-0.956651718983558,NaN,-1.27272727272728,-0.977443609022562,0.30,0.19,0.00,0.00,0.00,0.00,0.39,11,0.11,0,0
36,31,91,0,818,535,40,43,21,11,63,47,4,0.648429584599797,1.74273858921162,0.388639760837069,NaN,-0.272727272727275,0,0.40,0.54,0.21,0.11,0.63,0.47,0.04,31,0.31,2,0
42,24,86,0,769,523,40,53,38,69,6,0,22,1.25633232016211,0.290456431535269,-0.358744394618835,NaN,1.95454545454545,0.902255639097738,0.40,0.66,0.38,0.69,0.06,0.00,0.22,38,0.38,2,0
24,17,79,0,840,550,39,24,0,0,0,0,4,-0.567375886524823,-1.16182572614108,-1.4050822122571,NaN,-1.27272727272728,-1.12781954887218,0.39,0.30,0.00,0.00,0.00,0.00,0.04,3,0.03,0,0
38,21,92,0,790,532,19,36,17,29,0,21,0,0.851063829787234,-0.33195020746888,0.53811659192825,NaN,0.999999999999995,0.225563909774431,0.19,0.45,0.17,0.29,0.00,0.21,0.00,9,0.09,0,0
13,26,78,0,821,542,13,21,0,7,36,0,8,-1.68186423505572,0.705394190871369,-1.55455904334828,NaN,-0.409090909090917,-0.526315789473686,0.13,0.26,0.00,0.07,0.36,0.00,0.08,10,0.10,0,0
42,28,92,0,800,535,32,40,11,10,49,9,8,1.25633232016211,1.12033195020747,0.53811659192825,NaN,0.545454545454542,0,0.32,0.50,0.11,0.10,0.49,0.09,0.08,37,0.37,2,0
24,18,78,0,840,549,12,8,0,0,0,0,39,-0.567375886524823,-0.954356846473029,-1.55455904334828,NaN,-1.27272727272728,-1.05263157894737,0.12,0.10,0.00,0.00,0.00,0.00,0.39,11,0.11,0,0
35,24,99,0,840,512,20,40,71,0,13,48,16,0.547112462006079,0.290456431535269,1.58445440956652,NaN,-1.27272727272728,1.72932330827067,0.20,0.50,0.71,0.00,0.13,0.48,0.16,36,0.36,2,0
34,24,89,0,784,535,29,43,37,45,15,24,18,0.445795339412361,0.290456431535269,0.0896860986547077,NaN,1.27272727272727,0,0.29,0.54,0.37,0.45,0.15,0.24,0.18,24,0.24,1,0
22,25,94,0,840,531,33,32,26,0,16,37,3,-0.77001013171226,0.497925311203319,0.837070254110612,NaN,-1.27272727272728,0.300751879699248,0.33,0.40,0.26,0.00,0.16,0.37,0.03,14,0.14,0,0
36,17,94,0,794,539,17,29,5,44,0,17,12,0.648429584599797,-1.16182572614108,0.837070254110612,NaN,0.818181818181813,-0.300751879699248,0.17,0.36,0.05,0.44,0.00,0.17,0.12,12,0.12,0,0
35,17,81,0,840,550,34,23,0,0,0,0,67,0.547112462006079,-1.16182572614108,-1.10612855007474,NaN,-1.27272727272728,-1.12781954887218,0.34,0.29,0.00,0.00,0.00,0.00,0.67,16,0.16,1,0
41,19,88,0,808,513,25,39,50,16,0,2,0,1.15501519756839,-0.746887966804979,-0.0597907324364732,NaN,0.181818181818178,1.65413533834586,0.25,0.49,0.50,0.16,0.00,0.02,0.00,12,0.12,0,0
30,17,79,0,831,531,21,23,17,8,0,6,20,0.0405268490374872,-1.16182572614108,-1.4050822122571,NaN,-0.863636363636369,0.300751879699248,0.21,0.29,0.17,0.08,0.00,0.06,0.20,3,0.03,0,0
36,17,81,0,831,545,32,17,0,0,0,0,4,0.648429584599797,-1.16182572614108,-1.10612855007474,NaN,-0.863636363636369,-0.751879699248124,0.32,0.21,0.00,0.00,0.00,0.00,0.04,2,0.02,0,0
35,17,97,0,837,531,15,24,26,0,0,36,17,0.547112462006079,-1.16182572614108,1.28550074738415,NaN,-1.13636363636364,0.300751879699248,0.15,0.30,0.26,0.00,0.00,0.36,0.17,7,0.07,0,0
35,17,83,0,840,550,23,19,0,0,0,0,51,0.547112462006079,-1.16182572614108,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.23,0.24,0.00,0.00,0.00,0.00,0.51,13,0.13,0,0
41,21,94,0,788,516,32,52,64,44,9,45,3,1.15501519756839,-0.33195020746888,0.837070254110612,NaN,1.09090909090909,1.42857142857142,0.32,0.65,0.64,0.44,0.09,0.45,0.03,44,0.44,2,1
47,18,99,0,819,543,37,30,4,32,0,40,4,1.7629179331307,-0.954356846473029,1.58445440956652,NaN,-0.318181818181819,-0.601503759398497,0.37,0.38,0.04,0.32,0.00,0.40,0.04,7,0.07,0,0
35,20,87,0,816,521,26,35,44,13,0,0,10,0.547112462006079,-0.53941908713693,-0.209267563527654,NaN,-0.181818181818186,1.05263157894737,0.26,0.44,0.44,0.13,0.00,0.00,0.10,10,0.10,0,0
39,19,80,0,833,531,4,23,41,13,1,30,7,0.952380952380952,-0.746887966804979,-1.25560538116592,NaN,-0.954545454545458,0.300751879699248,0.04,0.29,0.41,0.13,0.01,0.30,0.07,5,0.05,0,0
16,22,89,0,840,547,37,18,6,0,23,13,4,-1.37791286727457,-0.12448132780083,0.0896860986547077,NaN,-1.27272727272728,-0.902255639097745,0.37,0.23,0.06,0.00,0.23,0.13,0.04,10,0.10,0,0
16,25,80,0,824,531,36,38,53,31,32,0,13,-1.37791286727457,0.497925311203319,-1.25560538116592,NaN,-0.54545454545455,0.300751879699248,0.36,0.48,0.53,0.31,0.32,0.00,0.13,19,0.19,1,0
24,18,85,0,838,548,17,11,0,0,0,0,25,-0.567375886524823,-0.954356846473029,-0.508221225710016,NaN,-1.18181818181819,-0.977443609022562,0.17,0.14,0.00,0.00,0.00,0.00,0.25,7,0.07,0,0
27,27,95,0,798,533,35,43,15,26,41,35,18,-0.263424518743668,0.912863070539419,0.986547085201793,NaN,0.636363636363631,0.150375939849621,0.35,0.54,0.15,0.26,0.41,0.35,0.18,26,0.26,1,0
42,21,106,0,754,533,23,46,9,56,0,50,11,1.25633232016211,-0.33195020746888,2.63079222720478,NaN,2.63636363636363,0.150375939849621,0.23,0.58,0.09,0.56,0.00,0.50,0.11,16,0.16,1,0
43,29,87,0,809,524,10,38,21,20,53,3,11,1.35764944275583,1.32780082987552,-0.209267563527654,NaN,0.136363636363633,0.827067669172928,0.10,0.48,0.21,0.20,0.53,0.03,0.11,20,0.20,1,0
13,18,94,0,800,540,41,30,0,24,1,29,15,-1.68186423505572,-0.954356846473029,0.837070254110612,NaN,0.545454545454542,-0.375939849624065,0.41,0.38,0.00,0.24,0.01,0.29,0.15,11,0.11,0,0
42,17,91,0,800,550,46,26,0,25,0,33,0,1.25633232016211,-1.16182572614108,0.388639760837069,NaN,0.545454545454542,-1.12781954887218,0.46,0.33,0.00,0.25,0.00,0.33,0.00,7,0.07,0,0
38,26,90,0,798,531,31,43,18,29,40,11,0,0.851063829787234,0.705394190871369,0.239162929745889,NaN,0.636363636363631,0.300751879699248,0.31,0.54,0.18,0.29,0.40,0.11,0.00,31,0.31,2,0
14,25,90,0,800,541,13,26,10,12,25,21,0,-1.58054711246201,0.497925311203319,0.239162929745889,NaN,0.545454545454542,-0.451127819548876,0.13,0.33,0.10,0.12,0.25,0.21,0.00,12,0.12,0,0
22,17,93,0,794,534,14,30,18,22,0,47,15,-0.77001013171226,-1.16182572614108,0.687593423019431,NaN,0.818181818181813,0.0751879699248104,0.14,0.38,0.18,0.22,0.00,0.47,0.15,7,0.07,0,0
31,25,90,0,825,550,14,22,0,1,39,46,11,0.141843971631206,0.497925311203319,0.239162929745889,NaN,-0.590909090909094,-1.12781954887218,0.14,0.28,0.00,0.01,0.39,0.46,0.11,14,0.14,0,0
19,17,82,0,840,550,43,25,0,0,0,0,30,-1.07396149949341,-1.16182572614108,-0.956651718983558,NaN,-1.27272727272728,-1.12781954887218,0.43,0.31,0.00,0.00,0.00,0.00,0.30,7,0.07,0,0
17,18,90,0,808,535,41,30,3,13,4,14,6,-1.27659574468085,-0.954356846473029,0.239162929745889,NaN,0.181818181818178,0,0.41,0.38,0.03,0.13,0.04,0.14,0.06,10,0.10,0,0
35,25,78,0,800,531,35,43,45,25,47,0,15,0.547112462006079,0.497925311203319,-1.55455904334828,NaN,0.545454545454542,0.300751879699248,0.35,0.54,0.45,0.25,0.47,0.00,0.15,36,0.36,2,0
41,17,81,0,838,550,36,15,0,0,0,0,70,1.15501519756839,-1.16182572614108,-1.10612855007474,NaN,-1.18181818181819,-1.12781954887218,0.36,0.19,0.00,0.00,0.00,0.00,0.70,19,0.19,1,0
35,25,93,0,778,531,42,53,42,70,43,29,2,0.547112462006079,0.497925311203319,0.687593423019431,NaN,1.54545454545454,0.300751879699248,0.42,0.66,0.42,0.70,0.43,0.29,0.02,62,0.62,3,1
34,18,80,0,831,547,14,12,0,0,0,0,12,0.445795339412361,-0.954356846473029,-1.25560538116592,NaN,-0.863636363636369,-0.902255639097745,0.14,0.15,0.00,0.00,0.00,0.00,0.12,3,0.03,0,0
39,25,92,0,800,524,36,46,32,8,37,15,0,0.952380952380952,0.497925311203319,0.53811659192825,NaN,0.545454545454542,0.827067669172928,0.36,0.58,0.32,0.08,0.37,0.15,0.00,29,0.29,1,0
17,28,78,0,785,531,10,38,24,55,22,0,6,-1.27659574468085,1.12033195020747,-1.55455904334828,NaN,1.22727272727273,0.300751879699248,0.10,0.48,0.24,0.55,0.22,0.00,0.06,33,0.33,2,0
43,17,83,0,831,535,11,18,15,0,0,0,9,1.35764944275583,-1.16182572614108,-0.807174887892377,NaN,-0.863636363636369,0,0.11,0.23,0.15,0.00,0.00,0.00,0.09,1,0.01,0,0
24,23,101,0,826,520,39,38,31,0,7,17,12,-0.567375886524823,0.0829875518672196,1.88340807174888,NaN,-0.636363636363639,1.12781954887218,0.39,0.48,0.31,0.00,0.07,0.17,0.12,14,0.14,0,0
28,17,82,0,840,550,30,22,0,0,0,0,33,-0.16210739614995,-1.16182572614108,-0.956651718983558,NaN,-1.27272727272728,-1.12781954887218,0.30,0.28,0.00,0.00,0.00,0.00,0.33,11,0.11,0,0
32,25,101,0,774,507,33,57,41,38,14,29,9,0.243161094224924,0.497925311203319,1.88340807174888,NaN,1.72727272727272,2.10526315789473,0.33,0.71,0.41,0.38,0.14,0.29,0.09,48,0.48,2,1
20,24,93,0,781,527,24,46,42,43,14,27,0,-0.972644376899696,0.290456431535269,0.687593423019431,NaN,1.40909090909091,0.601503759398497,0.24,0.58,0.42,0.43,0.14,0.27,0.00,16,0.16,1,0
29,27,86,0,826,546,17,22,0,0,47,0,0,-0.0607902735562312,0.912863070539419,-0.358744394618835,NaN,-0.636363636363639,-0.827067669172935,0.17,0.28,0.00,0.00,0.47,0.00,0.00,11,0.11,0,0
38,25,98,0,840,537,27,29,8,0,33,18,7,0.851063829787234,0.497925311203319,1.43497757847534,NaN,-1.27272727272728,-0.150375939849628,0.27,0.36,0.08,0.00,0.33,0.18,0.07,14,0.14,0,0
31,31,96,0,779,531,48,51,11,19,32,25,0,0.141843971631206,1.74273858921162,1.13602391629297,NaN,1.5,0.300751879699248,0.48,0.64,0.11,0.19,0.32,0.25,0.00,35,0.35,2,0
34,23,95,0,801,534,23,32,3,10,1,16,1,0.445795339412361,0.0829875518672196,0.986547085201793,NaN,0.499999999999997,0.0751879699248104,0.23,0.40,0.03,0.10,0.01,0.16,0.01,10,0.10,0,0
15,25,84,0,820,520,21,33,45,3,31,8,0,-1.47922998986829,0.497925311203319,-0.657698056801197,NaN,-0.363636363636364,1.12781954887218,0.21,0.41,0.45,0.03,0.31,0.08,0.00,46,0.46,2,1
17,32,92,0,784,504,18,52,52,21,69,12,0,-1.27659574468085,1.95020746887967,0.53811659192825,NaN,1.27272727272727,2.33082706766917,0.18,0.65,0.52,0.21,0.69,0.12,0.00,75,0.75,4,1
24,23,94,0,791,550,10,26,0,32,14,58,0,-0.567375886524823,0.0829875518672196,0.837070254110612,NaN,0.95454545454545,-1.12781954887218,0.10,0.33,0.00,0.32,0.14,0.58,0.00,10,0.10,0,0
35,17,84,0,840,550,30,22,0,0,0,0,55,0.547112462006079,-1.16182572614108,-0.657698056801197,NaN,-1.27272727272728,-1.12781954887218,0.30,0.28,0.00,0.00,0.00,0.00,0.55,14,0.14,0,0
31,26,82,0,795,529,35,43,20,39,38,2,2,0.141843971631206,0.705394190871369,-0.956651718983558,NaN,0.772727272727268,0.451127819548869,0.35,0.54,0.20,0.39,0.38,0.02,0.02,22,0.22,1,0
36,19,83,0,837,549,26,15,0,0,0,0,59,0.648429584599797,-0.746887966804979,-0.807174887892377,NaN,-1.13636363636364,-1.05263157894737,0.26,0.19,0.00,0.00,0.00,0.00,0.59,14,0.14,0,0
35,22,81,0,815,524,33,36,24,11,20,0,14,0.547112462006079,-0.12448132780083,-1.10612855007474,NaN,-0.136363636363642,0.827067669172928,0.33,0.45,0.24,0.11,0.20,0.00,0.14,12,0.12,0,0
42,21,91,0,797,522,22,40,29,36,10,27,19,1.25633232016211,-0.33195020746888,0.388639760837069,NaN,0.681818181818179,0.977443609022556,0.22,0.50,0.29,0.36,0.10,0.27,0.19,13,0.13,0,0
20,17,90,0,834,526,45,31,30,0,0,26,4,-0.972644376899696,-1.16182572614108,0.239162929745889,NaN,-1,0.676691729323307,0.45,0.39,0.30,0.00,0.00,0.26,0.04,7,0.07,0,0
32,22,84,0,787,550,5,21,0,29,20,8,0,0.243161094224924,-0.12448132780083,-0.657698056801197,NaN,1.13636363636363,-1.12781954887218,0.05,0.26,0.00,0.29,0.20,0.08,0.00,6,0.06,0,0
19,22,90,0,840,524,32,31,37,0,5,24,10,-1.07396149949341,-0.12448132780083,0.239162929745889,NaN,-1.27272727272728,0.827067669172928,0.32,0.39,0.37,0.00,0.05,0.24,0.10,13,0.13,0,0
28,21,90,0,785,529,27,44,44,54,1,34,0,-0.16210739614995,-0.33195020746888,0.239162929745889,NaN,1.22727272727273,0.451127819548869,0.27,0.55,0.44,0.54,0.01,0.34,0.00,17,0.17,1,0
13,21,81,0,783,531,18,36,26,54,10,0,0,-1.68186423505572,-0.33195020746888,-1.10612855007474,NaN,1.31818181818181,0.300751879699248,0.18,0.45,0.26,0.54,0.10,0.00,0.00,11,0.11,0,0
16,25,90,0,820,512,15,38,62,6,17,10,13,-1.37791286727457,0.497925311203319,0.239162929745889,NaN,-0.363636363636364,1.72932330827067,0.15,0.48,0.62,0.06,0.17,0.10,0.13,41,0.41,2,1
18,19,83,0,823,542,26,18,0,0,0,0,0,-1.17527862208713,-0.746887966804979,-0.807174887892377,NaN,-0.500000000000005,-0.526315789473686,0.26,0.23,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0
40,19,95,0,789,538,49,39,1,42,5,40,0,1.05369807497467,-0.746887966804979,0.986547085201793,NaN,1.04545454545454,-0.225563909774438,0.49,0.49,0.01,0.42,0.05,0.40,0.00,29,0.29,1,0
36,17,84,0,836,549,18,11,0,0,0,0,25,0.648429584599797,-1.16182572614108,-0.657698056801197,NaN,-1.09090909090909,-1.05263157894737,0.18,0.14,0.00,0.00,0.00,0.00,0.25,7,0.07,0,0
49,17,95,0,789,548,16,24,0,37,0,24,0,1.96555217831814,-1.16182572614108,0.986547085201793,NaN,1.04545454545454,-0.977443609022562,0.16,0.30,0.00,0.37,0.00,0.24,0.00,4,0.04,0,0
